 Date Time SO2 OZ Р¤РѕСЂРјР°Р»СЊРґРµРіРёРґ NO2 РџР°СЂР°РєСЃРёР»РѕР» Р¤РµРЅРѕР» РќР°С„С‚Р°Р»РёРЅ РЎС‚РёСЂРѕР» РњРµС‚Р°РєСЃРёР»РѕР»
 28.03.13 00:00 0.01 0.07 0.16 0.59 0.01 0.11 0.00 0.07 0.01
 -------- 01:00 0.01 0.08 0.17 0.59 0.01 0.12 0.00 0.08 0.01
 -------- 02:00 0.01 0.09 0.17 0.58 0.01 0.14 0.00 0.05 0.01
 -------- 03:00 0.01 0.08 0.14 0.56 0.00 0.12 0.00 0.05 0.01
 -------- 04:00 0.01 0.11 0.10 0.48 0.01 0.16 0.00 0.06 0.00
 28.03.13 05:00 0.01 0.10 0.11 0.48 0.01 0.13 0.00 0.05 0.01
 -------- 06:00 0.00 0.08 0.13 0.50 0.01 0.13 0.00 0.05 0.01
 -------- 07:00 0.01 0.07 0.13 0.51 0.01 0.15 0.00 0.04 0.01
 -------- 08:00 0.00 0.12 0.13 0.46 0.01 0.10 0.00 0.06 0.01
 -------- 09:00 0.01 0.19 0.11 0.38 0.01 0.05 0.00 0.06 0.01
 28.03.13 10:00 0.01 0.22 0.11 0.36 0.01 0.06 0.00 0.09 0.00
 -------- 11:00 0.01 0.26 0.12 0.29 0.00 0.07 0.00 0.05 0.01
 -------- 12:00 0.00 0.35 0.12 0.21 0.01 0.10 0.00 0.07 0.01
 -------- 13:00 0.00 0.34 0.10 0.19 0.00 0.07 0.00 0.10 0.01
 -------- 14:00 0.00 0.40 0.08 0.13 0.00 0.10 0.00 0.07 0.01
 28.03.13 15:00 0.00 0.41 0.10 0.16 0.00 0.09 0.00 0.08 0.00
 -------- 16:00 0.00 0.38 0.12 0.17 0.00 0.11 0.00 0.08 0.00
 -------- 17:00 0.00 0.41 0.11 0.16 0.01 0.10 0.00 0.07 0.00
 -------- 18:00 0.00 0.35 0.15 0.27 0.01 0.11 0.00 0.07 0.01
 -------- 19:00 0.00 0.30 0.14 0.34 0.01 0.08 0.00 0.06 0.01
 28.03.13 20:00 0.00 0.15 0.18 0.52 0.01 0.11 0.00 0.08 0.01
 -------- 21:00 0.00 0.10 0.21 0.56 0.01 0.12 0.00 0.06 0.01
 -------- 22:00 0.01 0.11 0.19 0.58 0.01 0.08 0.00 0.07 0.01
 -------- 23:00 0.01 0.11 0.16 0.54 0.01 0.12 0.00 0.07 0.01
 -------- 00:00 0.01 0.13 0.17 0.52 0.01 0.12 0.00 0.07 0.01
 29.03.13 01:00 0.01 0.11 0.16 0.51 0.01 0.14 0.00 0.06 0.01
 -------- 02:00 0.01 0.10 0.17 0.52 0.01 0.14 0.00 0.07 0.01
 -------- 03:00 0.01 0.09 0.19 0.56 0.01 0.13 0.00 0.07 0.01
 -------- 04:00 0.01 0.10 0.19 0.56 0.01 0.14 0.00 0.06 0.01
 -------- 05:00 0.01 0.08 0.18 0.57 0.01 0.15 0.00 0.07 0.01
 29.03.13 06:00 0.01 0.08 0.18 0.60 0.01 0.12 0.00 0.06 0.01
 -------- 07:00 0.01 0.09 0.22 0.65 0.01 0.12 0.00 0.09 0.01
 -------- 08:00 0.01 0.10 0.19 0.58 0.01 0.09 0.00 0.08 0.01
 -------- 09:00 0.00 0.15 0.20 0.53 0.01 0.08 0.00 0.07 0.01
 -------- 10:00 0.01 0.20 0.21 0.49 0.01 0.09 0.00 0.08 0.01
 29.03.13 11:00 0.00 0.28 0.16 0.37 0.01 0.08 0.00 0.08 0.01
 -------- 12:00 0.00 0.37 0.12 0.22 0.01 0.10 0.00 0.09 0.01
 -------- 13:00 0.00 0.40 0.13 0.24 0.01 0.10 0.00 0.09 0.01
 -------- 14:00 0.00 0.40 0.14 0.26 0.00 0.10 0.00 0.07 0.00
 -------- 15:00 0.00 0.43 0.12 0.24 0.01 0.09 0.00 0.07 0.01
 29.03.13 16:00 0.00 0.42 0.12 0.23 0.01 0.12 0.00 0.08 0.01
 -------- 17:00 0.00 0.39 0.14 0.27 0.01 0.09 0.00 0.08 0.00
 -------- 18:00 0.00 0.42 0.13 0.24 0.01 0.10 0.00 0.09 0.00
 -------- 19:00 0.00 0.28 0.14 0.39 0.01 0.12 0.00 0.06 0.01
 -------- 20:00 0.01 0.10 0.22 0.64 0.01 0.12 0.00 0.07 0.01
 29.03.13 21:00 0.01 0.10 0.29 0.74 0.02 0.14 0.00 0.09 0.01
 -------- 22:00 0.01 0.10 0.36 0.86 0.02 0.19 0.00 0.11 0.01
 -------- 23:00 0.01 0.10 0.40 0.87 0.03 0.19 0.00 0.15 0.02
