 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 28.01.13 00:00 0.01 0.08 0.20 0.39 0.02 0.16 0.00 0.04 0.01
 -------- 01:00 0.01 0.08 0.19 0.39 0.00 0.14 0.00 0.05 0.01
 -------- 02:00 0.01 0.06 0.15 0.39 0.02 0.14 0.00 0.09 0.01
 -------- 03:00 0.01 0.07 0.14 0.40 0.01 0.13 0.00 0.09 0.00
 -------- 04:00 0.02 0.09 0.13 0.40 0.01 0.12 0.00 0.08 0.00
 28.01.13 05:00 0.01 0.06 0.15 0.38 0.01 0.15 0.00 0.09 0.00
 -------- 06:00 0.01 0.08 0.16 0.38 0.01 0.13 0.00 0.11 0.00
 -------- 07:00 0.01 0.07 0.20 0.38 0.01 0.14 0.00 0.07 0.00
 -------- 08:00 0.01 0.06 0.20 0.39 0.01 0.13 0.00 0.09 0.01
 -------- 09:00 0.01 0.06 0.23 0.41 0.01 0.14 0.00 0.12 0.01
 28.01.13 10:00 0.01 0.08 0.18 0.36 0.01 0.11 0.00 0.11 0.01
 -------- 11:00 0.01 0.10 0.21 0.40 0.01 0.12 0.00 0.07 0.00
 -------- 12:00 0.01 0.09 0.22 0.38 0.02 0.12 0.00 0.10 0.01
 -------- 13:00 0.01 0.11 0.21 0.40 0.01 0.13 0.00 0.08 0.01
 -------- 14:00 0.01 0.10 0.17 0.39 0.01 0.13 0.00 0.09 0.00
 28.01.13 15:00 0.01 0.10 0.19 0.40 0.00 0.13 0.00 0.09 0.01
 -------- 16:00 0.01 0.10 0.19 0.42 0.01 0.13 0.00 0.09 0.00
 -------- 17:00 0.01 0.09 0.18 0.43 0.01 0.12 0.00 0.09 0.00
 -------- 18:00 0.01 0.09 0.17 0.39 0.01 0.11 0.00 0.08 0.01
 -------- 19:00 0.01 0.09 0.19 0.39 0.02 0.13 0.00 0.09 0.01
 28.01.13 20:00 0.01 0.09 0.18 0.39 0.01 0.10 0.00 0.08 0.01
 -------- 21:00 0.01 0.11 0.17 0.40 0.01 0.15 0.00 0.09 0.00
 -------- 22:00 0.01 0.09 0.20 0.37 0.01 0.14 0.00 0.11 0.01
 -------- 23:00 0.01 0.10 0.13 0.36 0.00 0.12 0.00 0.08 0.01
 -------- 00:00 0.01 0.09 0.13 0.35 ---- 0.14 0.00 0.02 ----
 29.01.13 01:00 0.01 0.10 0.13 0.33 ---- 0.12 0.00 0.06 ----
 -------- 02:00 0.01 0.09 0.15 0.31 ---- 0.16 0.00 0.12 ----
 -------- 03:00 0.01 0.09 0.12 0.31 ---- 0.17 0.00 0.19 ----
 -------- 04:00 0.01 0.09 0.08 0.32 ---- 0.14 0.00 ---- ----
 -------- 05:00 0.01 0.09 0.17 0.33 ---- 0.15 0.00 ---- ----
 29.01.13 06:00 0.01 0.10 0.14 0.35 ---- 0.14 0.00 ---- ----
 -------- 07:00 0.01 0.05 0.15 0.38 ---- 0.11 0.00 ---- ----
 -------- 08:00 0.01 0.08 0.20 0.39 0.03 0.09 0.00 0.09 0.01
 -------- 09:00 0.01 0.08 0.19 0.38 0.01 0.10 0.00 0.10 0.01
 -------- 10:00 0.01 0.10 0.19 0.41 0.01 0.10 0.00 0.10 0.00
 29.01.13 11:00 0.01 0.10 0.20 0.41 0.01 0.14 0.00 0.13 0.01
 -------- 12:00 0.02 0.10 0.21 0.39 ---- 0.12 0.00 0.11 ----
 -------- 13:00 0.01 0.11 0.24 0.39 ---- 0.14 0.00 0.17 ----
 -------- 14:00 0.01 0.11 0.19 0.35 ---- 0.15 0.00 0.20 ----
 -------- 15:00 0.02 0.09 0.20 0.38 0.01 0.14 0.00 0.07 ----
 29.01.13 16:00 0.02 0.09 0.18 0.37 0.01 0.13 0.00 0.12 0.01
 -------- 17:00 0.02 0.11 0.25 0.41 0.01 0.06 0.00 0.12 0.01
 -------- 18:00 0.01 0.09 0.22 0.43 0.02 0.15 0.00 0.10 0.01
 -------- 19:00 0.01 0.09 0.25 0.41 0.02 0.16 0.00 0.14 0.00
 -------- 20:00 0.01 0.09 0.25 0.38 0.01 0.12 0.00 0.11 0.01
 29.01.13 21:00 0.01 0.10 0.20 0.39 0.02 0.08 0.00 0.08 0.01
 -------- 22:00 0.01 0.08 0.21 0.39 0.02 0.10 0.00 0.09 0.00
 -------- 23:00 0.01 0.09 0.19 0.37 0.01 0.12 0.00 0.06 0.01
