 Date Time SO2 OZ Формальдегид NO2 Параксилол Фенол Нафталин Стирол Метаксилол
 29.01.13 00:00 0.01 0.08 0.11 0.35 ---- 0.14 0.00 0.02 ----
 -------- 01:00 0.01 0.10 0.13 0.33 ---- 0.12 0.00 0.06 ----
 -------- 02:00 0.01 0.09 0.15 0.31 ---- 0.16 0.00 0.12 ----
 -------- 03:00 0.01 0.09 0.12 0.31 ---- 0.17 0.00 0.19 ----
 -------- 04:00 0.01 0.09 0.08 0.32 ---- 0.14 0.00 ---- ----
 29.01.13 05:00 0.01 0.09 0.17 0.33 ---- 0.15 0.00 ---- ----
 -------- 06:00 0.01 0.10 0.14 0.35 ---- 0.14 0.00 ---- ----
 -------- 07:00 0.01 0.05 0.15 0.38 ---- 0.11 0.00 ---- ----
 -------- 08:00 0.01 0.08 0.20 0.39 0.03 0.09 0.00 0.09 0.01
 -------- 09:00 0.01 0.08 0.19 0.38 0.01 0.10 0.00 0.10 0.01
 29.01.13 10:00 0.01 0.10 0.19 0.41 0.01 0.10 0.00 0.10 0.00
 -------- 11:00 0.01 0.10 0.20 0.41 0.01 0.14 0.00 0.13 0.01
 -------- 12:00 0.02 0.10 0.21 0.39 ---- 0.12 0.00 0.11 ----
 -------- 13:00 0.01 0.11 0.24 0.39 ---- 0.14 0.00 0.17 ----
 -------- 14:00 0.01 0.11 0.19 0.35 ---- 0.15 0.00 0.20 ----
 29.01.13 15:00 0.02 0.09 0.20 0.38 0.01 0.14 0.00 0.07 ----
 -------- 16:00 0.02 0.09 0.18 0.37 0.01 0.13 0.00 0.12 0.01
 -------- 17:00 0.02 0.11 0.25 0.41 0.01 0.06 0.00 0.12 0.01
 -------- 18:00 0.01 0.09 0.22 0.43 0.02 0.15 0.00 0.10 0.01
 -------- 19:00 0.01 0.09 0.25 0.41 0.02 0.16 0.00 0.14 0.00
 29.01.13 20:00 0.01 0.09 0.25 0.38 0.01 0.12 0.00 0.11 0.01
 -------- 21:00 0.01 0.10 0.20 0.39 0.02 0.08 0.00 0.08 0.01
 -------- 22:00 0.01 0.08 0.21 0.39 0.02 0.10 0.00 0.09 0.00
 -------- 23:00 0.01 0.09 0.20 0.38 0.01 0.12 0.00 0.08 0.01
 -------- 00:00 0.01 0.09 0.21 0.37 0.00 0.10 0.00 0.11 0.01
 30.01.13 01:00 0.01 0.08 0.18 0.36 0.01 0.12 0.00 0.10 0.01
 -------- 02:00 0.01 0.08 0.17 0.32 0.01 0.12 0.00 0.05 0.00
 -------- 03:00 0.01 0.08 0.14 0.32 0.01 0.10 0.00 0.07 0.01
 -------- 04:00 0.01 0.10 0.17 0.34 0.01 0.14 0.00 0.09 0.00
 -------- 05:00 0.01 0.08 0.18 0.36 0.01 0.12 0.00 0.08 0.01
 30.01.13 06:00 0.01 0.08 0.17 0.33 0.01 0.15 0.00 0.09 0.00
 -------- 07:00 0.01 0.09 0.16 0.31 0.01 0.10 0.00 0.11 0.01
 -------- 08:00 0.01 0.08 0.17 0.34 0.01 0.13 0.00 0.08 0.01
 -------- 09:00 0.01 0.10 0.24 0.35 0.01 0.16 0.00 0.10 0.01
 -------- 10:00 0.01 0.09 0.18 0.34 0.02 0.14 0.00 0.12 0.00
 30.01.13 11:00 0.01 0.09 0.22 0.36 0.01 0.13 0.00 0.10 0.01
 -------- 12:00 0.00 0.08 0.20 0.32 0.01 0.14 0.00 0.10 0.00
 -------- 13:00 0.01 0.10 0.21 0.35 0.01 0.10 0.00 0.08 0.01
 -------- 14:00 0.01 0.08 0.21 0.32 0.02 0.10 0.00 0.10 0.01
 -------- 15:00 0.01 0.09 0.25 0.36 0.01 0.10 0.00 0.07 0.00
 30.01.13 16:00 0.01 0.09 0.24 0.35 0.01 0.12 0.00 0.06 0.00
 -------- 17:00 0.01 0.09 0.24 0.38 0.01 0.10 0.00 0.09 0.00
 -------- 18:00 0.01 0.08 0.24 0.37 0.01 0.10 0.00 0.10 0.01
 -------- 19:00 0.01 0.08 0.21 0.33 0.01 0.10 0.00 0.08 0.01
 -------- 20:00 0.01 0.09 0.22 0.35 0.01 0.12 0.00 0.10 0.00
 30.01.13 21:00 0.01 0.11 0.20 0.34 0.01 0.08 0.00 0.05 0.01
 -------- 22:00 0.01 0.11 0.20 0.32 0.01 0.10 0.00 0.09 0.01
 -------- 23:00 0.01 0.07 0.19 0.33 0.00 0.11 0.00 0.08 0.01
