 Date Time CO OZ NO2 CHX NO PM10
 16.03.13 12:00 0.09 0.18 0.22 1.50 0.06 0.13
 -------- 13:00 0.09 0.20 0.25 1.49 0.05 0.08
 -------- 14:00 0.09 0.35 0.19 1.52 0.03 0.03
 -------- 15:00 0.08 0.41 0.21 1.49 0.05 0.04
 -------- 16:00 0.09 0.43 0.23 1.51 0.04 0.03
 16.03.13 17:00 0.08 0.37 0.22 1.50 0.04 0.03
 -------- 18:00 0.08 0.35 0.24 1.51 0.03 0.03
 -------- 19:00 0.08 0.31 0.27 1.50 0.03 0.03
 -------- 20:00 0.08 0.28 0.26 1.50 0.03 0.03
 -------- 21:00 0.09 0.27 0.25 1.49 0.03 0.03
 16.03.13 22:00 0.07 0.27 0.25 1.49 0.03 0.03
 -------- 23:00 0.06 0.23 0.26 1.49 0.03 0.03
 -------- 00:00 0.06 0.21 0.27 1.50 0.03 0.03
 -------- 01:00 0.08 0.14 0.32 1.50 0.03 0.02
 -------- 02:00 0.07 0.21 0.28 1.49 0.02 0.02
 17.03.13 03:00 0.06 0.18 0.31 1.49 0.02 0.01
 -------- 04:00 0.05 0.29 0.22 1.46 0.02 0.01
 -------- 05:00 0.04 0.38 0.18 1.44 0.01 0.01
 -------- 06:00 0.05 0.36 0.20 1.44 0.01 0.02
 -------- 07:00 0.05 0.35 0.20 1.43 0.02 0.02
 17.03.13 08:00 0.07 0.31 0.24 1.45 0.02 0.02
 -------- 09:00 0.06 0.28 0.26 1.44 0.04 0.02
 -------- 10:00 0.07 0.25 0.29 1.46 0.06 0.02
 -------- 11:00 0.07 0.29 0.24 1.46 0.05 0.03
 -------- 12:00 0.08 0.31 0.25 1.47 0.06 0.03
 17.03.13 13:00 0.13 0.32 0.23 1.50 0.07 0.03
 -------- 14:00 0.08 0.31 0.28 1.47 0.07 0.04
 -------- 15:00 0.08 0.32 0.27 1.47 0.06 0.04
 -------- 16:00 0.18 0.28 0.31 1.61 0.06 0.18
 -------- 17:00 0.17 0.23 0.34 1.55 0.07 0.09
 17.03.13 18:00 0.18 0.21 0.34 1.59 0.07 0.13
 -------- 19:00 0.11 0.31 0.25 1.48 0.05 0.02
 -------- 20:00 0.10 0.33 0.24 1.49 0.04 0.03
 -------- 21:00 0.11 0.25 0.30 1.46 0.05 0.02
 -------- 22:00 0.09 0.26 0.26 1.46 0.04 0.02
 17.03.13 23:00 0.07 0.30 0.23 1.43 0.03 0.02
 -------- 00:00 0.06 0.24 0.28 1.45 0.03 0.02
 -------- 01:00 0.06 0.20 0.29 1.45 0.03 0.02
 -------- 02:00 0.05 0.20 0.28 1.44 0.03 0.02
 -------- 03:00 0.06 0.15 0.32 1.45 0.04 0.02
 18.03.13 04:00 0.07 0.10 0.35 1.48 0.06 0.02
 -------- 05:00 0.10 0.02 0.42 1.52 0.16 0.03
 -------- 06:00 0.10 0.06 0.38 1.49 0.06 0.03
 -------- 07:00 0.11 0.04 0.39 1.53 0.08 0.02
 -------- 08:00 0.15 0.04 0.43 1.58 0.14 0.04
 18.03.13 09:00 0.17 0.06 0.44 1.60 0.21 0.05
 -------- 10:00 0.14 0.15 0.34 1.56 0.15 0.04
 -------- 11:00 0.10 0.33 0.20 1.61 0.06 0.04
