 Date Time CO OZ NO2 CHX NO PM10
 29.10.12 12:00 0.08 0.11 0.26 1.44 0.09 0.05
 -------- 13:00 0.07 0.17 0.21 1.41 0.07 0.06
 -------- 14:00 0.07 0.13 0.27 1.43 0.10 0.07
 -------- 15:00 0.09 0.11 0.29 1.44 0.09 0.08
 -------- 16:00 0.07 0.11 0.28 1.44 0.10 0.10
 29.10.12 17:00 0.08 0.14 0.28 1.44 0.12 0.11
 -------- 18:00 0.11 0.12 0.26 1.45 0.10 0.10
 -------- 19:00 0.09 0.18 0.18 1.44 0.06 0.10
 -------- 20:00 0.07 0.20 0.16 1.44 0.05 0.14
 -------- 21:00 0.07 0.20 0.14 1.42 0.05 0.16
 29.10.12 22:00 0.05 0.24 0.13 1.42 0.04 0.06
 -------- 23:00 0.03 0.26 0.11 1.39 0.02 0.05
 -------- 00:00 0.03 0.28 0.07 1.37 0.01 0.04
 -------- 01:00 0.02 0.27 0.07 1.43 0.01 0.02
 -------- 02:00 0.02 0.29 0.06 1.41 0.01 0.03
 30.10.12 03:00 0.02 0.33 0.04 1.45 0.01 0.03
 -------- 04:00 0.02 0.35 0.03 1.55 0.00 0.02
 -------- 05:00 0.02 0.31 0.07 1.68 0.00 0.02
 -------- 06:00 0.03 0.24 0.11 1.54 0.01 0.03
 -------- 07:00 0.04 0.22 0.13 1.58 0.02 0.04
 30.10.12 08:00 0.04 0.20 0.15 1.54 0.04 0.05
 -------- 09:00 0.05 0.18 0.15 1.65 0.05 0.06
 -------- 10:00 0.06 0.22 0.13 1.55 0.04 0.07
 -------- 11:00 0.05 0.24 0.12 1.76 0.04 0.09
 -------- 12:00 0.07 0.27 0.10 1.80 0.04 0.11
 30.10.12 13:00 0.05 0.29 0.10 1.46 0.04 0.08
 -------- 14:00 0.05 0.27 0.14 1.44 0.04 0.07
 -------- 15:00 0.05 0.29 0.12 1.46 0.03 0.08
 -------- 16:00 0.04 0.30 0.13 1.44 0.03 0.08
 -------- 17:00 0.05 0.31 0.10 1.40 0.02 0.03
 30.10.12 18:00 0.05 0.29 0.10 1.42 0.02 0.02
 -------- 19:00 0.05 0.31 0.07 1.47 0.01 0.02
 -------- 20:00 0.06 0.31 0.07 1.42 0.01 0.02
 -------- 21:00 0.05 0.31 0.06 1.39 0.01 0.01
 -------- 22:00 0.04 0.29 0.06 1.39 0.01 0.01
 30.10.12 23:00 0.04 0.28 0.06 1.40 0.01 0.01
