 Date Time CO OZ NO2 CHX NO PM10 PM2.5
 24.02.13 23:00 ---- 0.03 0.52 1.62 0.05 0.07 0.11
 -------- 00:00 ---- 0.04 0.47 1.58 0.04 0.05 0.09
 -------- 01:00 ---- 0.03 0.49 1.60 0.03 0.05 0.09
 -------- 02:00 ---- 0.06 0.43 1.56 0.02 0.05 0.09
 -------- 03:00 ---- 0.12 0.37 1.53 0.01 0.05 0.09
 25.02.13 04:00 ---- 0.05 0.47 1.59 0.04 0.05 0.10
 -------- 05:00 ---- 0.04 0.49 1.59 0.05 0.06 0.11
 -------- 06:00 ---- 0.10 0.44 1.52 0.05 0.06 0.10
 -------- 07:00 ---- 0.08 0.44 1.52 0.03 0.05 0.09
 -------- 08:00 ---- 0.05 0.49 1.57 0.04 0.06 0.10
 25.02.13 09:00 ---- 0.06 0.47 1.60 0.07 0.07 0.11
 -------- 10:00 ---- 0.10 0.49 1.59 0.13 0.09 0.14
 -------- 11:00 ---- 0.16 0.40 1.56 0.10 0.09 0.11
 -------- 12:00 ---- 0.16 0.42 1.61 0.13 0.14 0.17
 -------- 13:00 ---- 0.16 0.46 1.70 0.14 0.25 0.36
 25.02.13 14:00 ---- 0.17 0.44 1.67 0.12 0.20 0.30
 -------- 15:00 ---- 0.23 0.45 1.64 0.12 0.15 0.20
 -------- 16:00 ---- 0.22 0.43 1.64 0.09 0.17 0.21
 -------- 17:00 ---- 0.30 0.35 1.61 0.05 0.11 0.14
 -------- 18:00 0.11 0.26 0.42 1.64 0.04 0.14 0.20
 25.02.13 19:00 0.17 0.10 0.55 1.66 0.04 0.20 0.34
 -------- 20:00 0.17 0.05 0.59 1.66 0.06 0.20 0.33
 -------- 21:00 0.15 0.05 0.56 1.63 0.07 0.06 0.09
 -------- 22:00 0.13 0.05 0.58 1.64 0.05 0.07 0.11
 -------- 23:00 0.09 0.06 0.50 1.57 0.03 0.05 0.08
 26.02.13 00:00 0.09 0.08 0.50 1.56 0.04 0.05 0.06
 -------- 01:00 0.09 0.07 0.51 1.59 0.04 0.05 0.07
 -------- 02:00 0.07 0.06 0.52 1.60 0.03 0.06 0.09
 -------- 03:00 0.07 0.03 0.54 1.63 0.04 0.05 0.08
 -------- 04:00 0.07 0.01 0.55 1.77 0.11 0.06 0.07
 26.02.13 05:00 0.27 0.05 0.95 2.27 0.24 0.43 0.82
 -------- 06:00 0.13 0.02 0.68 1.90 0.19 0.05 0.07
 -------- 07:00 0.15 0.01 0.61 1.75 0.24 0.05 0.05
 -------- 08:00 0.22 0.01 0.58 1.98 0.40 0.13 0.15
 -------- 09:00 0.21 0.01 0.64 1.85 0.31 0.22 0.32
 26.02.13 10:00 0.19 0.03 0.58 1.78 0.25 0.17 0.22
 -------- 11:00 0.14 0.08 0.53 1.67 0.19 0.14 0.16
 -------- 12:00 0.10 0.16 0.45 1.60 0.13 0.12 0.10
 -------- 13:00 0.09 0.21 0.42 1.57 0.12 0.12 0.09
 -------- 14:00 0.10 0.23 0.51 1.58 0.13 0.15 0.16
 26.02.13 15:00 0.09 0.24 0.41 1.56 0.10 0.09 0.07
 -------- 16:00 0.09 0.28 0.38 1.54 0.08 0.13 0.11
 -------- 17:00 0.09 0.26 0.45 1.58 0.07 0.11 0.11
 -------- 18:00 0.07 0.25 0.44 1.52 0.05 0.05 0.03
 -------- 19:00 0.07 0.18 0.49 1.49 0.04 0.06 0.04
 26.02.13 20:00 0.09 0.20 0.46 1.52 0.04 0.09 0.10
 -------- 21:00 0.09 0.12 0.50 1.56 0.05 0.12 0.15
 -------- 22:00 0.11 0.17 0.42 1.57 0.03 0.07 0.05
