 Date Time CO OZ NO2 CHX NO PM10 PM2.5
 27.11.12 12:00 0.13 0.01 0.20 1.65 0.19 0.08 0.14
 -------- 13:00 0.13 0.01 0.32 1.63 0.27 0.11 0.17
 -------- 14:00 0.11 0.01 0.26 1.59 0.22 0.10 0.16
 -------- 15:00 0.12 0.01 0.22 1.60 0.16 0.10 0.16
 -------- 16:00 0.15 0.01 0.24 1.65 0.20 0.17 0.26
 27.11.12 17:00 0.18 0.02 0.23 1.69 0.23 0.21 0.28
 -------- 18:00 0.15 0.01 0.22 1.60 0.13 0.09 0.13
 -------- 19:00 0.16 0.01 0.21 1.60 0.13 0.09 0.14
 -------- 20:00 0.17 0.01 0.24 1.59 0.18 0.05 0.09
 -------- 21:00 0.14 0.01 0.33 1.62 0.23 0.08 0.13
 27.11.12 22:00 0.13 0.01 0.29 1.61 0.16 0.09 0.15
 -------- 23:00 0.10 0.01 0.24 1.54 0.15 0.03 0.05
 -------- 00:00 0.12 0.01 0.24 1.59 0.13 0.13 0.21
 -------- 01:00 0.13 0.01 0.30 1.61 0.20 0.13 0.21
 -------- 02:00 0.09 0.01 0.19 1.55 0.11 0.02 0.04
 28.11.12 03:00 0.05 0.01 0.17 1.52 0.03 0.01 0.03
 -------- 04:00 0.04 0.02 0.14 1.50 0.01 0.01 0.03
 -------- 05:00 0.05 0.01 0.16 1.75 0.03 0.03 0.04
 -------- 06:00 0.06 0.01 0.17 1.84 0.06 0.03 0.06
 -------- 07:00 0.07 0.01 0.18 1.85 0.13 0.04 0.05
 28.11.12 08:00 0.07 0.01 0.16 1.63 0.12 0.03 0.05
 -------- 09:00 0.07 0.01 0.16 1.65 0.09 0.03 0.05
 -------- 10:00 0.09 0.01 0.18 1.57 0.14 0.05 0.07
 -------- 11:00 0.08 0.01 0.18 1.56 0.14 0.10 0.10
 -------- 12:00 0.06 0.02 0.15 1.50 0.07 0.10 0.09
 28.11.12 13:00 0.05 0.03 0.12 1.53 0.04 0.08 0.09
 -------- 14:00 0.07 0.03 0.16 1.61 0.09 0.12 0.11
 -------- 15:00 0.09 0.02 0.20 1.56 0.10 0.33 0.11
 -------- 16:00 0.11 0.01 0.20 1.57 0.08 0.42 0.10
 -------- 17:00 0.10 0.02 0.19 1.50 0.08 0.23 0.08
 28.11.12 18:00 0.09 0.03 0.18 1.65 0.05 0.30 0.10
 -------- 19:00 0.08 0.04 0.18 1.74 0.05 0.35 0.07
 -------- 20:00 0.07 0.07 0.14 1.62 0.03 0.46 0.05
 -------- 21:00 0.06 0.10 0.10 1.52 0.01 0.41 0.05
 -------- 22:00 0.07 0.11 0.10 1.44 0.01 0.49 0.05
 28.11.12 23:00 0.03 0.11 0.08 1.45 0.01 0.63 0.04
 -------- 00:00 0.06 0.11 0.07 1.47 0.01 0.52 0.05
 -------- 01:00 0.02 0.13 0.07 1.45 0.01 0.52 0.04
 -------- 02:00 0.02 0.13 0.06 1.45 0.00 0.46 0.05
 -------- 03:00 0.02 0.14 0.06 1.46 0.01 0.41 0.05
 29.11.12 04:00 0.02 0.14 0.07 1.50 0.01 0.40 0.05
 -------- 05:00 0.02 0.14 0.07 1.45 0.01 0.31 0.05
 -------- 06:00 0.03 0.13 0.09 1.43 0.02 0.29 0.06
 -------- 07:00 0.04 0.11 0.12 1.44 0.04 0.21 0.06
 -------- 08:00 0.04 0.10 0.14 1.44 0.05 0.13 0.06
 29.11.12 09:00 0.05 0.10 0.16 1.46 0.06 0.13 0.06
 -------- 10:00 0.05 0.11 0.17 1.49 0.07 0.14 0.07
 -------- 11:00 0.04 0.12 0.14 1.52 0.06 0.18 0.06
