 Date Time CO OZ NO2 CHX NO PM10 PM2.5
 09.01.13 12:00 0.08 0.05 0.27 1.56 0.15 0.04 ----
 -------- 13:00 0.11 0.04 0.30 1.58 0.15 0.05 ----
 -------- 14:00 0.11 0.04 0.30 1.60 0.17 0.05 ----
 -------- 15:00 0.12 0.02 0.33 1.63 0.22 0.06 ----
 -------- 16:00 0.18 0.01 0.38 1.74 0.30 0.09 1.18
 09.01.13 17:00 0.17 0.01 0.56 1.68 0.36 0.14 0.54
 -------- 18:00 0.12 0.01 0.38 1.59 0.20 0.07 0.21
 -------- 19:00 0.10 0.01 0.37 1.56 0.10 0.03 0.12
 -------- 20:00 0.08 0.01 0.37 1.53 0.10 0.03 0.09
 -------- 21:00 0.08 0.01 0.35 1.54 0.08 0.03 0.08
 09.01.13 22:00 0.07 0.01 0.37 1.52 0.08 0.03 0.07
 -------- 23:00 0.07 0.02 0.36 1.56 0.06 0.03 0.06
 -------- 00:00 0.05 0.03 0.35 1.49 0.04 0.03 0.05
 -------- 01:00 0.05 0.04 0.33 1.49 0.04 0.02 0.03
 -------- 02:00 0.03 0.13 0.23 1.44 0.02 0.01 0.01
 10.01.13 03:00 0.02 0.21 0.18 1.42 0.02 0.02 0.02
 -------- 04:00 0.03 0.19 0.19 1.43 0.02 0.02 0.03
 -------- 05:00 0.04 0.18 0.21 1.44 0.03 0.02 0.03
 -------- 06:00 0.04 0.13 0.24 1.46 0.03 0.02 0.04
 -------- 07:00 0.04 0.10 0.26 1.50 0.03 0.02 0.04
 10.01.13 08:00 0.10 0.02 0.34 1.60 0.06 0.05 0.08
 -------- 09:00 0.07 0.01 0.35 1.57 0.09 0.06 0.09
 -------- 10:00 0.08 0.01 0.35 1.64 0.12 0.06 0.10
 -------- 11:00 0.09 0.03 0.35 1.63 0.13 0.08 0.13
 -------- 12:00 0.11 0.06 0.32 1.62 0.12 0.07 0.11
 10.01.13 13:00 0.09 0.08 0.29 1.61 0.10 0.07 0.11
 -------- 14:00 0.07 0.08 0.30 1.59 0.09 0.06 0.09
 -------- 15:00 0.09 0.06 0.32 1.61 0.11 0.07 0.10
 -------- 16:00 0.07 0.08 0.29 1.54 0.05 0.06 0.09
 -------- 17:00 0.07 0.05 0.30 1.56 0.04 0.09 0.13
 10.01.13 18:00 0.06 0.05 0.31 1.61 0.03 0.07 0.09
 -------- 19:00 0.08 0.06 0.29 1.52 0.03 0.06 0.08
 -------- 20:00 0.06 0.09 0.27 1.49 0.02 0.05 0.07
 -------- 21:00 0.05 0.08 0.26 1.49 0.02 0.05 0.06
 -------- 22:00 0.07 0.07 0.28 1.50 0.02 0.05 0.06
 10.01.13 23:00 0.05 0.07 0.27 1.50 0.01 0.05 0.07
 -------- 00:00 0.04 0.07 0.27 1.49 0.01 0.04 0.07
 -------- 01:00 0.04 0.11 0.23 1.47 0.01 0.05 0.06
 -------- 02:00 0.05 0.10 0.24 1.50 0.01 0.04 0.06
 -------- 03:00 0.05 0.09 0.25 1.50 0.01 0.05 0.07
 11.01.13 04:00 0.05 0.11 0.23 1.49 0.01 0.04 0.06
 -------- 05:00 0.06 0.11 0.25 1.47 0.02 0.04 0.06
 -------- 06:00 0.06 0.11 0.26 1.47 0.02 0.04 0.06
 -------- 07:00 0.06 0.15 0.22 1.49 0.01 0.04 0.06
 -------- 08:00 0.08 0.10 0.28 1.52 0.03 0.05 0.08
 11.01.13 09:00 0.08 0.05 0.32 1.51 0.06 0.05 0.08
 -------- 10:00 0.08 0.06 0.33 1.56 0.09 0.05 0.08
 -------- 11:00 0.08 0.08 0.26 1.65 0.10 0.08 0.11
