 Date Time CO OZ NO2 CHX NO PM10 PM2.5
 30.12.12 12:00 0.08 0.10 0.25 1.50 0.06 0.05 0.07
 -------- 13:00 0.09 0.08 0.25 1.49 0.09 0.05 0.07
 -------- 14:00 0.09 0.06 0.27 1.51 0.10 0.05 0.08
 -------- 15:00 0.11 0.04 0.28 1.53 0.12 0.06 0.09
 -------- 16:00 0.11 0.04 0.28 1.56 0.10 0.05 0.07
 30.12.12 17:00 0.11 0.01 0.30 1.55 0.11 0.05 0.07
 -------- 18:00 0.12 0.01 0.32 1.59 0.14 0.05 0.08
 -------- 19:00 0.12 0.01 0.30 1.58 0.13 0.04 0.06
 -------- 20:00 0.15 0.01 0.29 1.61 0.16 0.04 0.06
 -------- 21:00 0.13 0.01 0.29 1.56 0.11 0.03 0.05
 30.12.12 22:00 0.09 0.02 0.26 1.52 0.06 0.04 0.06
 -------- 23:00 0.08 0.02 0.26 1.52 0.04 0.04 0.06
 -------- 00:00 0.09 0.01 0.28 1.58 0.08 0.05 0.07
 -------- 01:00 0.14 0.01 0.31 1.70 0.19 0.08 0.12
 -------- 02:00 0.19 0.01 0.34 1.66 0.30 0.08 0.13
 31.12.12 03:00 0.21 0.01 0.35 1.68 0.39 0.08 0.12
 -------- 04:00 0.13 0.01 0.34 1.59 0.19 0.06 0.09
 -------- 05:00 0.11 0.01 0.33 1.56 0.13 0.06 0.09
 -------- 06:00 0.08 0.01 0.31 1.53 0.08 0.04 0.06
 -------- 07:00 0.07 0.01 0.25 1.49 0.02 0.03 0.05
 31.12.12 08:00 0.06 0.07 0.16 1.45 0.01 0.02 0.03
 -------- 09:00 0.06 0.04 0.21 1.47 0.01 0.04 0.06
 -------- 10:00 0.06 0.02 0.24 1.48 0.04 0.07 0.07
 -------- 11:00 0.06 0.03 0.25 1.47 0.06 0.08 0.08
 -------- 12:00 0.06 0.06 0.21 1.46 0.05 0.06 0.06
 31.12.12 13:00 0.06 0.09 0.17 1.45 0.02 0.06 0.06
 -------- 14:00 0.06 0.14 0.14 1.46 0.02 0.05 0.06
 -------- 15:00 0.05 0.14 0.15 1.46 0.01 0.05 0.07
 -------- 16:00 0.06 0.09 0.20 1.48 0.02 0.05 0.07
 -------- 17:00 0.06 0.05 0.25 1.51 0.02 0.05 0.09
 31.12.12 18:00 0.07 0.02 0.28 1.56 0.03 0.06 0.09
 -------- 19:00 0.08 0.02 0.29 1.62 0.03 0.07 0.10
 -------- 20:00 0.10 0.01 0.30 1.58 0.06 0.06 0.09
 -------- 21:00 0.09 0.01 0.32 1.58 0.09 0.07 0.10
 -------- 22:00 0.10 0.01 0.31 1.62 0.11 0.08 0.12
 31.12.12 23:00 0.12 0.01 0.30 1.70 0.15 0.10 0.15
 -------- 00:00 0.12 0.01 0.31 1.75 0.15 0.12 0.18
 -------- 01:00 0.13 0.01 0.30 1.78 0.17 0.32 0.50
 -------- 02:00 0.14 0.01 0.29 1.80 0.17 0.48 0.74
 -------- 03:00 0.10 0.01 0.28 1.63 0.08 0.32 0.50
 01.01.13 04:00 0.09 0.01 0.29 1.60 0.06 0.20 0.32
 -------- 05:00 0.08 0.01 0.28 1.56 0.04 0.13 0.21
 -------- 06:00 0.07 0.03 0.26 1.51 0.02 0.09 0.15
 -------- 07:00 0.06 0.05 0.25 1.49 0.01 0.06 0.11
 -------- 08:00 0.06 0.07 0.25 1.46 0.02 0.05 0.07
 01.01.13 09:00 0.06 0.07 0.24 1.47 0.01 0.05 0.08
 -------- 10:00 0.06 0.05 0.26 1.54 0.03 0.06 0.09
 -------- 11:00 0.09 0.03 0.28 1.85 0.09 0.08 0.11
