 Date Time CO OZ NO2 CHX NO PM10 PM2.5
 09.12.12 00:00 0.11 0.01 0.20 2.34 0.20 0.12 0.17
 -------- 01:00 0.10 0.01 0.19 1.86 0.18 0.13 0.17
 -------- 02:00 0.10 0.01 0.16 1.82 0.18 0.15 0.19
 -------- 03:00 0.10 0.01 0.17 2.05 0.22 0.15 0.21
 -------- 04:00 0.13 0.01 0.15 2.04 0.20 0.12 0.18
 09.12.12 05:00 0.09 0.01 0.15 1.97 0.23 0.11 0.18
 -------- 06:00 0.15 0.01 0.23 2.21 0.58 0.13 0.21
 -------- 07:00 0.19 0.01 0.22 2.19 0.54 0.14 0.23
 -------- 08:00 0.14 0.01 0.23 1.90 0.40 0.12 0.17
 -------- 09:00 0.11 0.01 0.23 1.87 0.30 0.08 0.12
 09.12.12 10:00 0.10 0.01 0.22 1.75 0.22 0.08 0.12
 -------- 11:00 0.10 0.01 0.25 1.62 0.12 0.14 0.24
 -------- 12:00 0.07 0.04 0.27 1.54 0.10 0.05 0.09
 -------- 13:00 0.09 0.05 0.26 1.56 0.10 0.06 0.09
 -------- 14:00 0.08 0.09 0.25 1.52 0.09 0.05 0.08
 09.12.12 15:00 0.07 0.10 0.24 1.48 0.06 0.05 0.09
 -------- 16:00 0.07 0.09 0.27 1.47 0.06 0.03 0.05
 -------- 17:00 0.09 0.02 0.33 1.57 0.12 0.05 0.09
 -------- 18:00 0.11 0.01 0.34 1.64 0.16 0.06 0.11
 -------- 19:00 0.13 0.01 0.34 1.66 0.19 0.07 0.11
 09.12.12 20:00 0.18 0.01 0.36 1.82 0.30 0.10 0.17
 -------- 21:00 0.26 0.01 0.42 2.03 0.57 0.16 0.27
 -------- 22:00 0.30 0.01 0.42 2.02 0.68 0.14 0.22
 -------- 23:00 0.30 0.01 0.46 2.07 0.77 0.16 0.25
 -------- 00:00 0.22 0.01 0.37 1.91 0.53 0.11 0.17
 10.12.12 01:00 0.18 0.01 0.34 2.14 0.45 0.14 0.23
 -------- 02:00 0.17 0.01 0.32 2.26 0.45 0.16 0.26
 -------- 03:00 0.15 0.01 0.31 2.86 0.28 0.16 0.25
 -------- 04:00 0.20 0.01 0.35 5.50 0.40 0.16 0.25
 -------- 05:00 0.19 0.01 0.36 6.81 0.41 0.15 0.23
 10.12.12 06:00 0.14 0.01 0.32 4.40 0.29 0.11 0.19
 -------- 07:00 0.09 0.01 0.31 2.96 0.17 0.08 0.14
 -------- 08:00 0.08 0.01 0.32 2.10 0.14 0.06 0.10
 -------- 09:00 0.07 0.02 0.24 1.56 0.11 0.06 0.09
 -------- 10:00 0.05 0.03 0.19 1.54 0.09 0.04 0.07
 10.12.12 11:00 0.07 0.04 0.19 2.17 0.12 0.06 0.10
 -------- 12:00 0.11 0.03 0.18 2.12 0.09 0.10 0.13
 -------- 13:00 0.06 0.04 0.16 2.12 0.08 0.10 0.11
 -------- 14:00 0.06 0.04 0.16 1.74 0.09 0.06 0.09
 -------- 15:00 0.07 0.03 0.19 1.77 0.10 0.08 0.12
 10.12.12 16:00 0.07 0.03 0.17 1.60 0.08 0.06 0.08
 -------- 17:00 0.06 0.03 0.16 1.64 0.07 0.05 0.08
 -------- 18:00 0.06 0.04 0.15 1.58 0.05 0.05 0.07
 -------- 19:00 0.05 0.04 0.15 1.57 0.05 0.04 0.06
 -------- 20:00 0.04 0.07 0.14 1.51 0.02 0.04 0.06
 10.12.12 21:00 0.03 0.19 0.11 1.44 0.00 0.02 0.04
 -------- 22:00 0.02 0.24 0.11 1.43 ---- 0.02 0.03
 -------- 23:00 0.02 0.25 0.10 1.41 ---- 0.02 0.04
