 Date Time CO OZ NO2 CHX NO PM10 PM2.5
 01.01.13 00:00 0.12 ---- 0.30 1.75 0.14 0.13 0.19
 -------- 01:00 0.13 0.01 0.30 1.78 0.17 0.32 0.50
 -------- 02:00 0.14 0.01 0.29 1.80 0.17 0.48 0.74
 -------- 03:00 0.10 0.01 0.28 1.63 0.08 0.32 0.50
 -------- 04:00 0.09 0.01 0.29 1.60 0.06 0.20 0.32
 01.01.13 05:00 0.08 0.01 0.28 1.56 0.04 0.13 0.21
 -------- 06:00 0.07 0.03 0.26 1.51 0.02 0.09 0.15
 -------- 07:00 0.06 0.05 0.25 1.49 0.01 0.06 0.11
 -------- 08:00 0.06 0.07 0.25 1.46 0.02 0.05 0.07
 -------- 09:00 0.06 0.07 0.24 1.47 0.01 0.05 0.08
 01.01.13 10:00 0.06 0.05 0.26 1.54 0.03 0.06 0.09
 -------- 11:00 0.09 0.03 0.28 1.85 0.09 0.08 0.11
 -------- 12:00 0.07 0.06 0.27 1.82 0.06 0.08 0.12
 -------- 13:00 0.06 0.09 0.27 1.69 0.06 0.09 0.14
 -------- 14:00 0.06 0.10 0.25 1.64 0.04 0.09 0.24
 01.01.13 15:00 0.07 0.14 0.19 1.52 0.01 0.08 0.14
 -------- 16:00 0.04 0.22 0.12 1.48 0.00 0.05 0.09
 -------- 17:00 0.04 0.23 0.12 1.44 0.00 0.05 0.08
 -------- 18:00 0.06 0.20 0.14 1.44 0.00 0.05 0.09
 -------- 19:00 0.06 0.13 0.19 1.44 0.00 0.06 0.10
 01.01.13 20:00 0.07 0.12 0.19 1.44 0.00 0.06 0.10
 -------- 21:00 0.07 0.15 0.18 1.44 0.00 0.05 0.09
 -------- 22:00 0.06 0.18 0.15 1.45 ---- 0.05 0.08
 -------- 23:00 0.07 0.18 0.16 1.45 ---- 0.04 0.08
 -------- 00:00 0.08 0.17 0.15 1.47 ---- 0.04 0.08
 02.01.13 01:00 0.08 0.14 0.16 1.46 ---- 0.05 0.09
 -------- 02:00 0.08 0.14 0.14 1.49 ---- 0.04 0.07
 -------- 03:00 0.07 0.11 0.16 1.49 0.00 0.04 0.07
 -------- 04:00 0.06 0.07 0.22 1.48 0.02 0.05 0.09
 -------- 05:00 0.06 0.13 0.16 1.52 0.02 0.05 0.09
 02.01.13 06:00 0.06 0.14 0.18 1.53 0.01 0.06 0.09
 -------- 07:00 0.06 0.09 0.22 1.54 0.02 0.07 0.11
 -------- 08:00 0.06 0.17 0.15 1.47 0.02 0.06 0.10
 -------- 09:00 0.06 0.20 0.14 1.43 0.02 0.05 0.08
 -------- 10:00 0.06 0.20 0.15 1.44 0.02 0.06 0.09
 02.01.13 11:00 0.06 0.18 0.17 1.46 0.02 0.06 0.09
 -------- 12:00 0.06 0.21 0.16 1.45 0.02 0.06 0.09
 -------- 13:00 0.06 0.19 0.19 1.47 0.03 0.06 0.09
 -------- 14:00 0.08 0.15 0.25 1.49 0.04 0.06 0.10
 -------- 15:00 0.08 0.18 0.25 1.48 0.04 0.07 0.10
 02.01.13 16:00 0.08 0.15 0.28 1.53 0.04 0.07 0.10
 -------- 17:00 0.09 0.08 0.34 1.58 0.03 0.07 0.11
 -------- 18:00 0.10 0.03 0.38 1.57 0.04 0.07 0.11
 -------- 19:00 0.09 0.05 0.36 1.54 0.04 0.06 0.10
 -------- 20:00 0.08 0.10 0.33 1.50 0.03 0.06 0.10
 02.01.13 21:00 0.08 0.11 0.33 1.52 0.03 0.06 0.10
 -------- 22:00 0.09 0.07 0.36 1.50 0.04 0.06 0.11
 -------- 23:00 0.08 0.09 0.33 1.52 0.03 0.06 0.11
