 Date Time CO H2S NO2 CHX NO
 05.11.12 12:00 0.11 0.12 0.16 1.74 0.13
 -------- 13:00 0.07 0.17 0.15 1.62 0.09
 -------- 14:00 0.05 0.25 0.13 1.67 0.04
 -------- 15:00 0.05 0.25 0.13 1.93 0.08
 -------- 16:00 0.05 0.25 0.17 3.19 0.14
 05.11.12 17:00 0.07 0.21 0.16 2.41 0.17
 -------- 18:00 0.05 0.12 0.14 1.87 0.14
 -------- 19:00 0.06 0.12 0.12 1.71 0.09
 -------- 20:00 0.10 0.25 0.09 1.54 0.04
 -------- 21:00 0.09 0.21 0.07 1.53 0.03
 05.11.12 22:00 0.08 0.25 0.07 1.55 0.02
 -------- 23:00 0.09 0.25 0.08 1.57 0.02
 -------- 00:00 0.08 0.17 0.08 1.44 0.02
 -------- 01:00 0.08 0.17 0.08 1.41 0.02
 -------- 02:00 0.07 0.21 0.06 1.40 0.02
 06.11.12 03:00 0.06 0.17 0.07 1.36 0.02
 -------- 04:00 0.06 0.12 0.08 1.39 0.02
 -------- 05:00 0.06 0.21 0.08 1.39 0.02
 -------- 06:00 0.08 0.25 0.09 1.44 0.02
 -------- 07:00 0.08 0.25 0.10 1.53 0.02
 06.11.12 08:00 0.09 ---- 0.12 1.72 0.03
 -------- 09:00 0.10 0.19 0.13 1.74 0.04
 -------- 10:00 0.12 0.25 0.13 1.72 0.06
 -------- 11:00 0.10 0.21 0.12 1.84 0.05
 -------- 12:00 0.10 0.25 0.12 1.80 0.05
 06.11.12 13:00 0.10 0.21 0.11 1.76 0.04
 -------- 14:00 0.12 0.42 0.11 1.99 0.04
 -------- 15:00 0.17 0.42 0.13 6.22 0.09
 -------- 16:00 0.15 0.33 0.13 4.95 0.11
 -------- 17:00 0.10 0.17 0.16 1.94 0.09
 06.11.12 18:00 0.12 0.12 0.19 1.47 0.09
 -------- 19:00 0.13 0.29 0.20 1.44 0.11
 -------- 20:00 0.09 0.46 0.16 1.44 0.09
 -------- 21:00 0.07 0.25 0.12 1.39 0.07
 -------- 22:00 0.07 0.25 0.12 1.38 0.05
 06.11.12 23:00 0.06 0.25 0.12 1.38 0.05
 -------- 00:00 0.06 0.29 0.12 1.38 0.06
 -------- 01:00 0.06 0.21 0.11 1.43 0.05
 -------- 02:00 0.07 0.17 0.11 1.54 0.05
 -------- 03:00 0.08 0.12 0.12 1.37 0.05
 07.11.12 04:00 0.08 ---- 0.11 1.42 0.05
 -------- 05:00 0.07 0.25 0.11 1.44 0.05
 -------- 06:00 0.07 0.42 0.12 1.38 0.07
 -------- 07:00 0.08 0.25 0.14 1.43 0.07
 -------- 08:00 0.11 0.25 0.16 1.44 0.09
 07.11.12 09:00 0.13 0.21 0.16 1.47 0.12
 -------- 10:00 0.15 0.29 0.16 1.54 0.13
 -------- 11:00 0.17 0.19 0.16 1.64 0.14
