 Date Time CO H2S NO2 CHX NO
 03.02.13 12:00 0.06 ---- 0.07 1.62 0.01
 -------- 13:00 0.06 ---- 0.08 1.66 0.01
 -------- 14:00 0.06 ---- 0.08 1.68 0.01
 -------- 15:00 0.06 ---- 0.08 1.93 0.01
 -------- 16:00 0.07 ---- 0.10 3.39 0.01
 03.02.13 17:00 0.08 ---- 0.11 2.00 0.02
 -------- 18:00 0.08 ---- 0.10 1.84 0.02
 -------- 19:00 0.08 ---- 0.11 1.79 0.02
 -------- 20:00 0.07 ---- 0.12 1.82 0.02
 -------- 21:00 0.08 ---- 0.12 1.95 0.02
 03.02.13 22:00 0.08 ---- 0.14 1.81 0.02
 -------- 23:00 0.09 ---- 0.14 1.80 0.03
 -------- 00:00 0.12 ---- 0.16 1.85 0.06
 -------- 01:00 0.12 ---- 0.15 1.78 0.05
 -------- 02:00 0.09 ---- 0.13 1.63 0.04
 04.02.13 03:00 0.09 ---- 0.13 1.68 0.03
 -------- 04:00 0.08 ---- 0.14 1.73 0.05
 -------- 05:00 0.09 ---- 0.15 1.70 0.07
 -------- 06:00 0.18 ---- 0.19 2.54 0.19
 -------- 07:00 0.19 ---- 0.18 2.23 0.18
 04.02.13 08:00 0.19 ---- 0.18 2.53 0.17
 -------- 09:00 0.17 ---- 0.17 1.88 0.13
 -------- 10:00 0.19 ---- 0.18 2.17 0.19
 -------- 11:00 0.21 ---- 0.19 1.86 0.26
 -------- 12:00 0.24 ---- 0.19 2.11 0.30
 04.02.13 13:00 0.23 ---- 0.19 2.01 0.29
 -------- 14:00 0.20 ---- 0.16 1.96 0.21
 -------- 15:00 0.22 ---- 0.18 1.89 0.32
 -------- 16:00 0.16 ---- 0.15 1.73 0.19
 -------- 17:00 0.13 ---- 0.15 1.67 0.15
 04.02.13 18:00 0.12 ---- 0.14 1.62 0.11
 -------- 19:00 0.10 ---- 0.13 1.60 0.08
