 Date Time CO H2S NO2 CHX NO
 09.12.12 00:00 0.15 ---- 0.09 1.87 0.14
 -------- 01:00 0.15 ---- 0.10 1.91 0.17
 -------- 02:00 0.17 ---- 0.11 2.10 0.22
 -------- 03:00 0.15 ---- 0.10 2.21 0.19
 -------- 04:00 0.14 ---- 0.09 2.27 0.16
 09.12.12 05:00 0.16 ---- 0.10 2.17 0.23
 -------- 06:00 0.15 ---- 0.13 2.14 0.30
 -------- 07:00 0.13 ---- 0.12 1.95 0.25
 -------- 08:00 0.09 ---- 0.11 2.03 0.21
 -------- 09:00 0.09 ---- 0.11 1.83 0.19
 09.12.12 10:00 0.08 ---- 0.10 1.85 0.16
 -------- 11:00 0.07 ---- 0.13 1.76 0.12
 -------- 12:00 0.09 ---- 0.14 1.77 0.13
 -------- 13:00 0.09 ---- 0.14 1.81 0.15
 -------- 14:00 0.09 ---- 0.14 1.81 0.14
 09.12.12 15:00 0.07 ---- 0.13 1.65 0.08
 -------- 16:00 0.09 ---- 0.15 2.10 0.12
 -------- 17:00 0.11 ---- 0.16 1.95 0.16
 -------- 18:00 0.21 ---- 0.17 2.28 0.23
 -------- 19:00 0.15 ---- 0.17 2.03 0.23
 09.12.12 20:00 0.18 ---- 0.18 2.17 0.24
 -------- 21:00 0.20 ---- 0.17 2.34 0.21
 -------- 22:00 0.19 ---- 0.17 2.48 0.29
 -------- 23:00 0.20 ---- 0.18 10.01 0.31
 -------- 00:00 0.22 ---- 0.18 2.82 0.38
 10.12.12 01:00 0.17 ---- 0.17 2.46 0.28
 -------- 02:00 0.20 ---- 0.18 2.51 0.36
 -------- 03:00 0.15 ---- 0.19 2.22 0.31
 -------- 04:00 0.15 ---- 0.20 2.15 0.33
 -------- 05:00 0.14 ---- 0.19 2.29 0.29
 10.12.12 06:00 0.11 ---- 0.17 2.60 0.18
 -------- 07:00 0.09 ---- 0.14 2.25 0.12
 -------- 08:00 0.08 ---- 0.13 2.18 0.12
 -------- 09:00 0.08 ---- 0.13 2.35 0.15
 -------- 10:00 0.07 ---- 0.11 1.80 0.07
 10.12.12 11:00 0.08 ---- 0.11 1.91 0.06
 -------- 12:00 0.08 ---- 0.10 1.91 0.07
 -------- 13:00 0.09 ---- 0.11 1.86 0.10
 -------- 14:00 0.09 ---- 0.10 1.84 0.10
 -------- 15:00 0.10 ---- 0.11 1.94 0.09
 10.12.12 16:00 0.10 ---- 0.11 2.31 0.09
 -------- 17:00 0.09 ---- 0.10 2.42 0.06
 -------- 18:00 0.12 ---- 0.10 1.93 0.06
 -------- 19:00 0.10 ---- 0.09 1.91 0.05
 -------- 20:00 0.10 ---- 0.11 2.00 0.07
 10.12.12 21:00 0.06 ---- 0.09 1.89 0.03
 -------- 22:00 0.05 ---- 0.07 1.74 0.01
 -------- 23:00 0.04 ---- 0.06 1.65 0.01
