 Date Time CO H2S NO2 CHX NO
 04.02.13 00:00 0.12 ---- 0.16 1.79 0.07
 -------- 01:00 0.12 ---- 0.15 1.78 0.05
 -------- 02:00 0.09 ---- 0.13 1.63 0.04
 -------- 03:00 0.09 ---- 0.13 1.68 0.03
 -------- 04:00 0.08 ---- 0.14 1.73 0.05
 04.02.13 05:00 0.09 ---- 0.15 1.70 0.07
 -------- 06:00 0.18 ---- 0.19 2.54 0.19
 -------- 07:00 0.19 ---- 0.18 2.23 0.18
 -------- 08:00 0.19 ---- 0.18 2.53 0.17
 -------- 09:00 0.17 ---- 0.17 1.88 0.13
 04.02.13 10:00 0.19 ---- 0.18 2.17 0.19
 -------- 11:00 0.21 ---- 0.19 1.86 0.26
 -------- 12:00 0.24 ---- 0.19 2.11 0.30
 -------- 13:00 0.23 ---- 0.19 2.01 0.29
 -------- 14:00 0.20 ---- 0.16 1.96 0.21
 04.02.13 15:00 0.22 ---- 0.18 1.89 0.32
 -------- 16:00 0.16 ---- 0.15 1.73 0.19
 -------- 17:00 0.13 ---- 0.15 1.67 0.15
 -------- 18:00 0.12 ---- 0.14 1.62 0.11
 -------- 19:00 0.10 ---- 0.13 1.59 0.07
 04.02.13 20:00 0.09 ---- 0.13 1.54 0.06
 -------- 21:00 0.08 ---- 0.14 1.52 0.05
 -------- 22:00 0.08 ---- 0.14 1.50 0.05
 -------- 23:00 0.09 ---- 0.14 1.54 0.05
 -------- 00:00 0.07 ---- 0.11 1.52 0.03
 05.02.13 01:00 0.09 ---- 0.11 1.50 0.02
 -------- 02:00 0.06 ---- 0.09 1.47 0.02
 -------- 03:00 0.06 ---- 0.09 1.46 0.02
 -------- 04:00 0.06 ---- 0.10 1.46 0.02
 -------- 05:00 0.06 ---- 0.13 1.46 0.03
 05.02.13 06:00 0.07 ---- 0.14 1.51 0.03
 -------- 07:00 0.07 ---- 0.15 1.54 0.03
 -------- 08:00 0.08 ---- 0.16 1.51 0.04
 -------- 09:00 0.09 ---- 0.21 1.57 0.09
 -------- 10:00 0.11 ---- 0.23 1.59 0.15
 05.02.13 11:00 0.10 ---- 0.23 1.58 0.14
 -------- 12:00 0.13 ---- 0.23 1.70 0.15
 -------- 13:00 0.17 ---- 0.23 1.75 0.21
 -------- 14:00 0.15 ---- 0.21 1.76 0.18
 -------- 15:00 0.14 ---- 0.19 1.84 0.13
 05.02.13 16:00 0.16 ---- 0.21 2.10 0.14
 -------- 17:00 0.15 ---- 0.19 2.17 0.09
 -------- 18:00 0.13 ---- 0.19 5.88 0.05
