 Date Time CO H2S NO2 CHX NO
 11.01.13 12:00 0.10 ---- 0.15 1.85 0.04
 -------- 13:00 0.11 ---- 0.15 1.84 0.04
 -------- 14:00 0.13 ---- 0.17 2.69 0.08
 -------- 15:00 0.13 ---- 0.17 3.13 0.07
 -------- 16:00 0.13 ---- 0.17 2.05 0.06
 11.01.13 17:00 0.18 ---- 0.19 2.02 0.13
 -------- 18:00 0.15 ---- 0.17 2.00 0.08
 -------- 19:00 0.10 ---- 0.15 1.88 0.05
 -------- 20:00 0.10 ---- 0.14 1.84 0.06
 -------- 21:00 0.08 ---- 0.13 1.75 0.04
 11.01.13 22:00 0.07 ---- 0.14 1.72 0.03
 -------- 23:00 0.06 ---- 0.13 1.75 0.02
 -------- 00:00 0.07 ---- 0.12 1.75 0.02
 -------- 01:00 0.07 ---- 0.13 1.78 0.07
 -------- 02:00 0.09 ---- 0.14 1.73 0.10
 12.01.13 03:00 0.09 ---- 0.14 1.92 0.10
 -------- 04:00 0.06 ---- 0.13 1.94 0.04
 -------- 05:00 0.07 ---- 0.13 1.90 0.05
 -------- 06:00 0.08 ---- 0.15 1.90 0.10
 -------- 07:00 0.09 ---- 0.14 1.91 0.06
 12.01.13 08:00 0.12 ---- 0.15 2.00 0.09
 -------- 09:00 0.13 ---- 0.15 1.90 0.11
 -------- 10:00 0.17 ---- 0.15 2.08 0.15
 -------- 11:00 0.15 ---- 0.15 2.08 0.13
 -------- 12:00 0.14 ---- 0.16 2.00 0.14
 12.01.13 13:00 0.15 ---- 0.16 2.09 0.14
 -------- 14:00 0.15 ---- 0.15 1.99 0.14
 -------- 15:00 0.16 ---- 0.16 2.11 0.14
 -------- 16:00 0.15 ---- 0.16 1.94 0.12
 -------- 17:00 0.18 ---- 0.17 1.96 0.17
 12.01.13 18:00 0.17 ---- 0.16 1.95 0.17
 -------- 19:00 0.17 ---- 0.16 1.99 0.18
 -------- 20:00 0.20 ---- 0.17 2.13 0.22
 -------- 21:00 0.21 ---- 0.17 2.16 0.24
 -------- 22:00 0.23 ---- 0.18 2.23 0.26
 12.01.13 23:00 0.24 ---- 0.18 2.18 0.31
 -------- 00:00 0.25 ---- 0.18 2.41 0.32
 -------- 01:00 0.25 ---- 0.18 2.39 0.33
 -------- 02:00 0.21 ---- 0.17 2.21 0.26
 -------- 03:00 0.22 ---- 0.18 2.15 0.31
 13.01.13 04:00 0.20 ---- 0.17 2.18 0.29
 -------- 05:00 0.15 ---- 0.17 2.03 0.21
 -------- 06:00 0.13 ---- 0.15 1.94 0.18
 -------- 07:00 0.09 ---- 0.14 1.72 0.10
 -------- 08:00 0.08 ---- 0.13 1.74 0.09
 13.01.13 09:00 0.08 ---- 0.14 1.80 0.11
 -------- 10:00 0.09 ---- 0.14 1.78 0.11
 -------- 11:00 0.10 ---- 0.14 1.76 0.13
