 Date Time CO H2S NO2 CHX NO
 24.03.13 12:00 0.04 0.12 0.19 1.44 0.01
 -------- 13:00 0.04 ---- 0.19 1.46 0.01
 -------- 14:00 0.04 ---- 0.20 1.46 0.01
 -------- 15:00 0.04 ---- 0.19 1.45 0.01
 -------- 16:00 0.04 0.12 0.20 1.46 0.00
 24.03.13 17:00 0.04 ---- 0.21 1.47 0.01
 -------- 18:00 0.04 ---- 0.23 1.46 0.01
 -------- 19:00 0.04 ---- 0.21 1.45 0.00
 -------- 20:00 0.04 0.12 0.21 1.45 0.01
 -------- 21:00 0.04 ---- 0.20 1.45 0.01
 24.03.13 22:00 0.04 0.12 0.19 1.46 0.00
 -------- 23:00 0.04 ---- 0.18 1.46 0.00
 -------- 00:00 0.04 ---- 0.18 1.45 0.01
 -------- 01:00 0.03 ---- 0.16 1.45 0.00
 -------- 02:00 0.03 ---- 0.16 1.44 0.01
 25.03.13 03:00 0.02 ---- 0.14 1.44 0.00
 -------- 04:00 0.02 ---- 0.13 1.43 0.00
 -------- 05:00 0.03 ---- 0.15 1.43 0.00
 -------- 06:00 0.04 ---- 0.18 1.44 0.00
 -------- 07:00 0.05 ---- 0.19 1.48 0.01
 25.03.13 08:00 0.07 ---- 0.24 1.61 0.01
 -------- 09:00 0.06 ---- 0.23 1.50 0.01
 -------- 10:00 0.06 ---- 0.23 1.47 0.01
 -------- 11:00 0.06 ---- 0.26 1.46 0.02
 -------- 12:00 0.06 ---- 0.21 1.47 0.01
 25.03.13 13:00 0.07 ---- 0.26 1.48 0.02
 -------- 14:00 0.07 ---- 0.27 1.48 0.01
 -------- 15:00 0.07 ---- 0.31 1.49 0.03
 -------- 16:00 0.07 ---- 0.30 1.49 0.03
 -------- 17:00 0.07 ---- 0.32 1.49 0.03
 25.03.13 18:00 0.09 ---- 0.31 1.52 0.02
 -------- 19:00 0.10 0.12 0.30 1.51 0.02
 -------- 20:00 0.10 ---- 0.30 1.52 0.03
 -------- 21:00 0.11 ---- 0.31 1.56 0.03
 -------- 22:00 0.11 ---- 0.29 1.62 0.06
 25.03.13 23:00 0.10 0.12 0.30 1.52 0.08
 -------- 00:00 0.09 0.12 0.28 1.49 0.06
 -------- 01:00 0.08 0.12 0.27 1.49 0.06
 -------- 02:00 0.08 0.12 0.25 1.49 0.04
 -------- 03:00 0.07 0.12 0.24 1.47 0.03
 26.03.13 04:00 0.06 0.12 0.24 1.47 0.03
 -------- 05:00 0.08 0.12 0.26 1.52 0.05
 -------- 06:00 0.08 0.12 0.27 1.54 0.08
 -------- 07:00 0.06 0.12 0.27 1.52 0.07
 -------- 08:00 0.07 0.12 0.27 1.56 0.07
 26.03.13 09:00 0.07 0.12 0.31 1.57 0.11
 -------- 10:00 0.07 0.12 0.30 1.58 0.10
 -------- 11:00 0.08 0.12 0.31 1.59 0.12
