 Date Time CO H2S NO2 CHX NO
 15.04.13 00:00 0.17 0.19 ---- 2.04 ----
 -------- 01:00 0.13 0.25 ---- 1.95 ----
 -------- 02:00 0.13 0.25 ---- 1.87 ----
 -------- 03:00 0.10 0.25 ---- 1.70 ----
 -------- 04:00 0.09 0.25 ---- 1.65 ----
 15.04.13 05:00 0.10 0.17 ---- 1.70 ----
 -------- 06:00 0.12 0.25 ---- 1.74 ----
 -------- 07:00 0.19 0.25 ---- 1.81 ----
 -------- 08:00 0.22 0.25 ---- 2.08 ----
 -------- 09:00 0.19 0.25 ---- 1.97 ----
 15.04.13 10:00 0.21 0.25 ---- 2.00 ----
 -------- 11:00 0.20 0.25 ---- 2.02 ----
 -------- 12:00 0.20 0.25 ---- 2.24 ----
 -------- 13:00 0.16 0.25 ---- 1.79 ----
 -------- 14:00 0.15 0.21 ---- 2.71 ----
 15.04.13 15:00 0.15 0.29 ---- 8.02 ----
 -------- 16:00 0.14 0.25 ---- 2.36 ----
 -------- 17:00 0.14 0.21 ---- 2.16 ----
 -------- 18:00 0.15 0.25 ---- 1.93 ----
 -------- 19:00 0.12 0.25 ---- 1.96 ----
 15.04.13 20:00 0.10 0.25 ---- 1.93 ----
 -------- 21:00 0.12 0.29 ---- 2.16 ----
 -------- 22:00 0.27 0.38 ---- 2.69 ----
 -------- 23:00 0.36 0.50 ---- 2.70 ----
 -------- 00:00 0.40 0.33 ---- 2.62 ----
 16.04.13 01:00 0.23 0.12 ---- 2.27 ----
 -------- 02:00 0.47 0.25 ---- 3.70 ----
 -------- 03:00 0.37 0.12 ---- 3.04 ----
 -------- 04:00 0.27 0.12 ---- 2.73 ----
 -------- 05:00 0.39 0.21 ---- 3.92 ----
 16.04.13 06:00 0.48 0.38 ---- 5.67 ----
 -------- 07:00 0.60 0.50 ---- 6.81 ----
 -------- 08:00 0.36 0.33 ---- 3.17 ----
 -------- 09:00 0.20 0.21 ---- 2.45 ----
 -------- 10:00 0.12 0.42 ---- 2.23 ----
 16.04.13 11:00 0.09 0.25 ---- 1.98 ----
 -------- 12:00 0.12 0.29 ---- 1.89 ----
 -------- 13:00 0.07 0.25 ---- 1.75 ----
 -------- 14:00 0.05 0.25 ---- 1.69 ----
 -------- 15:00 0.05 0.25 ---- 1.66 ----
 16.04.13 16:00 0.04 0.21 ---- 1.89 ----
 -------- 17:00 0.05 0.25 ---- 1.62 ----
 -------- 18:00 0.06 0.25 ---- 1.63 ----
 -------- 19:00 0.09 0.25 ---- 1.61 ----
 -------- 20:00 0.11 0.25 ---- 1.62 ----
 16.04.13 21:00 0.11 0.29 ---- 1.63 ----
 -------- 22:00 0.13 0.25 ---- 1.65 ----
 -------- 23:00 0.23 0.33 ---- 1.93 ----
