 Date Time CO H2S NO2 CHX NO
 28.01.13 00:00 0.10 ---- 0.20 1.82 0.07
 -------- 01:00 0.12 ---- 0.22 1.97 0.14
 -------- 02:00 0.10 ---- 0.21 1.99 0.13
 -------- 03:00 0.07 ---- 0.18 1.80 0.05
 -------- 04:00 0.06 ---- 0.16 1.72 0.01
 28.01.13 05:00 0.05 ---- 0.15 1.69 0.01
 -------- 06:00 0.06 ---- 0.18 1.75 0.03
 -------- 07:00 0.09 ---- 0.20 2.00 0.07
 -------- 08:00 0.11 ---- 0.18 2.06 0.05
 -------- 09:00 0.13 ---- 0.20 2.13 0.09
 28.01.13 10:00 0.12 ---- 0.21 2.13 0.12
 -------- 11:00 0.09 ---- 0.17 2.03 0.05
 -------- 12:00 0.10 ---- 0.15 2.00 0.03
 -------- 13:00 0.08 ---- 0.15 1.97 0.04
 -------- 14:00 0.08 ---- 0.16 5.37 0.04
 28.01.13 15:00 0.09 ---- 0.17 4.13 0.03
 -------- 16:00 0.08 ---- 0.16 2.06 0.03
 -------- 17:00 0.09 ---- 0.18 1.92 0.03
 -------- 18:00 0.16 ---- 0.21 2.02 0.13
 -------- 19:00 0.15 ---- 0.21 2.06 0.13
 28.01.13 20:00 0.11 ---- 0.19 1.97 0.10
 -------- 21:00 0.11 ---- 0.19 1.98 0.10
 -------- 22:00 0.13 ---- 0.20 1.92 0.12
 -------- 23:00 0.11 ---- 0.19 1.91 0.11
 -------- 00:00 0.11 ---- 0.19 1.88 0.10
 29.01.13 01:00 0.09 ---- 0.18 4.64 0.09
 -------- 02:00 0.07 ---- 0.18 11.68 0.06
 -------- 03:00 0.07 ---- 0.18 2.35 0.07
 -------- 04:00 0.06 ---- 0.17 1.93 0.05
 -------- 05:00 0.06 ---- 0.17 1.86 0.07
 29.01.13 06:00 0.12 ---- 0.19 1.94 0.15
 -------- 07:00 0.12 ---- 0.19 1.90 0.15
 -------- 08:00 0.11 ---- 0.18 1.86 0.10
 -------- 09:00 0.11 ---- 0.18 1.92 0.09
 -------- 10:00 0.13 ---- 0.18 1.90 0.13
 29.01.13 11:00 0.16 ---- 0.20 2.21 0.21
 -------- 12:00 0.15 ---- 0.19 1.99 0.18
 -------- 13:00 0.17 ---- 0.21 1.97 0.20
 -------- 14:00 0.22 ---- 0.21 2.17 0.22
 -------- 15:00 0.11 ---- 0.19 1.89 0.11
 29.01.13 16:00 0.11 ---- 0.19 1.94 0.11
 -------- 17:00 0.11 ---- 0.19 1.88 0.12
 -------- 18:00 0.17 ---- 0.20 2.08 0.14
 -------- 19:00 0.17 ---- 0.22 2.09 0.22
 -------- 20:00 0.16 ---- 0.19 2.26 0.14
 29.01.13 21:00 0.16 ---- 0.20 2.58 0.17
 -------- 22:00 0.12 ---- 0.19 2.20 0.11
 -------- 23:00 0.09 ---- 0.18 2.21 0.07
