 Date Time CO H2S NO2 CHX NO
 12.11.12 12:00 0.14 0.25 0.14 1.78 0.15
 -------- 13:00 0.17 0.21 0.14 1.60 0.15
 -------- 14:00 0.15 0.12 0.14 1.63 0.14
 -------- 15:00 0.14 0.19 0.13 1.57 0.14
 -------- 16:00 0.18 ---- 0.13 1.65 0.15
 12.11.12 17:00 0.16 0.19 0.13 1.64 0.13
 -------- 18:00 0.17 0.33 0.13 1.67 0.15
 -------- 19:00 0.17 0.21 0.13 1.69 0.15
 -------- 20:00 0.19 0.12 0.12 1.82 0.14
 -------- 21:00 0.15 0.17 0.13 1.72 0.15
 12.11.12 22:00 0.11 0.25 0.12 1.55 0.12
 -------- 23:00 0.08 0.29 0.11 1.45 0.08
 -------- 00:00 0.08 0.33 0.11 1.47 0.07
 -------- 01:00 0.07 0.44 0.12 1.44 0.06
 -------- 02:00 0.07 0.25 0.14 1.44 0.08
 13.11.12 03:00 0.05 0.25 0.11 1.38 0.04
 -------- 04:00 0.04 0.29 0.12 1.43 0.04
 -------- 05:00 0.04 0.19 0.11 1.42 0.04
 -------- 06:00 0.07 0.38 0.14 1.42 0.07
 -------- 07:00 0.06 0.50 0.13 1.40 0.05
 13.11.12 08:00 0.09 0.79 0.15 1.40 0.08
 -------- 09:00 0.09 0.46 0.17 1.44 0.09
 -------- 10:00 0.08 0.21 0.18 1.50 0.10
 -------- 11:00 0.08 0.21 0.16 1.49 0.08
 -------- 12:00 0.09 0.29 0.16 1.41 0.09
 13.11.12 13:00 0.08 0.25 0.15 1.39 0.08
 -------- 14:00 0.08 0.12 0.16 1.36 0.08
 -------- 15:00 0.08 0.12 0.15 1.48 0.07
 -------- 16:00 0.09 0.12 0.16 1.45 0.07
 -------- 17:00 0.08 0.17 0.16 1.36 0.07
 13.11.12 18:00 0.09 0.42 0.16 1.43 0.06
 -------- 19:00 0.09 0.12 0.15 1.38 0.06
 -------- 20:00 0.09 0.12 0.15 1.35 0.05
 -------- 21:00 0.09 0.12 0.15 1.32 0.05
 -------- 22:00 0.08 0.12 0.14 1.33 0.05
 13.11.12 23:00 0.07 0.12 0.13 1.32 0.04
 -------- 00:00 0.06 ---- 0.14 1.29 0.05
 -------- 01:00 0.06 0.38 0.13 1.29 0.04
 -------- 02:00 0.04 0.50 0.11 1.28 0.03
 -------- 03:00 0.05 0.38 0.13 1.28 0.03
 14.11.12 04:00 0.04 ---- 0.10 1.27 0.02
 -------- 05:00 0.04 0.12 0.12 1.27 0.03
 -------- 06:00 0.06 0.12 0.13 1.28 0.04
 -------- 07:00 0.06 0.12 0.15 1.28 0.05
 -------- 08:00 0.07 0.12 0.19 1.31 0.07
 14.11.12 09:00 0.08 0.21 0.19 1.31 0.09
 -------- 10:00 0.07 0.25 0.19 1.31 0.08
 -------- 11:00 0.08 0.17 0.19 1.32 0.10
