 Date Time CO
 -------- 15:00 0.05
 -------- 16:00 0.05
 18.03.13 17:00 0.04
 -------- 18:00 0.04
 -------- 19:00 0.04
 -------- 20:00 0.04
 -------- 21:00 0.04
 18.03.13 22:00 0.04
 -------- 23:00 0.04
 -------- 00:00 0.04
 -------- 01:00 0.04
 -------- 02:00 0.04
 19.03.13 03:00 0.04
 -------- 04:00 0.03
 -------- 05:00 0.02
 -------- 06:00 0.02
 -------- 07:00 0.02
 19.03.13 08:00 0.02
 -------- 09:00 0.02
 -------- 10:00 0.02
 -------- 11:00 0.02
 -------- 12:00 0.03
 19.03.13 13:00 0.02
 -------- 14:00 0.02
 -------- 15:00 0.02
 -------- 16:00 0.02
 -------- 17:00 0.02
 19.03.13 18:00 0.02
 -------- 19:00 0.02
 -------- 20:00 0.02
 -------- 21:00 0.04
 -------- 22:00 0.04
 19.03.13 23:00 0.04
 -------- 00:00 0.04
 -------- 01:00 0.04
 -------- 02:00 0.04
 -------- 03:00 0.04
 20.03.13 04:00 0.04
 -------- 05:00 0.04
 -------- 06:00 0.04
 -------- 07:00 0.04
 -------- 08:00 0.05
 20.03.13 09:00 0.05
 -------- 10:00 0.04
