 Date Time CO NO2 CHX NO
 07.10.12 00:00 0.08 0.07 1.42 0.04
 -------- 01:00 0.06 0.06 1.38 0.02
 -------- 02:00 0.05 0.06 1.36 0.02
 -------- 03:00 0.05 0.08 1.38 0.02
 -------- 04:00 0.06 0.10 1.45 0.04
 07.10.12 05:00 0.06 0.09 1.44 0.02
 -------- 06:00 0.09 0.12 1.48 0.09
 -------- 07:00 0.08 0.10 1.44 0.06
 -------- 08:00 0.07 0.09 1.40 0.04
 -------- 09:00 0.07 0.09 1.41 0.03
 07.10.12 10:00 0.06 0.06 1.39 0.02
 -------- 11:00 0.05 0.05 1.36 0.02
 -------- 12:00 0.05 0.03 1.33 0.01
 -------- 13:00 0.05 0.03 1.34 0.01
 -------- 14:00 0.07 0.05 1.35 0.02
 07.10.12 15:00 0.06 0.05 1.35 0.02
 -------- 16:00 0.09 0.08 1.38 0.05
 -------- 17:00 0.11 0.08 1.39 0.05
 -------- 18:00 0.15 0.11 1.41 0.09
 -------- 19:00 0.21 0.14 1.44 0.15
 07.10.12 20:00 0.17 0.14 1.44 0.12
 -------- 21:00 0.16 0.13 1.43 0.10
 -------- 22:00 0.19 0.14 1.46 0.16
 -------- 23:00 0.18 0.15 1.54 0.18
 -------- 00:00 0.17 0.14 1.56 0.18
 08.10.12 01:00 0.19 0.14 1.56 0.25
 -------- 02:00 0.21 0.15 1.61 0.37
 -------- 03:00 0.26 0.15 1.82 0.48
 -------- 04:00 0.33 0.15 2.18 0.58
 -------- 05:00 0.30 0.15 1.95 0.50
 08.10.12 06:00 0.22 0.16 1.82 0.34
 -------- 07:00 0.17 0.16 1.58 0.24
 -------- 08:00 0.21 0.18 1.56 0.23
 -------- 09:00 0.19 0.17 1.50 0.21
 -------- 10:00 0.25 0.19 1.57 0.29
 08.10.12 11:00 0.26 0.21 1.57 0.38
 -------- 12:00 0.26 0.20 1.56 0.39
 -------- 13:00 0.25 0.21 1.59 0.44
 -------- 14:00 0.22 0.19 1.51 0.40
 -------- 15:00 0.27 0.19 1.57 0.40
 08.10.12 16:00 0.26 0.18 1.55 0.39
 -------- 17:00 0.25 0.18 1.57 0.31
 -------- 18:00 0.19 0.16 1.55 0.19
 -------- 19:00 0.17 0.15 1.56 0.19
 -------- 20:00 0.18 0.13 1.51 0.18
 08.10.12 21:00 0.09 0.10 1.48 0.04
 -------- 22:00 0.37 0.14 1.60 0.25
 -------- 23:00 0.19 0.14 1.48 0.35
