 Date Time CO NO2 CHX NO
 17.10.12 00:00 0.14 0.07 1.51 0.19
 -------- 01:00 0.12 0.07 1.51 0.20
 -------- 02:00 0.09 0.07 1.54 0.16
 -------- 03:00 0.07 0.06 1.54 0.13
 -------- 04:00 0.03 0.06 1.51 0.11
 17.10.12 05:00 0.09 0.06 1.47 0.10
 -------- 06:00 0.17 0.07 1.55 0.26
 -------- 07:00 0.22 0.07 1.61 0.30
 -------- 08:00 0.31 0.08 1.68 0.36
 -------- 09:00 0.35 0.09 1.74 0.39
 17.10.12 10:00 0.31 0.07 1.69 0.31
 -------- 11:00 0.24 0.07 1.64 0.26
 -------- 12:00 0.21 0.07 1.65 0.23
 -------- 13:00 0.21 0.07 1.70 0.25
 -------- 14:00 0.09 0.09 1.76 0.27
 17.10.12 15:00 0.18 0.10 1.65 0.23
 -------- 16:00 0.21 0.13 1.62 0.26
 -------- 17:00 0.24 0.14 1.64 0.30
 -------- 18:00 0.19 0.14 1.67 0.26
 -------- 19:00 0.13 0.11 1.63 0.20
 17.10.12 20:00 0.10 0.09 1.56 0.15
 -------- 21:00 0.08 0.09 1.55 0.14
 -------- 22:00 0.12 0.10 1.58 0.20
 -------- 23:00 0.12 0.11 1.61 0.22
 -------- 00:00 0.07 0.11 1.60 0.17
 18.10.12 01:00 0.12 0.10 1.55 0.12
 -------- 02:00 0.07 0.10 1.47 0.05
 -------- 03:00 0.05 0.10 1.45 0.06
 -------- 04:00 0.11 0.11 1.61 0.21
 -------- 05:00 0.20 0.11 1.70 0.41
 18.10.12 06:00 0.30 0.11 1.76 0.48
 -------- 07:00 0.37 0.12 1.77 0.58
 -------- 08:00 0.29 0.10 1.90 0.36
 -------- 09:00 0.31 0.11 1.92 0.36
 -------- 10:00 0.40 0.13 2.59 0.60
 18.10.12 11:00 0.24 0.10 1.76 0.45
 -------- 12:00 0.25 0.09 1.60 0.44
 -------- 13:00 0.24 0.10 1.57 0.42
 -------- 14:00 0.21 0.09 1.56 0.35
 -------- 15:00 0.20 0.09 1.56 0.41
 18.10.12 16:00 0.25 0.10 1.58 0.47
 -------- 17:00 0.23 0.11 1.59 0.42
 -------- 18:00 0.15 0.13 1.53 0.24
 -------- 19:00 0.07 0.10 1.53 0.05
 -------- 20:00 0.08 0.07 1.58 0.06
 18.10.12 21:00 0.09 0.07 1.50 0.03
 -------- 22:00 0.11 0.07 1.53 0.06
 -------- 23:00 0.06 0.06 1.61 0.02
