 Date Time CO NO2 CHX NO
 08.11.12 12:00 0.06 0.11 1.39 0.08
 -------- 13:00 0.08 0.12 1.42 0.10
 -------- 14:00 0.07 0.12 1.40 0.08
 -------- 15:00 0.09 0.13 1.41 0.12
 -------- 16:00 0.09 0.13 1.39 0.10
 08.11.12 17:00 0.09 0.15 1.41 0.10
 -------- 18:00 0.11 0.15 1.46 0.09
 -------- 19:00 0.11 0.14 1.47 0.08
 -------- 20:00 0.12 0.13 1.45 0.11
 -------- 21:00 0.11 0.13 1.45 0.10
 08.11.12 22:00 0.13 0.14 1.47 0.11
 -------- 23:00 0.08 0.13 1.40 0.11
 -------- 00:00 0.07 0.11 1.39 0.09
 -------- 01:00 0.06 0.09 1.38 0.06
 -------- 02:00 0.04 0.09 1.37 0.06
 09.11.12 03:00 0.03 0.07 1.35 0.02
 -------- 04:00 0.03 0.07 1.37 0.02
 -------- 05:00 0.03 0.10 1.36 0.05
 -------- 06:00 0.07 0.14 1.43 0.14
 -------- 07:00 0.12 0.16 1.53 0.25
 09.11.12 08:00 0.17 0.17 1.55 0.30
 -------- 09:00 0.19 0.17 1.54 0.27
 -------- 10:00 0.21 0.18 1.70 0.36
 -------- 11:00 0.19 0.17 1.62 0.31
 -------- 12:00 0.15 0.13 1.51 0.22
 09.11.12 13:00 0.12 0.12 1.47 0.17
 -------- 14:00 0.09 0.10 1.43 0.12
 -------- 15:00 0.08 0.10 1.40 0.10
 -------- 16:00 0.09 0.11 1.42 0.10
 -------- 17:00 0.13 0.12 1.48 0.10
 09.11.12 18:00 0.12 0.11 1.45 0.09
 -------- 19:00 0.07 0.10 1.44 0.04
 -------- 20:00 0.08 0.10 1.44 0.05
 -------- 21:00 0.06 0.09 1.45 0.03
 -------- 22:00 0.06 0.09 1.42 0.04
 09.11.12 23:00 0.11 0.13 1.45 0.12
 -------- 00:00 0.09 0.12 1.39 0.11
 -------- 01:00 0.07 0.12 1.38 0.09
 -------- 02:00 0.06 0.12 1.38 0.09
