 Date Time CO NO2 CHX NO
 01.10.12 00:00 0.06 0.07 1.38 0.04
 -------- 01:00 0.04 0.07 1.36 0.03
 -------- 02:00 0.03 0.05 1.36 0.02
 -------- 03:00 0.03 0.05 1.36 0.02
 -------- 04:00 0.02 0.03 1.34 0.00
 01.10.12 05:00 0.02 0.04 1.34 0.01
 -------- 06:00 0.05 0.06 1.35 0.02
 -------- 07:00 0.11 0.10 1.39 0.09
 -------- 08:00 0.14 0.10 1.40 0.10
 -------- 09:00 0.16 0.11 1.41 0.11
 01.10.12 10:00 0.15 0.11 1.41 0.13
 -------- 11:00 0.14 0.11 1.40 0.13
 -------- 12:00 0.15 0.11 1.40 0.14
 -------- 13:00 0.15 0.11 1.42 0.13
 -------- 14:00 0.16 0.12 1.41 0.15
 01.10.12 15:00 0.16 0.12 1.43 0.14
 -------- 16:00 0.15 0.13 1.42 0.16
 -------- 17:00 0.17 0.13 1.44 0.14
 -------- 18:00 0.18 0.13 1.45 0.15
 -------- 19:00 0.21 0.14 1.47 0.13
 01.10.12 20:00 0.32 0.17 1.62 0.24
 -------- 21:00 0.31 0.17 1.57 0.23
 -------- 22:00 0.23 0.14 1.58 0.23
 -------- 23:00 0.22 0.14 1.57 0.26
 -------- 00:00 0.18 0.12 1.54 0.23
 02.10.12 01:00 0.13 0.11 1.56 0.19
 -------- 02:00 0.09 0.10 1.54 0.10
 -------- 03:00 0.07 0.09 1.53 0.10
 -------- 04:00 0.04 0.08 1.50 0.04
 -------- 05:00 0.03 0.07 1.46 0.03
 02.10.12 06:00 0.06 0.07 1.45 0.08
 -------- 07:00 0.12 0.09 1.50 0.15
 -------- 08:00 0.16 0.10 1.51 0.16
 -------- 09:00 0.24 0.10 1.57 0.23
 -------- 10:00 0.19 0.10 1.53 0.18
 02.10.12 11:00 0.23 0.11 1.55 0.18
 -------- 12:00 0.15 0.13 1.47 0.19
 -------- 13:00 0.12 0.11 1.41 0.11
 -------- 14:00 0.09 0.11 1.40 0.10
 -------- 15:00 0.09 0.11 1.41 0.09
 02.10.12 16:00 0.09 0.10 1.41 0.08
 -------- 17:00 0.15 0.14 1.45 0.12
 -------- 18:00 0.13 0.14 1.44 0.08
 -------- 19:00 0.17 0.15 1.48 0.11
 -------- 20:00 0.13 0.14 1.49 0.09
 02.10.12 21:00 0.15 0.14 1.47 0.13
 -------- 22:00 0.21 0.15 1.50 0.19
 -------- 23:00 0.19 0.15 1.50 0.17
