 Date Time CO NO2 CHX NO
 23.09.12 12:00 0.15 0.11 1.50 0.14
 -------- 13:00 0.18 0.12 1.55 0.16
 -------- 14:00 0.18 0.12 1.59 0.17
 -------- 15:00 0.13 0.10 1.51 0.09
 -------- 16:00 0.19 0.11 1.56 0.17
 23.09.12 17:00 0.13 0.09 1.48 0.08
 -------- 18:00 0.13 0.08 1.49 0.08
 -------- 19:00 0.13 0.09 1.46 0.08
 -------- 20:00 0.12 0.09 1.52 0.08
 -------- 21:00 0.09 0.09 1.44 0.05
 23.09.12 22:00 0.08 0.09 1.40 0.04
 -------- 23:00 0.06 0.09 1.40 0.04
 -------- 00:00 0.06 0.08 1.40 0.03
 -------- 01:00 0.04 0.07 1.41 0.02
 -------- 02:00 0.03 0.05 1.40 0.01
 24.09.12 03:00 0.02 0.04 1.40 0.01
 -------- 04:00 0.03 0.03 1.40 0.01
 -------- 05:00 0.05 0.04 1.41 0.02
 -------- 06:00 0.05 0.05 1.39 0.03
 -------- 07:00 0.09 0.08 1.40 0.07
 24.09.12 08:00 0.13 0.09 1.44 0.10
 -------- 09:00 0.15 0.09 1.46 0.10
 -------- 10:00 0.12 0.07 1.41 0.07
 -------- 11:00 0.10 0.07 1.38 0.06
 -------- 12:00 0.09 0.06 1.39 0.06
 24.09.12 13:00 0.11 0.09 1.39 0.07
 -------- 14:00 0.09 0.07 1.39 0.06
 -------- 15:00 0.07 0.07 1.38 0.04
 -------- 16:00 0.07 0.06 1.39 0.05
 -------- 17:00 0.07 0.07 1.40 0.03
 24.09.12 18:00 0.09 0.07 1.41 0.03
 -------- 19:00 0.10 0.08 1.43 0.03
 -------- 20:00 0.09 0.08 1.43 0.04
 -------- 21:00 0.10 0.08 1.42 0.04
 -------- 22:00 0.10 0.07 1.42 0.04
 24.09.12 23:00 0.07 0.06 1.40 0.04
 -------- 00:00 0.07 0.05 1.40 0.04
 -------- 01:00 0.09 0.07 1.43 0.11
 -------- 02:00 0.08 0.07 1.42 0.11
 -------- 03:00 0.06 0.07 1.39 0.10
 25.09.12 04:00 0.04 0.06 1.38 0.05
 -------- 05:00 0.07 0.06 1.38 0.08
 -------- 06:00 0.09 0.07 1.42 0.11
 -------- 07:00 0.13 0.08 1.42 0.16
 -------- 08:00 0.18 0.09 1.44 0.17
 25.09.12 09:00 0.20 0.10 1.45 0.18
 -------- 10:00 0.17 0.08 1.44 0.14
 -------- 11:00 0.17 0.10 1.46 0.17
