 Date Time CO SO2 H2S NO2 CHX NO
 08.01.13 12:00 0.03 0.00 0.12 0.12 1.69 0.17
 -------- 13:00 0.05 0.00 0.12 0.13 1.71 0.19
 -------- 14:00 0.07 0.00 0.12 0.12 1.69 0.18
 -------- 15:00 0.05 0.00 0.12 0.12 1.75 0.21
 -------- 16:00 0.04 0.00 0.12 0.12 1.76 0.15
 08.01.13 17:00 0.08 0.00 0.12 0.13 1.77 0.22
 -------- 18:00 0.07 0.00 0.12 0.13 1.83 0.20
 -------- 19:00 0.07 0.00 0.12 0.13 1.80 0.21
 -------- 20:00 0.05 0.00 0.12 0.13 1.61 0.20
 -------- 21:00 0.09 0.00 0.12 0.12 1.59 0.19
 08.01.13 22:00 0.03 0.00 0.12 0.13 1.55 0.19
 -------- 23:00 0.02 0.00 0.12 0.13 1.59 0.19
 -------- 00:00 ---- 0.00 0.12 0.12 1.61 0.09
 -------- 01:00 ---- 0.00 0.12 0.10 1.62 0.07
 -------- 02:00 ---- 0.00 0.12 0.10 1.54 0.09
 09.01.13 03:00 ---- 0.00 0.12 0.10 1.54 0.07
 -------- 04:00 ---- 0.00 0.12 0.10 1.55 0.06
 -------- 05:00 ---- ---- 0.12 0.10 1.56 0.08
 -------- 06:00 0.02 ---- 0.12 0.11 1.59 0.10
 -------- 07:00 0.04 ---- 0.12 0.13 1.63 0.14
 09.01.13 08:00 0.04 ---- 0.12 0.15 1.68 0.17
 -------- 09:00 0.05 ---- 0.12 0.14 1.66 0.16
 -------- 10:00 0.07 ---- 0.12 0.16 1.67 0.23
 -------- 11:00 0.06 ---- 0.12 0.16 1.67 0.26
 -------- 12:00 0.07 ---- 0.12 0.16 1.70 0.23
 09.01.13 13:00 0.05 ---- 0.12 0.15 1.67 0.20
 -------- 14:00 0.05 ---- ---- 0.14 1.58 0.19
 -------- 15:00 0.05 ---- ---- 0.15 1.54 0.20
 -------- 16:00 0.06 ---- ---- 0.15 1.53 0.18
 -------- 17:00 0.05 ---- ---- 0.16 1.56 0.15
 09.01.13 18:00 0.08 ---- ---- 0.19 1.65 0.17
 -------- 19:00 0.05 ---- ---- 0.16 1.64 0.12
 -------- 20:00 0.05 ---- ---- 0.15 1.63 0.10
 -------- 21:00 0.06 ---- ---- 0.14 1.59 0.08
 -------- 22:00 0.02 ---- ---- 0.13 1.57 0.07
 09.01.13 23:00 ---- ---- ---- 0.10 1.53 0.04
 -------- 00:00 ---- 0.00 0.12 0.09 1.44 0.03
 -------- 01:00 ---- 0.00 0.12 0.08 1.44 0.01
 -------- 02:00 ---- 0.00 0.12 0.10 1.47 0.01
 -------- 03:00 ---- 0.00 0.12 0.08 1.46 0.01
 10.01.13 04:00 ---- 0.00 0.12 0.06 1.45 ----
 -------- 05:00 ---- 0.00 ---- 0.09 1.47 0.01
 -------- 06:00 ---- ---- ---- 0.11 1.45 0.02
 -------- 07:00 0.02 ---- ---- 0.15 1.50 0.06
 -------- 08:00 0.03 ---- ---- 0.17 1.59 0.07
 10.01.13 09:00 0.03 ---- ---- 0.17 1.60 0.10
 -------- 10:00 0.04 ---- ---- 0.17 1.57 0.13
 -------- 11:00 0.04 ---- ---- 0.15 1.58 0.11
