 Date Time CO SO2 H2S NO2 CHX NO
 04.01.13 12:00 0.03 0.00 0.25 0.13 1.60 0.17
 -------- 13:00 0.04 0.00 0.25 0.13 1.64 0.18
 -------- 14:00 0.07 0.01 0.25 0.15 1.73 0.22
 -------- 15:00 0.05 0.00 0.25 0.15 1.66 0.17
 -------- 16:00 0.03 0.01 0.25 0.15 1.69 0.19
 04.01.13 17:00 0.04 0.01 0.25 0.15 1.67 0.16
 -------- 18:00 0.02 0.00 0.25 0.14 1.64 0.14
 -------- 19:00 0.04 0.01 0.25 0.14 1.62 0.16
 -------- 20:00 0.02 0.01 0.25 0.14 1.60 0.11
 -------- 21:00 0.02 0.01 0.25 0.13 1.55 0.13
 04.01.13 22:00 0.03 0.01 0.25 0.13 1.63 0.17
 -------- 23:00 0.04 0.01 0.25 0.14 1.62 0.21
 -------- 00:00 0.03 0.00 0.17 0.15 1.62 0.23
 -------- 01:00 0.06 0.00 0.25 0.14 1.60 0.20
 -------- 02:00 0.03 0.01 0.25 0.14 1.67 0.24
 05.01.13 03:00 ---- 0.00 0.25 0.13 1.67 0.19
 -------- 04:00 ---- 0.00 0.25 0.13 1.68 0.23
 -------- 05:00 ---- 0.00 0.25 0.14 1.58 0.14
 -------- 06:00 ---- 0.00 0.25 0.16 1.78 0.25
 -------- 07:00 0.02 0.01 0.25 0.15 1.78 0.26
 05.01.13 08:00 0.02 0.01 0.25 0.14 1.88 0.25
 -------- 09:00 0.02 0.01 0.25 0.14 1.88 0.23
 -------- 10:00 0.02 0.01 0.25 0.17 1.78 0.30
 -------- 11:00 0.02 0.01 0.25 0.18 1.73 0.27
 -------- 12:00 0.06 0.01 0.25 0.17 1.76 0.32
 05.01.13 13:00 0.03 0.01 0.25 0.16 1.79 0.30
 -------- 14:00 0.02 0.01 0.25 0.15 1.73 0.24
 -------- 15:00 0.03 0.01 0.25 0.14 1.65 0.23
 -------- 16:00 0.03 0.01 0.25 0.17 1.60 0.28
 -------- 17:00 0.04 0.01 0.25 0.16 1.60 0.27
 05.01.13 18:00 0.04 0.01 0.25 0.15 1.69 0.27
 -------- 19:00 0.05 0.01 0.29 0.16 1.85 0.30
 -------- 20:00 0.04 0.01 0.29 0.16 1.83 0.25
 -------- 21:00 0.02 0.01 0.29 0.15 1.77 0.24
 -------- 22:00 0.03 0.01 0.29 0.14 1.74 0.23
 05.01.13 23:00 0.02 0.01 0.29 0.14 1.67 0.21
 -------- 00:00 0.02 0.00 0.17 0.15 1.61 0.28
 -------- 01:00 0.02 0.00 0.17 0.15 1.60 0.25
 -------- 02:00 0.02 0.00 0.21 0.14 1.58 0.23
 -------- 03:00 ---- 0.00 0.21 0.14 1.56 0.23
 06.01.13 04:00 ---- 0.00 0.21 0.14 1.58 0.17
 -------- 05:00 ---- 0.00 0.12 0.12 1.51 0.14
 -------- 06:00 ---- 0.00 0.17 0.12 1.50 0.14
 -------- 07:00 ---- 0.00 0.12 0.13 1.57 0.24
 -------- 08:00 ---- 0.00 0.17 0.13 1.60 0.23
 06.01.13 09:00 ---- 0.00 0.12 0.12 1.58 0.16
 -------- 10:00 0.02 0.00 0.12 0.12 1.58 0.19
 -------- 11:00 0.02 0.00 0.12 0.12 1.58 0.23
