 Date Time CO NO2 CHX NO
 25.12.12 12:00 ---- 0.16 1.56 0.06
 -------- 13:00 ---- 0.17 1.58 0.07
 -------- 14:00 ---- 0.17 1.58 0.07
 -------- 15:00 0.02 0.16 1.58 0.08
 -------- 16:00 0.02 0.16 1.57 0.06
 25.12.12 17:00 ---- 0.16 1.58 0.05
 -------- 18:00 0.02 0.17 1.62 0.06
 -------- 19:00 0.05 0.20 1.72 0.10
 -------- 20:00 0.04 0.18 1.74 0.08
 -------- 21:00 0.03 0.17 1.71 0.06
 25.12.12 22:00 0.02 0.17 1.64 0.05
 -------- 23:00 ---- 0.17 1.64 0.06
 -------- 00:00 ---- 0.12 1.53 0.01
 -------- 01:00 ---- 0.10 1.55 0.01
 -------- 02:00 ---- 0.10 1.55 0.01
 26.12.12 03:00 ---- 0.11 1.54 0.01
 -------- 04:00 ---- 0.10 1.53 0.01
 -------- 05:00 ---- 0.11 1.56 0.01
 -------- 06:00 ---- 0.13 1.57 0.03
 -------- 07:00 ---- 0.13 1.60 0.03
 26.12.12 08:00 0.02 0.15 1.67 0.06
 -------- 09:00 0.02 0.15 1.62 0.06
 -------- 10:00 0.02 0.16 1.69 0.09
 -------- 11:00 0.02 0.13 1.67 0.05
 -------- 12:00 0.02 0.13 1.68 0.06
 26.12.12 13:00 0.02 0.13 1.71 0.07
 -------- 14:00 0.02 0.14 1.71 0.06
 -------- 15:00 0.02 0.13 1.69 0.07
 -------- 16:00 0.03 0.12 1.68 0.07
 -------- 17:00 0.05 0.13 1.72 0.07
 26.12.12 18:00 0.06 0.15 1.76 0.09
 -------- 19:00 0.06 0.13 1.72 0.08
 -------- 20:00 0.06 0.12 1.71 0.08
 -------- 21:00 0.08 0.14 1.80 0.11
 -------- 22:00 0.09 0.17 1.98 0.21
 26.12.12 23:00 0.06 0.16 1.81 0.18
 -------- 00:00 0.05 0.16 1.73 0.18
 -------- 01:00 0.03 0.14 1.62 0.11
 -------- 02:00 ---- 0.12 1.53 0.05
 -------- 03:00 ---- 0.09 1.49 0.03
 27.12.12 04:00 ---- 0.10 1.52 0.03
 -------- 05:00 ---- 0.13 1.50 0.04
 -------- 06:00 ---- 0.14 1.57 0.06
 -------- 07:00 ---- 0.13 1.55 0.04
 -------- 08:00 ---- 0.14 1.58 0.05
 27.12.12 09:00 ---- 0.15 1.58 0.05
 -------- 10:00 ---- 0.17 1.55 0.08
 -------- 11:00 ---- 0.18 1.57 0.15
