 Date Time CO NO2 CHX NO
 22.12.12 12:00 0.22 0.23 ---- 0.39
 -------- 13:00 0.25 0.26 ---- 0.48
 -------- 14:00 0.23 0.26 ---- 0.44
 -------- 15:00 0.24 0.28 ---- 0.45
 -------- 16:00 0.23 0.27 0.73 0.39
 22.12.12 17:00 0.19 0.27 1.70 0.36
 -------- 18:00 0.18 0.24 1.74 0.32
 -------- 19:00 0.15 0.24 1.72 0.30
 -------- 20:00 0.13 0.24 1.69 0.30
 -------- 21:00 0.15 0.23 1.68 0.29
 22.12.12 22:00 0.14 0.22 1.69 0.29
 -------- 23:00 0.15 0.20 1.70 0.27
 -------- 00:00 0.11 0.19 1.67 0.24
 -------- 01:00 0.09 0.19 1.65 0.24
 -------- 02:00 0.09 0.19 1.65 0.27
 23.12.12 03:00 0.05 0.18 1.63 0.19
 -------- 04:00 0.05 0.16 1.61 0.13
 -------- 05:00 0.03 0.17 1.63 0.15
 -------- 06:00 0.03 0.18 1.61 0.17
 -------- 07:00 0.05 0.18 1.64 0.15
 23.12.12 08:00 0.05 0.20 1.65 0.18
 -------- 09:00 0.07 0.22 1.66 0.18
 -------- 10:00 0.08 0.21 1.65 0.24
 -------- 11:00 0.11 0.21 1.69 0.28
 -------- 12:00 0.14 0.21 1.67 0.32
 23.12.12 13:00 0.13 0.23 1.73 0.29
 -------- 14:00 0.15 0.25 1.75 0.36
 -------- 15:00 0.15 0.26 1.75 0.43
 -------- 16:00 0.16 0.26 1.76 0.41
 -------- 17:00 0.23 0.28 1.87 0.49
 23.12.12 18:00 0.25 0.28 1.95 0.51
 -------- 19:00 0.21 0.27 1.89 0.47
 -------- 20:00 0.20 0.27 1.99 0.48
 -------- 21:00 0.11 0.25 1.70 0.29
 -------- 22:00 0.13 0.26 1.67 0.31
 23.12.12 23:00 0.12 0.26 1.78 0.34
 -------- 00:00 0.12 0.26 1.83 0.34
 -------- 01:00 0.11 0.27 1.89 0.39
 -------- 02:00 0.13 0.27 2.10 0.39
 -------- 03:00 0.15 0.26 2.19 0.39
 24.12.12 04:00 0.12 0.27 2.16 0.37
 -------- 05:00 0.13 0.28 2.18 0.39
 -------- 06:00 0.13 0.27 2.13 0.39
 -------- 07:00 0.21 0.30 2.23 0.52
 -------- 08:00 0.34 0.33 2.58 0.65
 24.12.12 09:00 0.37 0.36 2.56 0.73
 -------- 10:00 0.44 0.38 2.67 0.80
 -------- 11:00 0.33 0.36 2.26 0.68
