 Date Time CO SO2 H2S NO2 CHX NO
 09.01.13 12:00 0.07 ---- 0.12 0.16 1.71 0.24
 -------- 13:00 0.05 ---- 0.12 0.15 1.67 0.20
 -------- 14:00 0.05 ---- ---- 0.14 1.58 0.19
 -------- 15:00 0.05 ---- ---- 0.15 1.54 0.20
 -------- 16:00 0.06 ---- ---- 0.15 1.53 0.18
 09.01.13 17:00 0.05 ---- ---- 0.16 1.56 0.15
 -------- 18:00 0.08 ---- ---- 0.19 1.65 0.17
 -------- 19:00 0.05 ---- ---- 0.16 1.64 0.12
 -------- 20:00 0.05 ---- ---- 0.15 1.63 0.10
 -------- 21:00 0.06 ---- ---- 0.14 1.59 0.08
 09.01.13 22:00 0.02 ---- ---- 0.13 1.57 0.07
 -------- 23:00 ---- ---- ---- 0.10 1.53 0.04
 -------- 00:00 ---- 0.00 0.12 0.09 1.44 0.03
 -------- 01:00 ---- 0.00 0.12 0.08 1.44 0.01
 -------- 02:00 ---- 0.00 0.12 0.10 1.47 0.01
 10.01.13 03:00 ---- 0.00 0.12 0.08 1.46 0.01
 -------- 04:00 ---- 0.00 0.12 0.06 1.45 ----
 -------- 05:00 ---- 0.00 ---- 0.09 1.47 0.01
 -------- 06:00 ---- ---- ---- 0.11 1.45 0.02
 -------- 07:00 0.02 ---- ---- 0.15 1.50 0.06
 10.01.13 08:00 0.03 ---- ---- 0.17 1.59 0.07
 -------- 09:00 0.03 ---- ---- 0.17 1.60 0.10
 -------- 10:00 0.04 ---- ---- 0.17 1.57 0.13
 -------- 11:00 0.04 ---- ---- 0.15 1.58 0.11
 -------- 12:00 0.02 ---- ---- 0.14 1.53 0.09
 10.01.13 13:00 0.02 0.00 0.12 0.13 1.54 0.09
 -------- 14:00 0.03 0.00 0.12 0.14 1.57 0.11
 -------- 15:00 0.03 0.00 0.12 0.14 1.58 0.10
 -------- 16:00 0.03 0.00 0.12 0.14 1.55 0.08
 -------- 17:00 0.02 0.00 0.12 0.14 1.51 0.06
 10.01.13 18:00 0.02 0.00 0.12 0.13 1.51 0.03
 -------- 19:00 0.02 0.00 ---- 0.12 1.51 0.02
 -------- 20:00 0.02 0.00 ---- 0.12 1.52 0.03
 -------- 21:00 0.02 0.00 ---- 0.14 1.51 0.04
 -------- 22:00 ---- ---- ---- 0.13 1.48 0.03
 10.01.13 23:00 ---- 0.00 ---- 0.14 1.50 0.06
 -------- 00:00 ---- 0.00 0.12 0.13 1.49 0.03
 -------- 01:00 ---- 0.00 0.12 0.13 1.47 0.04
 -------- 02:00 ---- 0.00 0.12 0.15 1.49 0.04
 -------- 03:00 ---- 0.00 0.12 0.16 1.56 0.07
 11.01.13 04:00 ---- 0.00 0.12 0.16 1.51 0.05
 -------- 05:00 ---- 0.00 0.12 0.16 1.53 0.06
 -------- 06:00 ---- 0.00 0.12 0.17 1.55 0.09
 -------- 07:00 0.03 0.00 0.12 0.18 1.58 0.17
 -------- 08:00 0.05 0.00 0.12 0.19 1.59 0.18
 11.01.13 09:00 0.03 0.00 0.12 0.19 1.60 0.18
 -------- 10:00 0.03 0.00 0.12 0.19 1.60 0.20
 -------- 11:00 0.05 0.00 0.12 0.19 1.61 0.27
