 Date Time CO SO2 H2S NO2 CHX NO
 04.04.13 12:00 0.13 0.01 0.12 0.30 1.51 0.21
 -------- 13:00 0.13 0.01 0.17 0.29 1.51 0.21
 -------- 14:00 0.15 0.01 0.12 0.31 1.53 0.24
 -------- 15:00 0.12 0.01 0.12 0.31 1.54 0.23
 -------- 16:00 0.16 0.01 0.12 0.31 1.58 0.21
 04.04.13 17:00 0.14 0.01 0.12 0.28 1.60 0.13
 -------- 18:00 0.15 0.00 0.17 0.29 1.61 0.10
 -------- 19:00 0.14 0.01 0.17 0.31 1.63 0.11
 -------- 20:00 0.15 0.00 0.21 0.30 1.57 0.10
 -------- 21:00 0.17 0.01 0.25 0.35 1.60 0.19
 04.04.13 22:00 0.17 0.01 0.25 0.34 1.55 0.21
 -------- 23:00 0.13 0.01 0.25 0.35 1.54 0.21
 -------- 00:00 0.10 0.01 0.17 0.32 1.56 0.15
 -------- 01:00 0.06 0.00 0.25 0.29 1.52 0.11
 -------- 02:00 0.05 0.01 0.25 0.29 1.52 0.12
 05.04.13 03:00 0.02 0.00 0.25 0.25 1.53 0.09
 -------- 04:00 0.03 0.01 0.25 0.26 1.55 0.09
 -------- 05:00 0.04 0.01 0.25 0.28 1.61 0.12
 -------- 06:00 0.11 0.01 0.25 0.33 1.58 0.23
 -------- 07:00 0.13 0.01 0.25 0.33 1.60 0.23
 05.04.13 08:00 0.19 0.01 0.25 0.36 1.63 0.28
 -------- 09:00 0.19 0.01 0.25 0.37 1.64 0.30
 -------- 10:00 0.23 0.01 0.25 0.39 1.66 0.37
 -------- 11:00 0.19 0.03 0.25 0.40 1.62 0.41
 -------- 12:00 0.20 0.03 0.29 0.40 1.65 0.42
 05.04.13 13:00 0.22 0.03 0.25 0.42 1.72 0.40
 -------- 14:00 0.17 0.03 0.25 0.41 1.63 0.31
 -------- 15:00 0.21 0.02 0.25 0.43 1.72 0.38
 -------- 16:00 0.21 0.01 0.25 0.44 1.80 0.35
 -------- 17:00 0.21 0.01 0.25 0.45 1.79 0.27
 05.04.13 18:00 0.22 0.01 0.33 0.45 1.80 0.28
 -------- 19:00 0.19 0.01 0.33 0.44 1.83 0.29
 -------- 20:00 0.17 0.01 0.25 0.40 1.76 0.17
 -------- 21:00 0.12 0.01 0.38 0.33 1.65 0.11
 -------- 22:00 0.11 0.01 0.38 0.34 1.63 0.18
 05.04.13 23:00 0.11 0.00 0.29 0.33 1.68 0.19
 -------- 00:00 0.07 0.00 0.17 0.27 1.55 0.09
 -------- 01:00 0.05 0.00 0.12 0.23 1.54 0.07
 -------- 02:00 0.04 0.00 0.12 0.20 1.53 0.06
 -------- 03:00 0.03 0.00 0.12 0.16 1.49 0.05
 06.04.13 04:00 0.04 0.00 0.12 0.16 1.49 0.04
 -------- 05:00 0.05 0.00 0.12 0.14 1.48 0.05
 -------- 06:00 0.04 0.00 0.12 0.11 1.45 0.04
 -------- 07:00 0.05 0.00 0.12 0.15 1.47 0.05
 -------- 08:00 0.08 0.00 0.12 0.19 1.49 0.08
 06.04.13 09:00 0.09 0.00 0.12 0.18 1.51 0.09
 -------- 10:00 0.08 0.00 0.12 0.15 1.49 0.07
 -------- 11:00 0.10 0.00 0.12 0.19 1.52 0.11
