 Date Time CO NO2 CHX NO
 11.10.12 00:00 0.05 0.07 1.40 0.03
 -------- 01:00 0.04 0.06 1.38 0.01
 -------- 02:00 0.04 0.06 1.37 0.01
 -------- 03:00 0.03 0.06 1.37 0.02
 -------- 04:00 0.02 0.06 1.36 0.01
 11.10.12 05:00 ---- 0.06 1.36 0.01
 -------- 06:00 0.02 0.07 1.37 0.04
 -------- 07:00 0.03 0.08 1.38 0.06
 -------- 08:00 0.11 0.09 1.40 0.08
 -------- 09:00 0.11 0.09 1.41 0.08
 11.10.12 10:00 0.09 0.08 1.39 0.07
 -------- 11:00 0.08 0.07 1.39 0.08
 -------- 12:00 0.09 0.06 1.39 0.06
 -------- 13:00 0.11 0.07 1.39 0.08
 -------- 14:00 0.18 0.07 1.39 0.08
 11.10.12 15:00 0.23 0.07 1.40 0.09
 -------- 16:00 0.27 0.07 1.41 0.06
 -------- 17:00 0.29 0.09 1.40 0.05
 -------- 18:00 0.37 0.10 1.45 0.07
 -------- 19:00 0.43 0.12 1.50 0.12
 11.10.12 20:00 0.39 0.10 1.45 0.07
 -------- 21:00 0.45 0.12 1.50 0.11
 -------- 22:00 0.37 0.10 1.45 0.08
 -------- 23:00 0.20 0.10 1.47 0.18
 -------- 00:00 0.15 0.10 1.47 0.13
 12.10.12 01:00 0.08 0.10 1.42 0.07
 -------- 02:00 0.07 0.09 1.43 0.10
 -------- 03:00 0.04 0.08 1.42 0.06
 -------- 04:00 0.09 0.09 1.44 0.13
 -------- 05:00 0.19 0.09 1.48 0.15
 12.10.12 06:00 0.19 0.10 1.59 0.23
 -------- 07:00 0.29 0.11 1.64 0.37
 -------- 08:00 0.31 0.12 1.68 0.39
 -------- 09:00 0.57 0.18 1.87 0.70
 -------- 10:00 0.43 0.14 1.74 0.44
 12.10.12 11:00 0.39 0.16 1.85 0.54
 -------- 12:00 0.55 0.21 2.14 0.76
 -------- 13:00 0.91 0.24 2.28 0.67
 -------- 14:00 0.37 0.20 1.95 0.48
 -------- 15:00 0.20 0.20 1.84 0.57
 12.10.12 16:00 0.07 0.15 1.83 0.26
 -------- 17:00 0.03 0.13 1.77 0.25
 -------- 18:00 0.07 0.12 2.05 0.37
 -------- 19:00 0.22 0.09 2.09 0.15
 -------- 20:00 0.16 0.09 1.85 0.13
 12.10.12 21:00 0.23 0.12 1.68 0.36
 -------- 22:00 0.21 0.11 1.65 0.35
 -------- 23:00 0.17 0.12 1.60 0.33
