 Date Time CO NO2 CHX NO
 20.12.12 00:00 0.06 0.23 1.71 0.31
 -------- 01:00 0.04 0.22 1.70 0.28
 -------- 02:00 0.02 0.22 1.69 0.25
 -------- 03:00 0.02 0.22 1.85 0.24
 -------- 04:00 0.02 0.21 1.95 0.21
 20.12.12 05:00 0.03 0.21 1.90 0.21
 -------- 06:00 0.05 0.23 1.87 0.34
 -------- 07:00 0.11 0.25 1.93 0.54
 -------- 08:00 0.13 0.27 2.09 0.55
 -------- 09:00 0.15 0.27 2.12 0.57
 20.12.12 10:00 0.17 0.27 2.14 0.66
 -------- 11:00 0.20 0.27 2.10 0.69
 -------- 12:00 0.21 0.28 2.01 0.69
 -------- 13:00 0.25 0.31 2.07 0.75
 -------- 14:00 0.26 0.33 2.17 0.88
 20.12.12 15:00 0.27 0.32 2.11 0.77
 -------- 16:00 0.27 0.31 2.21 0.63
 -------- 17:00 0.28 0.29 2.14 0.70
 -------- 18:00 0.22 0.27 2.00 0.57
 -------- 19:00 0.22 0.27 1.91 0.50
 20.12.12 20:00 0.20 0.24 1.87 0.45
 -------- 21:00 0.19 0.24 1.89 0.42
 -------- 22:00 0.17 0.24 1.94 0.47
 -------- 23:00 0.11 0.23 1.84 0.45
 -------- 00:00 0.12 0.23 1.89 0.53
 21.12.12 01:00 0.12 0.23 1.94 0.48
 -------- 02:00 0.12 0.22 1.95 0.45
 -------- 03:00 0.08 0.20 1.87 0.36
 -------- 04:00 0.08 0.19 1.84 0.32
 -------- 05:00 0.09 0.20 1.90 0.29
 21.12.12 06:00 0.09 0.20 1.95 0.30
 -------- 07:00 0.13 0.21 2.00 0.43
 -------- 08:00 0.18 0.23 2.11 0.49
 -------- 09:00 0.19 0.23 ---- 0.49
 -------- 10:00 0.26 0.24 ---- 0.61
 21.12.12 11:00 0.24 0.25 ---- 0.66
 -------- 12:00 0.25 0.26 ---- 0.70
 -------- 13:00 0.24 0.26 ---- 0.66
 -------- 14:00 0.23 0.27 ---- 0.72
 -------- 15:00 0.25 0.27 ---- 0.79
 21.12.12 16:00 0.27 0.27 ---- 0.76
 -------- 17:00 0.18 0.22 ---- 0.36
 -------- 18:00 0.15 0.22 ---- 0.31
 -------- 19:00 0.16 0.22 ---- 0.32
 -------- 20:00 0.20 0.22 ---- 0.36
 21.12.12 21:00 0.22 0.21 ---- 0.33
 -------- 22:00 0.27 0.21 ---- 0.43
 -------- 23:00 0.26 0.21 ---- 0.46
