 Date Time CO SO2 H2S NO2 CHX NO
 17.01.13 00:00 0.02 0.01 0.12 0.16 1.70 0.22
 -------- 01:00 ---- 0.00 0.12 0.16 1.64 0.19
 -------- 02:00 ---- 0.00 0.17 0.15 1.58 0.15
 -------- 03:00 ---- 0.01 0.21 0.15 1.56 0.13
 -------- 04:00 ---- 0.00 0.12 0.13 1.54 0.10
 17.01.13 05:00 ---- 0.00 0.12 0.13 1.53 0.11
 -------- 06:00 0.02 0.00 0.12 0.15 1.59 0.15
 -------- 07:00 0.02 0.00 0.21 0.17 1.79 0.23
 -------- 08:00 0.04 0.00 0.12 0.17 1.82 0.21
 -------- 09:00 0.05 0.00 0.17 0.17 1.81 0.21
 17.01.13 10:00 0.07 0.00 0.12 0.17 1.79 0.26
 -------- 11:00 0.09 0.00 0.17 0.18 1.72 0.30
 -------- 12:00 0.08 0.00 0.17 0.18 1.73 0.24
 -------- 13:00 0.07 0.00 0.21 0.17 1.70 0.24
 -------- 14:00 0.09 0.00 0.25 0.17 1.67 0.27
 17.01.13 15:00 0.05 0.00 0.25 0.16 1.61 0.22
 -------- 16:00 0.05 0.00 0.25 0.15 1.62 0.15
 -------- 17:00 0.05 0.00 0.25 0.16 1.68 0.13
 -------- 18:00 0.09 0.00 0.25 0.16 1.71 0.15
 -------- 19:00 0.09 0.00 0.25 0.17 1.73 0.17
 17.01.13 20:00 0.10 0.00 0.17 0.17 1.72 0.17
 -------- 21:00 0.11 0.00 0.17 0.19 1.75 0.19
 -------- 22:00 0.16 0.00 0.21 0.19 1.78 0.21
 -------- 23:00 0.13 0.00 0.21 0.20 1.74 0.21
 -------- 00:00 0.10 0.00 0.12 0.17 1.65 0.16
 18.01.13 01:00 ---- 0.00 0.12 0.12 1.52 0.08
 -------- 02:00 ---- 0.00 0.12 0.12 1.50 0.09
 -------- 03:00 ---- 0.00 0.12 0.11 1.49 0.07
 -------- 04:00 ---- 0.00 0.12 0.12 1.49 0.07
 -------- 05:00 ---- 0.00 0.12 0.12 1.50 0.06
 18.01.13 06:00 ---- 0.00 0.12 0.14 1.52 0.12
 -------- 07:00 ---- 0.00 0.12 0.16 1.58 0.15
 -------- 08:00 0.02 0.00 0.12 0.15 1.60 0.14
 -------- 09:00 0.03 0.00 0.12 0.16 1.63 0.18
 -------- 10:00 0.05 ---- ---- 0.16 1.63 0.17
 18.01.13 11:00 0.08 0.00 ---- 0.16 1.65 0.20
 -------- 12:00 0.05 0.00 ---- 0.15 1.66 0.20
 -------- 13:00 0.06 0.00 ---- 0.15 1.66 0.21
 -------- 14:00 0.05 0.00 ---- 0.16 1.68 0.21
 -------- 15:00 0.05 0.00 ---- 0.17 1.66 0.19
 18.01.13 16:00 0.13 0.00 0.12 0.18 1.77 0.20
 -------- 17:00 0.10 ---- ---- 0.19 1.76 0.21
 -------- 18:00 0.09 ---- ---- 0.18 1.77 0.14
 -------- 19:00 0.09 0.00 ---- 0.18 1.82 0.14
 -------- 20:00 0.08 0.00 0.12 0.18 1.76 0.17
 18.01.13 21:00 0.09 ---- ---- 0.19 1.75 0.16
 -------- 22:00 0.05 ---- 0.12 0.16 1.69 0.08
 -------- 23:00 0.07 0.00 ---- 0.17 1.75 0.13
