 Date Time CO NO2 CHX NO
 22.11.12 00:00 0.08 0.12 1.42 0.10
 -------- 01:00 0.06 0.11 1.43 0.08
 -------- 02:00 0.04 0.09 1.42 0.05
 -------- 03:00 0.04 0.09 1.43 0.06
 -------- 04:00 0.03 0.08 1.42 0.04
 22.11.12 05:00 0.03 0.07 1.42 0.04
 -------- 06:00 0.05 0.09 1.44 0.09
 -------- 07:00 0.13 0.12 1.47 0.21
 -------- 08:00 0.14 0.13 1.49 0.18
 -------- 09:00 0.16 0.13 1.53 0.20
 22.11.12 10:00 0.18 0.14 1.53 0.26
 -------- 11:00 0.16 0.16 1.53 0.24
 -------- 12:00 0.17 0.19 1.50 0.23
 -------- 13:00 0.14 0.20 1.48 0.18
 -------- 14:00 0.10 0.18 1.43 0.09
 22.11.12 15:00 0.12 0.20 1.46 0.13
 -------- 16:00 0.09 0.17 1.41 0.08
 -------- 17:00 0.11 0.19 1.42 0.09
 -------- 18:00 0.08 0.16 1.38 0.05
 -------- 19:00 0.07 0.16 1.39 0.04
 22.11.12 20:00 0.08 0.14 1.38 0.05
 -------- 21:00 0.08 0.14 1.40 0.06
 -------- 22:00 0.08 0.14 1.39 0.06
 -------- 23:00 0.07 0.14 1.39 0.07
 -------- 00:00 0.06 0.13 1.39 0.06
 23.11.12 01:00 0.03 0.10 1.38 0.02
 -------- 02:00 0.03 0.08 1.38 0.02
 -------- 03:00 0.03 0.07 1.37 0.01
 -------- 04:00 0.02 0.08 1.37 0.02
 -------- 05:00 0.02 0.09 1.38 0.03
 23.11.12 06:00 0.05 0.12 1.39 0.06
 -------- 07:00 0.05 0.12 1.39 0.07
 -------- 08:00 0.07 0.14 1.42 0.08
 -------- 09:00 0.09 0.14 1.45 0.10
 -------- 10:00 0.09 0.14 1.42 0.10
 23.11.12 11:00 0.08 0.14 1.47 0.10
 -------- 12:00 0.11 0.15 1.50 0.15
 -------- 13:00 0.11 0.15 1.51 0.13
 -------- 14:00 0.14 0.17 1.55 0.19
 -------- 15:00 0.12 0.17 1.51 0.15
 23.11.12 16:00 0.15 0.19 1.55 0.18
 -------- 17:00 0.11 0.18 1.48 0.10
 -------- 18:00 0.11 0.18 1.46 0.09
 -------- 19:00 0.11 0.18 1.47 0.10
 -------- 20:00 0.11 0.18 1.48 0.10
 23.11.12 21:00 0.10 0.16 1.52 0.10
 -------- 22:00 0.11 0.16 1.49 0.12
 -------- 23:00 0.09 0.15 1.52 0.11
