 Date Time CO SO2 H2S NO2 CHX NO
 01.02.13 12:00 ---- 0.01 0.19 0.17 1.77 0.17
 -------- 13:00 ---- 0.01 ---- 0.17 1.80 0.18
 -------- 14:00 ---- 0.01 ---- 0.18 1.82 0.20
 -------- 15:00 ---- ---- ---- 0.21 1.79 0.22
 -------- 16:00 ---- ---- ---- 0.21 1.85 0.23
 01.02.13 17:00 ---- ---- ---- 0.24 1.88 0.17
 -------- 18:00 ---- ---- ---- 0.22 1.85 0.15
 -------- 19:00 ---- ---- ---- 0.21 1.80 0.10
 -------- 20:00 0.12 ---- ---- 0.18 1.74 0.07
 -------- 21:00 0.13 ---- ---- 0.17 1.75 0.09
 01.02.13 22:00 0.17 ---- ---- 0.17 1.78 0.14
 -------- 23:00 0.15 ---- ---- 0.17 1.70 0.13
 -------- 00:00 0.12 0.00 0.12 0.14 1.58 0.05
 -------- 01:00 0.13 0.01 0.21 0.13 1.60 0.05
 -------- 02:00 0.13 0.01 0.25 0.12 1.59 0.05
 02.02.13 03:00 0.12 0.01 0.25 0.09 1.52 0.03
 -------- 04:00 0.12 0.01 0.38 0.11 1.52 0.03
 -------- 05:00 0.12 0.01 0.25 0.11 1.54 0.05
 -------- 06:00 ---- 0.01 0.25 0.10 1.53 0.02
 -------- 07:00 ---- 0.01 0.25 0.12 1.52 0.05
 02.02.13 08:00 0.02 0.01 0.12 0.13 1.53 0.07
 -------- 09:00 0.04 0.00 0.12 0.15 1.59 0.12
 -------- 10:00 0.03 0.00 0.12 0.14 1.59 0.08
 -------- 11:00 0.04 0.00 0.12 0.15 1.66 0.09
 -------- 12:00 0.05 0.01 0.17 0.14 1.63 0.09
 02.02.13 13:00 0.04 0.01 0.29 0.13 1.57 0.06
 -------- 14:00 0.09 0.01 0.46 0.15 1.64 0.10
 -------- 15:00 0.11 0.02 0.58 0.17 1.64 0.15
 -------- 16:00 0.03 0.02 0.71 0.17 1.62 0.12
 -------- 17:00 0.03 0.02 0.79 0.17 1.64 0.10
 02.02.13 18:00 0.02 0.02 0.88 0.17 1.59 0.08
 -------- 19:00 ---- 0.02 0.88 0.15 1.55 0.04
 -------- 20:00 0.02 0.03 1.00 0.16 1.58 0.07
 -------- 21:00 0.02 0.03 1.00 0.15 1.61 0.08
 -------- 22:00 0.02 0.03 1.00 0.14 1.57 0.06
 02.02.13 23:00 0.07 0.03 1.08 0.17 1.69 0.19
 -------- 00:00 0.14 0.01 1.12 0.19 1.81 0.35
 -------- 01:00 0.04 0.00 ---- 0.15 1.63 0.13
 -------- 02:00 0.10 0.00 0.12 0.17 1.69 0.27
 -------- 03:00 ---- 0.00 0.12 0.15 1.55 0.06
 03.02.13 04:00 ---- 0.01 0.21 0.12 1.50 0.02
 -------- 05:00 ---- 0.01 0.25 0.11 1.47 0.02
 -------- 06:00 ---- 0.01 0.33 0.11 1.49 0.01
 -------- 07:00 ---- 0.01 0.38 0.14 1.53 0.04
 -------- 08:00 ---- 0.01 0.38 0.15 1.53 0.06
 03.02.13 09:00 ---- 0.01 0.38 0.14 1.52 0.05
 -------- 10:00 ---- 0.01 0.38 0.16 1.54 0.09
 -------- 11:00 0.02 0.01 0.38 0.17 1.55 0.10
