 Date Time CO SO2 H2S NO2 CHX NO
 30.12.12 12:00 0.06 0.00 0.12 0.14 1.57 0.15
 -------- 13:00 0.06 0.00 0.12 0.14 1.57 0.15
 -------- 14:00 0.07 0.00 0.12 0.15 1.58 0.17
 -------- 15:00 0.08 0.00 0.12 0.16 1.58 0.19
 -------- 16:00 0.09 0.00 0.12 0.16 1.57 0.19
 30.12.12 17:00 0.03 0.00 0.12 0.14 1.53 0.12
 -------- 18:00 0.10 0.00 0.12 0.17 1.61 0.23
 -------- 19:00 0.06 0.00 0.12 0.15 1.61 0.17
 -------- 20:00 0.11 0.00 0.12 0.16 1.62 0.27
 -------- 21:00 0.07 0.00 0.12 0.16 1.68 0.23
 30.12.12 22:00 0.07 0.00 0.12 0.16 1.68 0.23
 -------- 23:00 0.07 0.00 0.12 0.16 1.69 0.22
 -------- 00:00 0.05 0.00 0.12 0.16 1.69 0.20
 -------- 01:00 0.04 0.00 0.12 0.17 1.72 0.24
 -------- 02:00 0.04 0.00 0.12 0.17 1.81 0.23
 31.12.12 03:00 0.02 0.00 0.12 0.17 1.74 0.22
 -------- 04:00 0.05 0.00 0.12 0.18 1.80 0.29
 -------- 05:00 0.04 0.00 0.12 0.16 1.71 0.21
 -------- 06:00 ---- 0.00 0.12 0.14 1.64 0.12
 -------- 07:00 ---- 0.00 0.12 0.13 1.63 0.14
 31.12.12 08:00 ---- 0.00 0.12 0.13 1.57 0.11
 -------- 09:00 ---- 0.00 0.12 0.13 1.57 0.10
 -------- 10:00 0.02 0.00 0.12 0.13 1.57 0.12
 -------- 11:00 ---- 0.00 0.12 0.13 1.57 0.12
 -------- 12:00 0.02 0.00 0.12 0.14 1.60 0.13
 31.12.12 13:00 ---- 0.00 0.12 0.14 1.64 0.14
 -------- 14:00 ---- 0.00 0.12 0.14 1.59 0.13
 -------- 15:00 0.02 0.00 0.12 0.15 1.59 0.13
 -------- 16:00 0.02 0.00 0.12 0.15 1.62 0.13
 -------- 17:00 ---- 0.00 0.12 0.14 1.56 0.05
 31.12.12 18:00 0.04 0.00 0.12 0.15 1.60 0.06
 -------- 19:00 0.03 0.00 0.12 0.14 1.60 0.07
 -------- 20:00 ---- 0.00 0.12 0.13 1.57 0.05
 -------- 21:00 ---- 0.00 0.12 0.12 1.61 0.06
 -------- 22:00 ---- 0.00 0.12 0.11 1.60 0.04
 31.12.12 23:00 ---- 0.00 0.12 0.11 1.56 0.03
 -------- 00:00 ---- 0.00 0.12 0.08 1.52 0.01
 -------- 01:00 0.04 0.00 0.12 0.11 1.60 0.07
 -------- 02:00 0.03 0.00 0.21 0.12 1.67 0.11
 -------- 03:00 0.04 0.00 0.25 0.11 1.61 0.09
 01.01.13 04:00 0.02 0.00 0.25 0.10 1.58 0.06
 -------- 05:00 ---- 0.00 0.25 0.09 1.52 0.03
 -------- 06:00 0.02 0.00 0.25 0.09 1.56 0.06
 -------- 07:00 0.04 0.00 0.25 0.13 1.58 0.10
 -------- 08:00 ---- 0.00 0.25 0.08 1.49 0.01
 01.01.13 09:00 ---- 0.00 0.25 0.09 1.48 0.01
 -------- 10:00 ---- 0.00 0.25 0.08 1.48 0.01
 -------- 11:00 ---- 0.00 0.29 0.11 1.51 0.02
