 Date Time CO SO2 H2S NO2 CHX NO
 01.03.13 12:00 0.05 0.00 0.12 ---- 1.52 ----
 -------- 13:00 0.05 0.00 ---- ---- 1.51 ----
 -------- 14:00 0.06 0.00 ---- ---- 1.51 ----
 -------- 15:00 0.05 0.00 0.12 ---- 1.48 ----
 -------- 16:00 0.06 0.00 0.12 ---- 1.46 0.02
 01.03.13 17:00 ---- 0.00 0.12 ---- 1.47 0.01
 -------- 18:00 0.05 ---- ---- 0.26 1.44 0.05
 -------- 19:00 0.07 0.00 0.12 0.15 1.41 0.03
 -------- 20:00 0.13 0.00 0.12 0.15 1.43 0.06
 -------- 21:00 0.19 ---- ---- 0.15 1.47 0.08
 01.03.13 22:00 0.22 0.00 0.19 0.15 1.49 0.12
 -------- 23:00 0.23 0.01 0.38 0.13 1.52 0.14
 -------- 00:00 0.23 0.01 0.25 0.12 1.63 0.14
 -------- 01:00 0.23 0.00 0.21 0.12 1.60 0.14
 -------- 02:00 0.20 0.01 0.38 0.11 1.59 0.11
 02.03.13 03:00 0.18 0.01 0.38 0.10 1.49 0.09
 -------- 04:00 0.13 0.01 0.29 0.10 1.45 0.10
 -------- 05:00 0.06 0.00 0.21 0.09 1.44 0.08
 -------- 06:00 0.04 0.00 0.12 0.09 1.47 0.09
 -------- 07:00 0.05 0.00 0.12 0.09 1.51 0.09
 02.03.13 08:00 0.05 ---- ---- 0.09 1.51 0.10
 -------- 09:00 0.09 ---- ---- 0.10 1.54 0.12
 -------- 10:00 0.06 ---- ---- 0.10 1.50 0.11
 -------- 11:00 0.08 ---- ---- 0.10 1.51 0.12
 -------- 12:00 0.08 ---- ---- 0.09 1.55 0.10
 02.03.13 13:00 0.07 ---- ---- 0.09 1.66 0.10
 -------- 14:00 0.11 ---- ---- 0.10 1.64 0.10
 -------- 15:00 0.16 ---- ---- 0.11 1.66 0.12
 -------- 16:00 0.17 ---- ---- 0.12 1.61 0.12
 -------- 17:00 0.19 ---- ---- 0.12 1.60 0.13
 02.03.13 18:00 0.17 ---- ---- 0.13 1.57 0.12
 -------- 19:00 0.16 ---- ---- 0.13 1.56 0.12
 -------- 20:00 0.17 ---- ---- 0.13 1.55 0.12
 -------- 21:00 0.19 ---- ---- 0.13 1.65 0.14
 -------- 22:00 0.15 ---- ---- 0.13 1.66 0.13
 02.03.13 23:00 0.14 ---- ---- 0.13 1.60 0.14
 -------- 00:00 0.13 ---- ---- 0.13 1.60 0.15
 -------- 01:00 0.19 ---- ---- 0.13 1.63 0.16
 -------- 02:00 0.25 0.00 0.12 0.14 1.84 0.24
 -------- 03:00 0.25 0.00 0.21 0.14 1.89 0.27
 03.03.13 04:00 0.23 0.01 0.25 0.13 1.87 0.24
 -------- 05:00 0.16 0.01 0.29 0.11 1.84 0.14
 -------- 06:00 0.15 0.01 0.38 0.13 1.77 0.15
 -------- 07:00 0.08 0.01 0.38 0.12 1.79 0.11
 -------- 08:00 0.08 0.01 0.38 0.12 1.72 0.11
 03.03.13 09:00 0.05 0.01 0.38 0.11 1.56 0.09
 -------- 10:00 0.06 0.02 0.38 0.10 1.55 0.07
 -------- 11:00 0.08 0.01 0.38 0.09 1.50 0.06
