 Date Time CO NO2 CHX NO
 21.11.12 00:00 0.08 0.09 1.42 0.06
 -------- 01:00 0.07 0.08 1.41 0.06
 -------- 02:00 0.05 0.07 1.40 0.04
 -------- 03:00 0.02 0.04 1.39 0.02
 -------- 04:00 0.02 0.04 1.39 0.03
 21.11.12 05:00 0.03 0.07 1.39 0.05
 -------- 06:00 0.06 0.12 1.41 0.12
 -------- 07:00 0.09 0.15 1.44 0.14
 -------- 08:00 0.15 0.18 1.50 0.20
 -------- 09:00 0.12 0.16 1.47 0.14
 21.11.12 10:00 0.15 0.16 1.49 0.20
 -------- 11:00 0.13 0.14 1.47 0.18
 -------- 12:00 0.09 0.12 1.46 0.14
 -------- 13:00 0.13 0.12 1.49 0.19
 -------- 14:00 0.15 0.14 1.53 0.25
 21.11.12 15:00 0.13 0.13 1.49 0.22
 -------- 16:00 0.15 0.13 1.48 0.21
 -------- 17:00 0.13 0.13 1.48 0.15
 -------- 18:00 0.12 0.12 1.46 0.11
 -------- 19:00 0.15 0.13 1.49 0.10
 21.11.12 20:00 0.14 0.14 1.50 0.12
 -------- 21:00 0.17 0.14 1.50 0.12
 -------- 22:00 0.13 0.13 1.46 0.13
 -------- 23:00 0.09 0.12 1.43 0.11
 -------- 00:00 0.08 0.12 1.42 0.10
 22.11.12 01:00 0.06 0.11 1.43 0.08
 -------- 02:00 0.04 0.09 1.42 0.05
 -------- 03:00 0.04 0.09 1.43 0.06
 -------- 04:00 0.03 0.08 1.42 0.04
 -------- 05:00 0.03 0.07 1.42 0.04
 22.11.12 06:00 0.05 0.09 1.44 0.09
 -------- 07:00 0.13 0.12 1.47 0.21
 -------- 08:00 0.14 0.13 1.49 0.18
 -------- 09:00 0.16 0.13 1.53 0.20
 -------- 10:00 0.18 0.14 1.53 0.26
 22.11.12 11:00 0.16 0.16 1.53 0.24
 -------- 12:00 0.17 0.19 1.50 0.23
 -------- 13:00 0.14 0.20 1.48 0.18
 -------- 14:00 0.10 0.18 1.43 0.09
 -------- 15:00 0.12 0.20 1.46 0.13
 22.11.12 16:00 0.09 0.17 1.41 0.08
 -------- 17:00 0.11 0.19 1.42 0.09
 -------- 18:00 0.08 0.16 1.38 0.05
 -------- 19:00 0.07 0.16 1.39 0.04
 -------- 20:00 0.08 0.14 1.38 0.05
 22.11.12 21:00 0.08 0.14 1.40 0.06
 -------- 22:00 0.08 0.14 1.39 0.06
 -------- 23:00 0.07 0.14 1.39 0.07
