 Date Time CO SO2 NO2 CHX NO
 27.02.13 12:00 0.08 0.01 ---- 1.45 ----
 -------- 13:00 0.08 0.00 ---- 1.45 ----
 -------- 14:00 0.08 0.00 ---- 1.43 ----
 -------- 15:00 0.07 0.00 ---- 1.42 ----
 -------- 16:00 0.08 0.00 ---- 1.43 ----
 27.02.13 17:00 0.08 0.00 ---- 1.46 ----
 -------- 18:00 0.07 0.01 ---- 1.44 ----
 -------- 19:00 0.05 0.00 ---- 1.42 ----
 -------- 20:00 0.07 0.00 ---- 1.49 ----
 -------- 21:00 0.10 0.00 ---- 1.51 ----
 27.02.13 22:00 0.11 0.00 ---- 1.54 ----
 -------- 23:00 0.10 0.00 ---- 1.55 ----
 -------- 00:00 0.09 0.01 ---- 1.57 ----
 -------- 01:00 0.05 0.01 ---- 1.49 ----
 -------- 02:00 0.04 0.00 ---- 1.45 ----
 28.02.13 03:00 0.03 0.00 ---- 1.49 ----
 -------- 04:00 0.02 0.00 ---- 1.40 ----
 -------- 05:00 0.02 0.00 ---- 1.38 ----
 -------- 06:00 0.02 0.00 ---- 1.38 ----
 -------- 07:00 0.02 0.00 ---- 1.41 ----
 28.02.13 08:00 0.04 0.00 ---- 1.42 ----
 -------- 09:00 0.03 0.00 ---- 1.41 ----
 -------- 10:00 0.03 0.01 ---- 1.40 ----
 -------- 11:00 0.03 0.00 ---- 1.40 ----
 -------- 12:00 0.03 0.00 ---- 1.39 ----
 28.02.13 13:00 0.03 0.00 0.05 1.40 ----
 -------- 14:00 0.03 0.00 0.19 1.38 ----
 -------- 15:00 0.02 0.01 0.18 1.38 ----
 -------- 16:00 0.02 0.00 0.17 1.37 ----
 -------- 17:00 0.03 0.00 0.18 1.39 ----
 28.02.13 18:00 0.04 0.00 0.20 1.41 ----
 -------- 19:00 0.07 0.00 0.24 1.41 ----
 -------- 20:00 0.06 0.00 0.19 1.39 ----
 -------- 21:00 0.07 0.00 0.23 1.42 ----
 -------- 22:00 0.08 0.00 0.26 1.42 ----
 28.02.13 23:00 0.07 0.00 0.23 1.41 ----
 -------- 00:00 0.06 0.00 0.19 1.40 0.02
 -------- 01:00 0.06 0.00 0.15 1.37 0.01
 -------- 02:00 0.05 0.00 0.14 1.37 ----
 -------- 03:00 0.05 0.00 0.11 1.37 ----
 01.03.13 04:00 0.04 0.00 0.15 1.37 ----
 -------- 05:00 0.04 0.00 0.12 1.37 ----
 -------- 06:00 0.05 0.00 0.14 1.38 0.00
 -------- 07:00 0.03 0.00 0.19 1.47 ----
 -------- 08:00 0.02 0.01 0.17 1.41 0.01
 01.03.13 09:00 0.03 0.00 0.18 1.41 ----
 -------- 10:00 0.03 0.00 0.20 1.47 ----
 -------- 11:00 0.02 0.00 0.21 1.40 0.00
