 Date Time CO SO2 NO2 CHX NO
 28.01.13 00:00 0.13 0.01 0.37 1.62 0.08
 -------- 01:00 0.13 0.01 0.41 1.70 0.16
 -------- 02:00 0.12 0.01 0.40 1.85 0.14
 -------- 03:00 0.07 0.00 0.38 1.66 0.04
 -------- 04:00 0.06 0.00 0.37 1.59 0.02
 28.01.13 05:00 0.07 0.00 0.37 1.63 0.01
 -------- 06:00 0.05 0.01 0.37 1.61 0.02
 -------- 07:00 0.11 0.01 0.40 1.66 0.11
 -------- 08:00 0.13 0.01 0.41 1.70 0.16
 -------- 09:00 0.11 0.01 0.40 1.69 0.11
 28.01.13 10:00 0.10 0.00 0.39 1.66 0.11
 -------- 11:00 0.09 0.01 0.39 1.67 0.13
 -------- 12:00 0.08 0.01 0.38 1.64 0.12
 -------- 13:00 0.07 0.01 0.36 1.60 0.10
 -------- 14:00 0.06 0.01 0.33 1.55 0.05
 28.01.13 15:00 0.07 0.01 0.35 1.58 0.08
 -------- 16:00 0.07 0.01 0.36 1.57 0.06
 -------- 17:00 0.06 0.01 0.30 1.53 0.02
 -------- 18:00 0.06 0.01 0.28 1.52 ----
 -------- 19:00 0.08 0.01 0.30 1.54 0.00
 28.01.13 20:00 0.10 0.01 0.36 1.58 0.01
 -------- 21:00 0.09 0.01 0.33 1.57 0.00
 -------- 22:00 0.10 0.01 0.32 1.56 0.01
 -------- 23:00 0.08 0.00 0.25 1.51 0.00
 -------- 00:00 0.06 0.01 0.24 1.50 0.00
 29.01.13 01:00 0.06 0.01 0.21 1.52 ----
 -------- 02:00 0.06 0.01 0.19 1.51 0.00
 -------- 03:00 0.06 0.01 0.21 1.51 ----
 -------- 04:00 0.06 0.01 0.19 1.50 ----
 -------- 05:00 0.06 0.00 0.19 1.50 ----
 29.01.13 06:00 0.06 0.00 0.23 1.50 0.00
 -------- 07:00 0.07 0.00 0.29 1.53 0.02
 -------- 08:00 0.11 0.01 0.36 1.62 0.08
 -------- 09:00 0.12 0.01 0.37 1.64 0.11
 -------- 10:00 0.11 0.01 0.35 1.62 0.08
 29.01.13 11:00 0.11 0.01 0.30 1.60 0.06
 -------- 12:00 0.09 0.01 0.28 1.58 0.05
 -------- 13:00 0.07 0.01 0.23 1.52 0.01
 -------- 14:00 0.09 0.01 0.25 1.55 0.02
 -------- 15:00 0.08 0.01 0.26 1.57 0.03
 29.01.13 16:00 0.09 0.01 0.29 1.60 0.05
 -------- 17:00 0.12 0.01 0.38 1.65 0.11
 -------- 18:00 0.12 0.01 0.38 1.69 0.09
 -------- 19:00 0.09 0.01 0.38 1.66 0.06
 -------- 20:00 0.07 0.01 0.35 1.62 0.02
 29.01.13 21:00 0.09 0.01 0.38 1.71 0.07
 -------- 22:00 0.09 0.01 0.39 1.69 0.10
 -------- 23:00 0.07 0.01 0.37 1.66 0.06
