 Date Time CO SO2 NO2 CHX NO
 07.02.13 12:00 0.06 0.01 0.18 1.44 0.01
 -------- 13:00 0.07 0.01 0.18 1.44 0.01
 -------- 14:00 0.08 0.01 0.21 1.45 0.01
 -------- 15:00 0.08 0.01 0.20 1.44 0.00
 -------- 16:00 0.07 0.01 0.23 1.46 0.01
 07.02.13 17:00 0.06 0.00 0.22 1.44 0.00
 -------- 18:00 0.06 0.00 0.20 1.43 ----
 -------- 19:00 0.05 0.00 0.19 1.43 ----
 -------- 20:00 0.05 0.00 0.18 1.45 ----
 -------- 21:00 0.05 0.00 0.19 1.44 ----
 07.02.13 22:00 0.05 0.00 0.17 1.44 0.00
 -------- 23:00 0.04 0.00 0.17 1.44 ----
 -------- 00:00 0.03 0.00 0.15 1.43 ----
 -------- 01:00 0.03 0.00 0.17 1.44 0.01
 -------- 02:00 0.06 0.00 0.16 1.43 0.02
 08.02.13 03:00 0.02 0.00 0.14 1.43 0.01
 -------- 04:00 0.02 0.00 0.12 1.42 ----
 -------- 05:00 0.02 0.00 0.13 1.43 ----
 -------- 06:00 0.02 0.00 0.16 1.44 ----
 -------- 07:00 0.05 0.00 0.20 1.45 ----
 08.02.13 08:00 0.08 0.00 0.24 1.44 0.01
 -------- 09:00 0.08 0.00 0.27 1.46 0.01
 -------- 10:00 0.08 0.00 0.26 1.46 0.01
 -------- 11:00 0.08 0.00 0.24 1.48 0.01
 -------- 12:00 0.08 0.00 0.24 1.48 0.02
 08.02.13 13:00 0.08 0.00 0.22 1.47 0.01
 -------- 14:00 0.08 0.00 0.19 1.48 0.00
 -------- 15:00 0.08 0.00 0.22 1.48 0.01
 -------- 16:00 0.09 0.00 0.24 1.51 0.02
 -------- 17:00 0.08 0.00 0.24 1.51 0.01
 08.02.13 18:00 0.08 0.00 0.25 1.50 0.01
 -------- 19:00 0.05 0.00 0.24 1.49 0.00
 -------- 20:00 0.04 0.00 0.20 1.47 ----
 -------- 21:00 0.03 0.00 0.20 1.45 ----
 -------- 22:00 0.03 0.00 0.19 1.45 ----
 08.02.13 23:00 0.02 0.00 0.17 1.45 ----
 -------- 00:00 0.02 0.00 0.14 1.46 ----
 -------- 01:00 0.02 0.00 0.13 1.46 0.01
 -------- 02:00 0.02 0.00 0.13 1.45 0.00
 -------- 03:00 0.02 0.00 0.11 1.45 ----
 09.02.13 04:00 0.02 0.00 0.11 1.46 ----
 -------- 05:00 0.02 0.00 0.11 1.45 ----
 -------- 06:00 0.02 0.00 0.12 1.46 ----
 -------- 07:00 0.03 0.00 0.13 1.47 ----
 -------- 08:00 0.04 0.00 0.14 1.46 ----
 09.02.13 09:00 0.04 0.00 0.18 1.48 ----
 -------- 10:00 0.04 0.00 0.18 1.48 ----
 -------- 11:00 0.04 0.00 0.16 1.46 ----
