 Date Time CO SO2 NO2 CHX NO
 22.01.13 12:00 0.10 0.01 0.29 1.54 0.07
 -------- 13:00 0.10 0.01 0.29 1.55 0.08
 -------- 14:00 0.10 0.01 0.29 1.56 0.08
 -------- 15:00 0.10 0.01 0.29 1.53 0.07
 -------- 16:00 0.08 0.01 0.28 1.52 0.04
 22.01.13 17:00 0.10 0.01 0.36 1.56 0.05
 -------- 18:00 0.11 0.01 0.39 1.53 0.04
 -------- 19:00 0.07 0.01 0.33 1.50 0.01
 -------- 20:00 0.06 0.00 0.31 1.52 0.01
 -------- 21:00 0.06 0.01 0.33 1.52 0.01
 22.01.13 22:00 0.06 0.00 0.33 1.50 0.01
 -------- 23:00 0.04 0.00 0.32 1.50 ----
 -------- 00:00 0.04 0.00 0.31 1.56 ----
 -------- 01:00 0.04 0.00 0.31 1.56 0.00
 -------- 02:00 0.04 0.01 0.30 1.52 ----
 23.01.13 03:00 0.03 0.00 0.27 1.50 ----
 -------- 04:00 0.02 0.00 0.23 1.49 ----
 -------- 05:00 0.03 0.00 0.23 1.52 0.00
 -------- 06:00 0.03 0.00 0.26 1.48 ----
 -------- 07:00 0.06 0.00 0.31 1.52 0.02
 23.01.13 08:00 0.11 0.00 0.34 1.58 0.05
 -------- 09:00 0.11 0.01 0.36 1.65 0.07
 -------- 10:00 0.12 0.01 0.36 1.67 0.11
 -------- 11:00 0.13 0.01 0.35 1.65 0.14
 -------- 12:00 0.13 0.01 0.36 1.66 0.17
 23.01.13 13:00 0.12 0.01 0.33 1.64 0.14
 -------- 14:00 0.09 0.01 0.26 1.56 0.07
 -------- 15:00 0.08 0.01 0.26 1.53 0.06
 -------- 16:00 0.06 0.00 0.25 1.49 0.02
 -------- 17:00 0.10 0.00 0.35 1.52 0.04
 23.01.13 18:00 0.11 0.01 0.39 1.57 0.07
 -------- 19:00 0.09 0.00 0.38 1.54 0.04
 -------- 20:00 0.06 0.00 0.37 1.51 0.02
 -------- 21:00 0.08 0.00 0.39 1.55 0.05
 -------- 22:00 0.07 0.00 0.38 1.57 0.06
 23.01.13 23:00 0.04 0.00 0.30 1.49 0.01
 -------- 00:00 0.06 0.01 0.36 1.52 0.04
 -------- 01:00 0.06 0.01 0.38 1.52 0.05
 -------- 02:00 0.05 0.00 0.39 1.50 0.03
 -------- 03:00 0.06 0.00 0.39 1.53 0.09
 24.01.13 04:00 0.07 0.00 0.37 1.65 0.09
 -------- 05:00 0.11 0.01 0.41 1.96 0.25
 -------- 06:00 0.09 0.00 0.41 1.86 0.20
 -------- 07:00 0.07 0.00 0.40 1.64 0.12
 -------- 08:00 0.13 0.01 0.41 1.77 0.22
 24.01.13 09:00 0.11 0.00 0.40 1.73 0.15
 -------- 10:00 0.09 0.00 0.38 1.65 0.09
 -------- 11:00 0.15 0.01 0.43 1.73 0.27
