 Date Time CO SO2 NO2 CHX NO
 11.11.12 12:00 0.02 0.00 0.15 1.43 0.00
 -------- 13:00 0.03 0.00 0.14 1.44 0.00
 -------- 14:00 0.03 0.00 0.13 1.42 ----
 -------- 15:00 0.04 0.00 0.16 1.43 0.00
 -------- 16:00 0.05 0.00 0.19 1.44 0.01
 11.11.12 17:00 0.06 0.00 0.23 1.47 0.03
 -------- 18:00 0.07 0.00 0.27 1.48 0.04
 -------- 19:00 0.08 0.00 0.27 1.47 0.05
 -------- 20:00 0.07 0.00 0.27 1.42 0.02
 -------- 21:00 0.06 0.00 0.24 1.43 0.01
 11.11.12 22:00 0.05 0.00 0.21 1.48 ----
 -------- 23:00 0.04 0.00 0.18 1.41 ----
 -------- 00:00 0.04 0.00 0.16 1.40 ----
 -------- 01:00 0.04 0.00 0.12 1.41 ----
 -------- 02:00 0.02 0.00 0.09 1.38 ----
 12.11.12 03:00 0.02 0.00 0.07 1.37 ----
 -------- 04:00 0.02 0.00 0.06 1.37 ----
 -------- 05:00 0.02 0.00 0.07 1.37 ----
 -------- 06:00 0.02 0.00 0.08 1.37 ----
 -------- 07:00 0.03 0.00 0.11 1.37 ----
 12.11.12 08:00 0.02 0.00 0.14 1.38 ----
 -------- 09:00 0.02 0.00 0.16 1.39 0.00
 -------- 10:00 0.02 0.00 0.16 1.39 0.00
 -------- 11:00 0.02 0.00 0.15 1.39 0.00
 -------- 12:00 0.02 0.00 0.15 1.39 0.00
 12.11.12 13:00 0.02 0.00 0.15 1.40 ----
 -------- 14:00 0.02 0.00 0.13 1.40 ----
 -------- 15:00 0.02 0.00 0.15 1.41 ----
 -------- 16:00 0.02 0.00 0.14 1.40 ----
 -------- 17:00 0.02 0.00 0.14 1.40 ----
 12.11.12 18:00 0.02 0.00 0.15 1.40 ----
 -------- 19:00 0.05 0.00 0.15 1.43 0.00
 -------- 20:00 0.06 0.00 0.15 1.51 ----
 -------- 21:00 0.05 0.00 0.14 1.46 ----
 -------- 22:00 0.04 0.00 0.15 1.44 0.00
 12.11.12 23:00 0.04 0.00 0.14 1.38 ----
 -------- 00:00 0.04 0.00 0.13 1.38 ----
 -------- 01:00 0.04 0.00 0.13 1.39 ----
 -------- 02:00 0.03 0.00 0.14 1.39 ----
 -------- 03:00 0.02 0.00 0.10 1.36 ----
 13.11.12 04:00 0.03 0.00 0.09 1.36 ----
 -------- 05:00 0.03 0.00 0.07 1.35 ----
 -------- 06:00 0.02 0.00 0.09 1.35 ----
 -------- 07:00 0.03 0.00 0.10 1.35 ----
 -------- 08:00 0.06 0.00 0.15 1.38 0.01
 13.11.12 09:00 0.06 0.00 0.16 1.37 ----
 -------- 10:00 0.06 0.00 0.19 1.37 ----
 -------- 11:00 0.06 0.00 0.18 1.37 ----
 -------- 12:00 0.06 0.00 0.19 1.39 ----
