 Date Time CO SO2 NO2 CHX NO
 02.05.13 00:00 0.14 0.00 0.28 1.54 0.10
 -------- 01:00 0.23 0.00 0.23 1.67 0.21
 -------- 02:00 0.17 0.00 0.29 1.61 0.13
 -------- 03:00 0.12 ---- 0.30 1.59 0.06
 -------- 04:00 0.11 0.00 0.30 1.59 0.06
 02.05.13 05:00 0.13 ---- 0.30 1.65 0.05
 -------- 06:00 0.11 0.00 0.26 1.63 0.07
 -------- 07:00 0.04 0.00 0.24 1.59 0.07
 -------- 08:00 0.02 0.00 0.22 1.48 0.03
 -------- 09:00 0.04 0.00 0.15 1.40 0.02
 02.05.13 10:00 ---- ---- 0.06 1.34 0.01
 -------- 11:00 ---- 0.00 0.06 1.35 0.01
 -------- 12:00 ---- 0.00 0.05 1.35 0.01
 -------- 13:00 ---- 0.00 0.05 1.35 0.01
 -------- 14:00 ---- 0.00 0.04 1.34 0.01
 02.05.13 15:00 ---- 0.00 0.04 1.34 0.01
 -------- 16:00 ---- 0.00 0.03 1.33 0.01
 -------- 17:00 ---- 0.00 0.04 1.33 0.01
 -------- 18:00 ---- 0.00 0.05 1.33 0.01
 -------- 19:00 0.02 0.00 0.05 1.33 0.01
 02.05.13 20:00 0.02 0.00 0.05 1.35 0.01
 -------- 21:00 0.03 0.00 0.14 1.45 0.01
 -------- 22:00 0.11 0.00 0.34 1.50 0.04
 -------- 23:00 0.15 0.00 0.36 1.57 0.09
 -------- 00:00 0.13 0.00 0.34 1.53 0.06
 03.05.13 01:00 0.05 ---- 0.14 1.37 0.01
 -------- 02:00 0.03 0.00 0.12 1.39 0.01
 -------- 03:00 0.02 0.00 0.06 1.36 0.00
 -------- 04:00 0.02 0.00 0.05 1.35 0.00
 -------- 05:00 0.02 0.00 0.05 1.34 0.00
 03.05.13 06:00 0.02 0.00 0.06 1.35 0.00
 -------- 07:00 0.02 0.00 0.08 1.34 0.01
 -------- 08:00 0.02 0.00 0.09 1.38 0.01
 -------- 09:00 0.03 0.00 0.16 1.47 0.02
 -------- 10:00 0.03 0.00 0.15 1.45 0.01
 03.05.13 11:00 0.03 0.00 0.12 1.47 0.01
 -------- 12:00 0.02 0.00 0.12 1.43 0.01
 -------- 13:00 0.02 0.00 0.12 1.38 0.01
 -------- 14:00 0.02 0.00 0.08 1.37 0.01
 -------- 15:00 ---- 0.00 0.05 1.34 0.01
 03.05.13 16:00 ---- 0.00 0.07 1.34 0.01
 -------- 17:00 ---- 0.00 0.07 1.34 0.01
 -------- 18:00 0.02 0.00 0.09 1.34 0.01
 -------- 19:00 0.07 0.00 0.10 1.34 0.01
 -------- 20:00 0.06 0.00 0.10 1.34 0.01
 03.05.13 21:00 0.08 0.00 0.16 1.39 0.01
 -------- 22:00 0.09 0.00 0.21 1.39 0.01
 -------- 23:00 0.10 0.00 0.23 1.43 0.01
