 Date Time CO SO2 NO2 CHX NO
 04.01.13 12:00 0.04 0.00 0.18 1.45 ----
 -------- 13:00 0.04 0.00 0.16 1.44 ----
 -------- 14:00 0.05 0.00 0.19 1.46 ----
 -------- 15:00 0.05 0.00 0.18 1.45 ----
 -------- 16:00 0.06 0.00 0.20 1.45 ----
 04.01.13 17:00 0.05 0.00 0.21 1.45 ----
 -------- 18:00 0.07 0.00 0.24 1.47 0.00
 -------- 19:00 0.03 0.00 0.26 1.49 0.01
 -------- 20:00 0.02 0.00 0.28 1.50 0.01
 -------- 21:00 0.03 0.00 0.28 1.54 0.04
 04.01.13 22:00 0.03 0.00 0.28 1.67 0.03
 -------- 23:00 0.03 0.00 0.27 1.58 0.03
 -------- 00:00 0.02 0.00 0.27 1.52 0.02
 -------- 01:00 0.02 0.00 0.26 1.51 0.01
 -------- 02:00 0.03 0.00 0.29 1.51 0.09
 05.01.13 03:00 0.04 0.00 0.28 1.53 0.09
 -------- 04:00 0.02 0.00 0.27 1.51 0.00
 -------- 05:00 0.02 0.00 0.23 1.50 0.01
 -------- 06:00 ---- 0.00 0.24 1.50 0.01
 -------- 07:00 0.07 0.00 0.27 1.53 0.02
 05.01.13 08:00 0.07 0.00 0.28 1.56 0.03
 -------- 09:00 0.07 0.00 0.25 1.69 0.02
 -------- 10:00 0.08 0.00 0.26 1.72 0.04
 -------- 11:00 0.11 0.00 0.28 1.70 0.06
 -------- 12:00 0.08 0.00 0.27 1.56 0.03
 05.01.13 13:00 0.07 0.00 0.27 1.53 0.02
 -------- 14:00 0.09 0.00 0.29 1.57 0.03
 -------- 15:00 0.10 0.00 0.27 1.61 0.04
 -------- 16:00 0.09 0.00 0.26 1.52 0.02
 -------- 17:00 0.06 0.00 0.24 1.45 0.02
 05.01.13 18:00 0.06 0.00 0.24 1.47 0.01
 -------- 19:00 0.05 0.00 0.22 1.46 ----
 -------- 20:00 0.05 0.00 0.24 1.50 0.01
 -------- 21:00 0.05 0.00 0.24 1.57 0.01
 -------- 22:00 0.03 0.00 0.22 1.47 0.00
 05.01.13 23:00 0.03 0.00 0.21 1.46 ----
 -------- 00:00 0.03 0.00 0.21 1.46 ----
 -------- 01:00 0.02 0.00 0.20 1.44 ----
 -------- 02:00 0.02 0.00 0.21 1.47 ----
 -------- 03:00 0.03 0.00 0.26 1.44 0.02
 06.01.13 04:00 0.02 0.00 0.24 1.44 0.01
 -------- 05:00 0.02 0.00 0.20 1.43 ----
 -------- 06:00 0.02 0.00 0.21 1.43 0.00
 -------- 07:00 0.02 0.00 0.20 1.45 ----
 -------- 08:00 0.02 0.00 0.20 1.46 ----
 06.01.13 09:00 0.02 0.00 0.20 1.47 0.00
 -------- 10:00 0.03 0.00 0.21 1.50 0.01
 -------- 11:00 0.03 0.00 0.19 1.49 0.01
