 Date Time CO SO2 NO2 CHX NO
 05.05.13 00:00 0.03 0.00 0.09 1.31 0.01
 -------- 01:00 0.03 0.00 0.08 1.32 0.01
 -------- 02:00 0.04 0.00 0.11 1.35 0.00
 -------- 03:00 0.04 0.00 0.11 1.34 0.01
 -------- 04:00 0.04 0.00 0.12 1.54 0.01
 05.05.13 05:00 0.04 0.00 0.13 1.38 0.01
 -------- 06:00 0.04 0.00 0.14 1.44 0.01
 -------- 07:00 ---- 0.00 0.12 1.45 0.01
 -------- 08:00 ---- 0.00 0.13 1.51 0.01
 -------- 09:00 ---- 0.00 0.14 1.68 0.01
 05.05.13 10:00 0.02 0.00 0.15 1.74 0.02
 -------- 11:00 0.02 0.00 0.15 1.71 0.02
 -------- 12:00 0.02 0.00 0.17 1.68 0.02
 -------- 13:00 ---- 0.00 0.14 1.50 0.02
 -------- 14:00 ---- 0.00 0.11 1.54 0.01
 05.05.13 15:00 ---- 0.00 0.09 1.52 0.01
 -------- 16:00 ---- 0.00 0.08 1.40 0.01
 -------- 17:00 ---- 0.00 0.07 1.35 0.01
 -------- 18:00 ---- 0.00 0.08 1.34 0.01
 -------- 19:00 0.06 0.00 0.07 1.33 0.01
 05.05.13 20:00 0.06 0.00 0.08 1.34 0.01
 -------- 21:00 0.06 0.00 0.10 1.35 0.01
 -------- 22:00 0.07 0.00 0.14 1.38 0.01
 -------- 23:00 0.06 0.00 0.10 1.43 0.01
 -------- 00:00 0.06 0.00 0.07 1.33 0.01
 06.05.13 01:00 0.04 0.00 0.06 1.35 0.01
 -------- 02:00 0.05 0.00 0.07 1.35 0.00
 -------- 03:00 0.04 0.00 0.07 1.35 0.01
 -------- 04:00 0.04 0.00 0.07 1.37 0.01
 -------- 05:00 0.04 0.00 0.07 1.34 0.01
 06.05.13 06:00 0.04 0.00 0.08 1.34 0.01
 -------- 07:00 ---- 0.00 0.08 1.36 0.01
 -------- 08:00 ---- 0.00 0.09 1.31 0.01
 -------- 09:00 ---- 0.00 0.07 1.31 0.01
 -------- 10:00 ---- 0.00 0.05 1.31 0.01
 06.05.13 11:00 ---- 0.00 0.05 1.32 0.01
 -------- 12:00 ---- 0.00 0.05 1.32 0.01
 -------- 13:00 ---- 0.00 0.05 1.32 0.01
 -------- 14:00 ---- 0.00 0.05 1.32 0.01
 -------- 15:00 ---- 0.00 0.05 1.32 0.01
 06.05.13 16:00 ---- 0.00 0.06 1.33 0.01
 -------- 17:00 ---- 0.00 0.07 1.33 0.01
 -------- 18:00 ---- 0.00 0.08 1.33 0.01
 -------- 19:00 0.04 0.00 0.10 1.33 0.01
 -------- 20:00 0.04 0.00 0.09 1.33 0.01
 06.05.13 21:00 0.04 0.00 0.09 1.32 0.00
 -------- 22:00 0.04 0.00 0.10 1.33 0.01
 -------- 23:00 0.04 0.00 0.12 1.34 0.00
