 Date Time CO SO2 NO2 CHX NO
 03.01.13 00:00 ---- 0.00 0.10 1.48 ----
 -------- 01:00 ---- 0.00 0.11 1.50 ----
 -------- 02:00 ---- 0.00 0.09 1.51 ----
 -------- 03:00 ---- 0.00 0.08 1.50 ----
 -------- 04:00 ---- 0.00 0.07 1.48 ----
 03.01.13 05:00 ---- 0.00 0.07 1.45 ----
 -------- 06:00 ---- 0.00 0.07 1.47 ----
 -------- 07:00 ---- 0.00 0.08 1.45 ----
 -------- 08:00 ---- 0.00 0.09 1.45 ----
 -------- 09:00 ---- 0.00 0.10 1.46 ----
 03.01.13 10:00 ---- 0.00 0.12 1.46 ----
 -------- 11:00 ---- 0.00 0.14 1.49 ----
 -------- 12:00 0.11 0.00 0.14 1.61 ----
 -------- 13:00 0.06 0.00 0.17 1.62 ----
 -------- 14:00 0.07 0.00 0.18 1.63 ----
 03.01.13 15:00 0.08 0.00 0.21 1.50 ----
 -------- 16:00 0.07 0.00 0.20 1.49 0.01
 -------- 17:00 0.07 0.00 0.14 1.49 ----
 -------- 18:00 0.06 0.00 0.11 1.45 ----
 -------- 19:00 0.03 0.00 0.15 1.45 ----
 03.01.13 20:00 0.02 0.00 0.16 1.50 ----
 -------- 21:00 0.03 0.00 0.18 1.53 ----
 -------- 22:00 0.02 0.00 0.18 1.45 ----
 -------- 23:00 0.02 0.00 0.13 1.43 ----
 -------- 00:00 0.02 0.00 0.14 1.44 ----
 04.01.13 01:00 ---- 0.00 0.13 1.52 ----
 -------- 02:00 ---- 0.00 0.11 1.43 ----
 -------- 03:00 ---- 0.00 0.09 1.40 ----
 -------- 04:00 ---- 0.00 0.10 1.40 0.01
 -------- 05:00 ---- 0.00 0.09 1.40 ----
 04.01.13 06:00 ---- 0.00 0.09 1.39 ----
 -------- 07:00 0.02 0.00 0.11 1.39 ----
 -------- 08:00 0.02 0.00 0.10 1.41 ----
 -------- 09:00 0.03 0.00 0.14 1.42 ----
 -------- 10:00 0.04 0.00 0.20 1.44 ----
 04.01.13 11:00 0.04 0.00 0.22 1.44 0.01
 -------- 12:00 0.04 0.00 0.19 1.45 0.00
 -------- 13:00 0.04 0.00 0.16 1.44 ----
 -------- 14:00 0.05 0.00 0.19 1.46 ----
 -------- 15:00 0.05 0.00 0.18 1.45 ----
 04.01.13 16:00 0.06 0.00 0.20 1.45 ----
 -------- 17:00 0.05 0.00 0.21 1.45 ----
 -------- 18:00 0.07 0.00 0.24 1.47 0.00
 -------- 19:00 0.03 0.00 0.26 1.49 0.01
 -------- 20:00 0.02 0.00 0.28 1.50 0.01
 04.01.13 21:00 0.03 0.00 0.28 1.54 0.04
 -------- 22:00 0.03 0.00 0.28 1.67 0.03
 -------- 23:00 0.03 0.00 0.27 1.58 0.03
