 Date Time SO2 OZ NO2 CHX NO
 01.02.13 12:00 0.01 0.09 0.33 1.58 0.13
 -------- 13:00 0.01 0.09 0.31 1.57 0.13
 -------- 14:00 0.01 0.07 0.37 1.68 0.16
 -------- 15:00 0.01 0.04 0.38 1.64 0.18
 -------- 16:00 0.01 0.05 0.37 1.61 0.15
 01.02.13 17:00 0.01 0.06 0.36 1.63 0.14
 -------- 18:00 0.01 0.06 0.35 1.57 0.11
 -------- 19:00 0.00 0.09 0.33 1.57 0.09
 -------- 20:00 0.01 0.07 0.36 1.66 0.13
 -------- 21:00 0.00 0.10 0.33 1.56 0.08
 01.02.13 22:00 0.00 0.13 0.30 1.55 0.07
 -------- 23:00 0.00 0.14 0.28 1.49 0.03
 -------- 00:00 0.00 0.15 0.26 1.48 0.03
 -------- 01:00 0.00 0.13 0.26 1.48 0.03
 -------- 02:00 0.00 0.17 0.23 1.47 0.03
 02.02.13 03:00 0.00 0.24 0.20 1.43 0.02
 -------- 04:00 0.00 0.23 0.22 1.46 0.03
 -------- 05:00 0.00 0.16 0.27 1.45 0.04
 -------- 06:00 0.00 0.18 0.22 1.41 0.02
 -------- 07:00 0.00 0.23 0.21 1.41 0.03
 02.02.13 08:00 0.00 0.20 0.23 1.41 0.03
 -------- 09:00 0.00 0.21 0.25 1.42 0.04
 -------- 10:00 0.00 0.14 0.28 1.52 0.07
 -------- 11:00 0.00 0.17 0.28 1.45 0.07
 -------- 12:00 0.00 0.19 0.28 1.47 0.08
 02.02.13 13:00 0.00 0.25 0.25 1.43 0.06
 -------- 14:00 0.00 0.23 0.27 1.44 0.07
 -------- 15:00 0.00 0.20 0.29 1.47 0.08
 -------- 16:00 0.00 0.20 0.30 1.48 0.10
 -------- 17:00 0.00 0.13 0.31 1.51 0.11
 02.02.13 18:00 0.01 0.04 0.37 1.63 0.18
 -------- 19:00 0.00 0.05 0.34 1.49 0.11
 -------- 20:00 0.01 0.03 0.35 1.67 0.16
 -------- 21:00 0.00 0.06 0.33 1.53 0.08
 -------- 22:00 0.00 0.10 0.28 1.59 0.09
 02.02.13 23:00 0.01 0.04 0.33 1.80 0.32
 -------- 00:00 0.01 0.01 0.34 1.83 0.32
 -------- 01:00 0.01 0.01 0.32 1.67 0.20
 -------- 02:00 0.01 ---- 0.33 1.60 0.13
 -------- 03:00 0.01 ---- 0.34 1.65 0.15
 03.02.13 04:00 0.00 ---- 0.36 1.63 0.11
 -------- 05:00 0.00 ---- 0.37 1.59 0.10
 -------- 06:00 0.00 0.03 0.33 1.66 0.09
 -------- 07:00 0.00 0.11 0.29 1.51 0.07
 -------- 08:00 0.00 0.16 0.29 1.48 0.07
 03.02.13 09:00 0.00 0.16 0.30 1.46 0.08
 -------- 10:00 0.00 0.18 0.30 1.47 0.07
 -------- 11:00 0.00 0.18 0.32 1.45 0.08
 -------- 12:00 0.00 0.17 0.33 1.46 0.10
