 Date Time SO2 OZ NO2 CHX NO
 15.01.13 00:00 0.00 0.36 0.15 1.37 0.03
 -------- 01:00 0.00 0.38 0.14 1.36 0.03
 -------- 02:00 0.00 0.39 0.13 1.35 0.02
 -------- 03:00 0.00 0.41 0.13 1.35 0.02
 -------- 04:00 0.00 0.40 0.13 1.36 0.01
 15.01.13 05:00 0.00 0.40 0.13 1.37 0.01
 -------- 06:00 0.00 0.39 0.15 1.36 0.03
 -------- 07:00 0.00 0.31 0.20 1.39 0.06
 -------- 08:00 0.00 0.25 0.23 1.44 0.08
 -------- 09:00 0.00 0.26 0.23 1.43 0.08
 15.01.13 10:00 0.00 0.26 0.21 1.41 0.06
 -------- 11:00 0.00 0.18 0.25 1.45 0.10
 -------- 12:00 0.00 0.21 0.23 1.43 0.08
 -------- 13:00 0.00 0.25 0.22 1.43 0.08
 -------- 14:00 0.00 0.19 0.25 1.46 0.12
 15.01.13 15:00 0.00 0.16 0.27 1.44 0.12
 -------- 16:00 0.00 0.18 0.26 1.44 0.11
 -------- 17:00 0.00 0.16 0.27 1.47 0.12
 -------- 18:00 0.00 0.18 0.26 1.46 0.11
 -------- 19:00 0.01 0.15 0.28 1.49 0.12
 15.01.13 20:00 0.01 0.17 0.27 1.51 0.11
 -------- 21:00 0.00 0.26 0.19 1.41 0.03
 -------- 22:00 0.00 0.30 0.18 1.42 0.02
 -------- 23:00 0.00 0.37 0.15 1.36 0.01
 -------- 00:00 0.00 0.31 0.19 1.38 0.03
 16.01.13 01:00 0.00 0.23 0.23 1.40 0.06
 -------- 02:00 0.00 0.30 0.19 1.39 0.03
 -------- 03:00 0.00 0.14 0.26 1.40 0.02
 -------- 04:00 0.00 0.01 0.34 1.43 0.04
 -------- 05:00 0.00 ---- 0.36 1.48 0.07
 16.01.13 06:00 0.00 ---- 0.36 1.49 0.08
 -------- 07:00 0.00 ---- 0.36 1.52 0.19
 -------- 08:00 0.01 0.02 0.36 1.66 0.13
 -------- 09:00 0.01 0.04 0.33 1.56 0.10
 -------- 10:00 0.01 0.02 0.33 1.56 0.15
 16.01.13 11:00 0.01 0.01 0.34 1.63 0.18
 -------- 12:00 0.01 0.02 0.35 1.65 0.21
 -------- 13:00 0.01 0.03 0.33 1.64 0.20
 -------- 14:00 0.01 0.02 0.36 1.65 0.25
 -------- 15:00 0.01 0.02 0.36 1.66 0.28
 16.01.13 16:00 0.01 0.01 0.34 1.66 0.21
 -------- 17:00 0.01 0.01 0.39 1.74 0.30
 -------- 18:00 0.01 0.01 0.39 1.81 0.32
 -------- 19:00 0.01 ---- 0.38 1.80 0.25
 -------- 20:00 0.01 ---- 0.36 1.83 0.20
 16.01.13 21:00 0.01 0.01 0.35 1.90 0.21
 -------- 22:00 0.01 ---- 0.31 1.67 0.12
 -------- 23:00 0.01 0.01 0.28 1.62 0.08
 -------- 00:00 0.01 0.04 0.27 1.51 0.05
