 Date Time SO2 OZ NO2 CHX NO
 24.10.12 12:00 0.01 0.08 0.16 1.53 0.13
 -------- 13:00 0.01 0.09 0.14 1.53 0.11
 -------- 14:00 0.01 0.09 0.15 1.50 0.12
 -------- 15:00 0.01 0.13 0.15 1.47 0.10
 -------- 16:00 0.01 0.15 0.16 1.50 0.11
 24.10.12 17:00 0.01 0.18 0.15 1.50 0.10
 -------- 18:00 0.01 0.16 0.15 1.45 0.09
 -------- 19:00 0.01 0.09 0.17 1.51 0.10
 -------- 20:00 0.01 0.10 0.13 1.48 0.06
 -------- 21:00 0.01 0.16 0.12 1.47 0.04
 24.10.12 22:00 0.00 0.20 0.11 1.45 0.03
 -------- 23:00 0.00 0.20 0.10 1.44 0.03
 -------- 00:00 0.00 0.23 0.09 1.42 0.02
 -------- 01:00 0.00 0.26 0.07 1.42 0.02
 -------- 02:00 0.00 0.28 0.06 1.43 0.02
 25.10.12 03:00 0.00 0.30 0.06 1.40 0.01
 -------- 04:00 0.00 0.30 0.06 1.40 0.01
 -------- 05:00 0.00 0.30 0.06 1.40 0.01
 -------- 06:00 0.00 0.28 0.07 1.46 0.02
 -------- 07:00 0.00 0.28 0.08 1.42 0.02
 25.10.12 08:00 0.00 0.26 0.11 1.42 0.04
 -------- 09:00 0.00 0.27 0.10 1.42 0.04
 -------- 10:00 0.00 0.30 0.09 1.42 0.03
 -------- 11:00 0.00 0.30 0.10 1.43 0.03
 -------- 12:00 0.00 0.31 0.10 1.43 0.03
 25.10.12 13:00 0.00 0.33 0.09 1.45 0.03
 -------- 14:00 0.00 0.33 0.09 1.43 0.02
 -------- 15:00 0.00 0.28 0.10 1.43 0.03
 -------- 16:00 0.00 0.28 0.11 1.44 0.03
 -------- 17:00 0.00 0.28 0.12 1.44 0.03
 25.10.12 18:00 0.00 0.29 0.11 1.44 0.03
 -------- 19:00 0.00 0.32 0.11 1.44 0.03
 -------- 20:00 0.00 0.34 0.10 1.44 0.03
 -------- 21:00 0.00 0.33 0.10 1.48 0.03
 -------- 22:00 0.00 0.34 0.09 1.46 0.02
 25.10.12 23:00 0.00 0.32 0.08 1.45 0.02
 -------- 00:00 0.00 0.30 0.08 1.45 0.02
 -------- 01:00 0.00 0.34 0.08 1.46 0.01
 -------- 02:00 0.00 0.38 0.07 1.44 0.01
 -------- 03:00 0.00 0.38 0.06 1.44 0.01
 26.10.12 04:00 0.00 0.37 0.05 1.43 0.01
 -------- 05:00 0.00 0.35 0.06 1.43 0.01
 -------- 06:00 0.00 0.31 0.06 1.44 0.01
 -------- 07:00 0.00 0.24 0.08 1.47 0.03
 -------- 08:00 0.00 0.22 0.10 1.50 0.04
 26.10.12 09:00 0.00 0.24 0.09 1.45 0.03
 -------- 10:00 0.00 0.25 0.07 1.44 0.02
