 Date Time SO2 OZ NO2 CHX NO
 05.12.12 12:00 0.00 0.17 0.18 1.39 0.08
 -------- 13:00 0.00 0.21 0.19 1.41 0.09
 -------- 14:00 0.00 0.21 0.17 1.43 0.08
 -------- 15:00 0.00 0.19 0.19 1.42 0.12
 -------- 16:00 0.00 0.20 0.16 1.39 0.06
 05.12.12 17:00 0.00 0.04 0.23 1.51 0.16
 -------- 18:00 0.00 0.05 0.27 1.49 0.21
 -------- 19:00 0.00 0.10 0.20 1.42 0.07
 -------- 20:00 0.00 0.07 0.22 1.49 0.09
 -------- 21:00 0.00 0.03 0.24 1.46 0.07
 05.12.12 22:00 0.00 0.06 0.22 1.43 0.05
 -------- 23:00 0.00 0.03 0.24 1.45 0.08
 -------- 00:00 0.00 0.04 0.22 1.45 0.09
 -------- 01:00 0.00 0.04 0.22 1.42 0.06
 -------- 02:00 0.00 0.03 0.23 1.43 0.06
 06.12.12 03:00 ---- 0.03 0.23 1.43 0.05
 -------- 04:00 0.00 0.02 0.24 1.43 0.05
 -------- 05:00 0.00 0.04 0.24 1.50 0.06
 -------- 06:00 0.00 0.03 0.24 1.44 0.08
 -------- 07:00 0.00 0.03 0.24 1.40 0.07
 06.12.12 08:00 0.00 0.05 0.24 1.52 0.10
 -------- 09:00 0.00 0.10 0.20 1.42 0.06
 -------- 10:00 0.00 0.09 0.19 1.44 0.07
 -------- 11:00 0.00 0.06 0.20 1.44 0.09
 -------- 12:00 0.00 0.08 0.20 1.46 0.10
 06.12.12 13:00 0.00 0.07 0.21 1.47 0.13
 -------- 14:00 0.00 0.06 0.21 1.47 0.13
 -------- 15:00 0.00 0.04 0.25 1.53 0.20
 -------- 16:00 0.00 0.03 0.24 1.49 0.16
 -------- 17:00 0.01 0.01 0.26 1.58 0.22
 06.12.12 18:00 0.01 ---- 0.27 1.58 0.23
 -------- 19:00 0.01 0.01 0.26 1.64 0.24
 -------- 20:00 0.01 ---- 0.25 1.54 0.20
 -------- 21:00 0.00 ---- 0.23 1.50 0.15
 -------- 22:00 0.00 ---- 0.23 1.48 0.16
 06.12.12 23:00 0.00 ---- 0.24 1.52 0.11
 -------- 00:00 0.00 ---- 0.20 1.50 0.10
 -------- 01:00 0.00 0.02 0.19 1.44 0.04
 -------- 02:00 ---- 0.06 0.16 1.38 0.02
 -------- 03:00 ---- 0.08 0.15 1.40 0.02
 07.12.12 04:00 ---- 0.06 0.15 1.41 0.02
 -------- 05:00 ---- 0.06 0.16 1.40 0.03
 -------- 06:00 ---- 0.03 0.20 1.41 0.06
 -------- 07:00 0.00 0.05 0.18 1.41 0.08
 -------- 08:00 0.00 0.02 0.23 1.53 0.15
 07.12.12 09:00 0.00 0.01 0.24 1.55 0.14
 -------- 10:00 0.00 0.01 0.23 1.49 0.13
 -------- 11:00 0.00 0.01 0.22 1.49 0.16
