 Date Time SO2 OZ NO2 CHX NO
 12.11.12 00:00 0.00 0.23 0.08 1.41 0.02
 -------- 01:00 0.00 0.28 0.06 1.40 0.01
 -------- 02:00 0.00 0.27 0.06 1.41 0.01
 -------- 03:00 0.00 0.25 0.06 1.41 0.01
 -------- 04:00 0.00 0.24 0.07 1.42 0.01
 12.11.12 05:00 0.00 0.23 0.07 1.42 0.01
 -------- 06:00 0.00 0.20 0.08 1.47 0.01
 -------- 07:00 0.00 0.18 0.09 1.45 0.02
 -------- 08:00 0.00 0.16 0.10 1.47 0.03
 -------- 09:00 0.00 0.15 0.10 1.45 0.02
 12.11.12 10:00 0.00 0.15 0.10 1.42 0.02
 -------- 11:00 0.00 0.15 0.10 1.45 0.03
 -------- 12:00 0.01 0.13 0.11 1.47 0.03
 -------- 13:00 0.00 0.16 0.09 1.44 0.02
 -------- 14:00 0.00 0.14 0.10 1.45 0.03
 12.11.12 15:00 0.00 0.14 0.08 1.43 0.02
 -------- 16:00 0.00 0.15 0.09 1.44 0.02
 -------- 17:00 0.00 0.14 0.09 1.45 0.03
 -------- 18:00 0.00 0.13 0.09 1.47 0.03
 -------- 19:00 0.00 0.13 0.09 1.46 0.03
 12.11.12 20:00 0.00 0.14 0.09 1.48 0.03
 -------- 21:00 0.01 0.10 0.12 1.53 0.09
 -------- 22:00 0.01 0.10 0.10 1.49 0.05
 -------- 23:00 0.00 0.12 0.10 1.43 0.03
 -------- 00:00 0.00 0.13 0.08 1.44 0.03
 13.11.12 01:00 0.00 0.16 0.08 1.44 0.02
 -------- 02:00 0.00 0.20 0.06 1.43 0.01
 -------- 03:00 0.00 0.23 0.05 1.43 0.01
 -------- 04:00 0.00 0.24 0.05 1.44 0.01
 -------- 05:00 0.00 0.24 0.06 1.41 0.02
 13.11.12 06:00 0.00 0.21 0.08 1.41 0.03
 -------- 07:00 0.00 0.17 0.12 1.45 0.06
 -------- 08:00 0.01 0.12 0.14 1.50 0.09
 -------- 09:00 0.01 0.11 0.16 1.49 0.08
 -------- 10:00 0.01 0.11 0.14 1.50 0.09
 13.11.12 11:00 0.01 0.15 0.13 1.48 0.08
 -------- 12:00 0.01 0.18 0.13 1.48 0.08
 -------- 13:00 0.01 0.22 0.14 1.44 0.06
 -------- 14:00 0.01 0.23 0.13 1.46 0.06
 -------- 15:00 0.01 0.20 0.15 1.50 0.07
 13.11.12 16:00 0.01 0.21 0.16 1.49 0.08
 -------- 17:00 0.01 0.15 0.17 1.49 0.09
 -------- 18:00 0.01 0.15 0.15 1.44 0.06
 -------- 19:00 0.01 0.16 0.16 1.47 0.08
 -------- 20:00 0.01 0.16 0.15 1.47 0.08
 13.11.12 21:00 0.01 0.19 0.13 1.45 0.04
 -------- 22:00 0.00 0.25 0.12 1.42 0.04
 -------- 23:00 0.01 0.29 0.11 1.41 0.04
