 Date Time SO2 OZ NO2 CHX NO
 07.01.13 12:00 0.00 0.25 0.09 1.35 0.01
 -------- 13:00 0.00 0.25 0.08 1.35 0.02
 -------- 14:00 0.00 0.24 0.08 1.36 0.02
 -------- 15:00 0.00 0.22 0.09 1.37 0.02
 -------- 16:00 0.00 0.25 0.07 1.37 0.02
 07.01.13 17:00 0.00 0.25 0.08 1.36 0.01
 -------- 18:00 0.00 0.21 0.10 1.38 0.02
 -------- 19:00 0.00 0.21 0.10 1.39 0.03
 -------- 20:00 0.00 0.19 0.13 1.46 0.05
 -------- 21:00 0.00 0.19 0.13 1.44 0.05
 07.01.13 22:00 0.00 0.25 0.11 1.39 0.03
 -------- 23:00 0.00 0.22 0.12 1.38 0.03
 -------- 00:00 0.00 0.22 0.12 1.41 0.03
 -------- 01:00 0.00 0.23 0.11 1.43 0.03
 -------- 02:00 0.00 0.18 0.14 1.75 0.04
 08.01.13 03:00 0.00 0.21 0.12 1.51 0.03
 -------- 04:00 0.00 0.25 0.11 1.42 0.02
 -------- 05:00 0.00 0.20 0.13 1.40 0.04
 -------- 06:00 0.00 0.18 0.12 1.41 0.03
 -------- 07:00 0.00 0.14 0.14 1.46 0.04
 08.01.13 08:00 0.00 0.12 0.16 1.46 0.06
 -------- 09:00 0.00 0.10 0.18 1.46 0.13
 -------- 10:00 0.00 0.09 0.19 1.51 0.08
 -------- 11:00 0.00 0.05 0.20 1.50 0.11
 -------- 12:00 0.00 0.05 0.21 1.56 0.14
 08.01.13 13:00 0.01 0.04 0.22 1.58 0.17
 -------- 14:00 0.01 0.05 0.21 1.58 0.13
 -------- 15:00 0.01 0.03 0.21 1.58 0.15
 -------- 16:00 0.01 0.03 0.20 1.59 0.16
 -------- 17:00 0.01 0.03 0.23 1.60 0.15
 08.01.13 18:00 0.01 0.02 0.23 1.57 0.13
 -------- 19:00 0.01 0.01 0.24 1.60 0.16
 -------- 20:00 0.01 0.02 0.23 1.59 0.12
 -------- 21:00 0.01 0.01 0.23 1.62 0.15
 -------- 22:00 0.01 0.01 0.22 1.63 0.12
 08.01.13 23:00 0.01 0.02 0.21 1.59 0.08
 -------- 00:00 0.00 0.06 0.18 1.55 0.06
 -------- 01:00 0.00 0.08 0.18 1.54 0.05
 -------- 02:00 0.00 0.06 0.17 1.52 0.04
 -------- 03:00 0.00 0.11 0.16 1.52 0.03
 09.01.13 04:00 0.00 0.10 0.17 1.53 0.02
 -------- 05:00 0.00 0.10 0.19 1.52 0.05
 -------- 06:00 0.00 0.09 0.19 1.53 0.06
 -------- 07:00 0.00 0.03 0.18 1.97 0.09
 -------- 08:00 0.00 0.02 0.19 2.20 0.14
 09.01.13 09:00 0.00 0.01 0.17 1.92 0.12
 -------- 10:00 0.00 0.03 0.19 1.65 0.14
 -------- 11:00 0.01 0.02 0.21 1.67 0.21
