 Date Time SO2 OZ NO2 CHX NO
 22.11.12 00:00 0.00 0.11 0.11 1.45 0.02
 -------- 01:00 0.00 0.13 0.09 1.41 0.02
 -------- 02:00 0.00 0.13 0.08 1.47 0.02
 -------- 03:00 0.00 0.14 0.07 1.46 0.01
 -------- 04:00 0.00 0.15 0.06 1.47 0.01
 22.11.12 05:00 0.00 0.12 0.08 1.53 0.02
 -------- 06:00 0.01 0.08 0.11 1.59 0.07
 -------- 07:00 0.01 0.04 0.12 1.60 0.13
 -------- 08:00 0.01 0.04 0.13 1.52 0.09
 -------- 09:00 0.00 0.04 0.12 1.49 0.05
 22.11.12 10:00 0.00 0.04 0.13 1.53 0.06
 -------- 11:00 0.00 0.05 0.13 1.50 0.05
 -------- 12:00 0.00 0.12 0.13 1.47 0.04
 -------- 13:00 0.01 0.21 0.14 1.47 0.04
 -------- 14:00 0.00 0.29 0.13 1.44 0.03
 22.11.12 15:00 0.00 0.38 0.12 1.42 0.02
 -------- 16:00 0.00 0.30 0.14 1.44 0.03
 -------- 17:00 0.01 0.19 0.20 1.48 0.05
 -------- 18:00 0.01 0.12 0.21 1.49 0.07
 -------- 19:00 0.00 0.15 0.20 1.52 0.04
 22.11.12 20:00 0.00 0.18 0.19 1.58 0.05
 -------- 21:00 0.00 0.23 0.16 1.48 0.03
 -------- 22:00 0.00 0.30 0.12 1.44 0.02
 -------- 23:00 0.00 0.35 0.09 1.37 0.01
 -------- 00:00 0.00 0.31 0.10 1.37 0.02
 23.11.12 01:00 0.00 0.35 0.07 1.35 0.01
 -------- 02:00 0.00 0.38 0.06 1.33 0.01
 -------- 03:00 0.00 0.38 0.06 1.34 0.01
 -------- 04:00 0.00 0.33 0.06 1.42 0.01
 -------- 05:00 0.00 0.27 0.08 1.50 0.01
 23.11.12 06:00 0.00 0.22 0.11 1.49 0.02
 -------- 07:00 0.00 0.18 0.13 1.40 0.03
 -------- 08:00 0.00 0.15 0.14 1.42 0.06
 -------- 09:00 0.00 0.12 0.15 1.40 0.06
 -------- 10:00 0.00 0.15 0.14 1.40 0.04
 23.11.12 11:00 0.00 0.18 0.14 1.44 0.04
 -------- 12:00 0.00 0.16 0.14 1.48 0.05
 -------- 13:00 0.00 0.19 0.13 1.44 0.04
 -------- 14:00 0.01 0.18 0.13 1.47 0.04
 -------- 15:00 0.00 0.17 0.15 1.49 0.05
 23.11.12 16:00 0.01 0.10 0.20 1.54 0.09
 -------- 17:00 0.01 0.02 0.22 1.61 0.21
 -------- 18:00 0.01 0.01 0.24 1.58 0.17
 -------- 19:00 0.01 0.02 0.21 1.52 0.13
 -------- 20:00 0.01 0.02 0.20 1.49 0.12
 23.11.12 21:00 0.01 0.01 0.19 1.49 0.10
 -------- 22:00 0.01 0.03 0.17 1.45 0.05
 -------- 23:00 0.00 0.04 0.16 1.44 0.04
