 Date Time SO2 OZ NO2 CHX NO
 24.01.13 12:00 0.01 0.16 0.30 ---- 0.10
 -------- 13:00 0.01 0.18 0.31 ---- 0.11
 -------- 14:00 0.01 0.24 0.29 ---- 0.10
 -------- 15:00 0.00 0.26 0.27 ---- 0.08
 -------- 16:00 0.00 0.28 0.26 ---- 0.07
 24.01.13 17:00 0.00 0.27 0.27 ---- 0.08
 -------- 18:00 0.00 0.25 0.28 ---- 0.10
 -------- 19:00 0.00 0.23 0.29 ---- 0.09
 -------- 20:00 0.00 0.21 0.29 ---- 0.10
 -------- 21:00 0.00 0.12 0.32 ---- 0.13
 24.01.13 22:00 0.00 0.24 0.23 ---- 0.06
 -------- 23:00 0.00 0.30 0.22 ---- 0.05
 -------- 00:00 0.00 0.37 0.18 ---- 0.03
 -------- 01:00 0.00 0.36 0.17 ---- 0.02
 -------- 02:00 0.00 0.38 0.15 ---- 0.02
 25.01.13 03:00 0.00 0.43 0.12 ---- 0.01
 -------- 04:00 0.00 0.39 0.14 ---- 0.01
 -------- 05:00 0.00 0.39 0.15 ---- 0.02
 -------- 06:00 0.00 0.31 0.19 ---- 0.03
 -------- 07:00 0.00 0.25 0.23 ---- 0.07
 25.01.13 08:00 0.00 0.16 0.28 ---- 0.11
 -------- 09:00 0.00 0.16 0.28 ---- 0.10
 -------- 10:00 0.00 0.14 0.28 ---- 0.10
 -------- 11:00 0.00 0.19 0.26 ---- 0.09
 -------- 12:00 0.00 0.22 0.25 ---- 0.09
 25.01.13 13:00 0.00 0.29 0.21 ---- 0.06
 -------- 14:00 0.00 0.17 0.22 1.58 0.10
 -------- 15:00 0.00 0.19 0.22 1.57 0.09
 -------- 16:00 0.01 0.20 0.25 1.61 0.13
 -------- 17:00 0.00 0.18 0.28 1.55 0.12
 25.01.13 18:00 0.00 0.16 0.29 1.53 0.10
 -------- 19:00 0.00 0.14 0.30 1.63 0.14
 -------- 20:00 0.00 0.12 0.29 1.60 0.13
 -------- 21:00 0.00 0.20 0.24 1.55 0.07
 -------- 22:00 0.01 0.12 0.30 1.64 0.14
 25.01.13 23:00 0.00 0.10 0.28 1.71 0.16
 -------- 00:00 0.00 0.14 0.25 1.57 0.09
 -------- 01:00 0.00 0.18 0.22 1.55 0.06
 -------- 02:00 0.00 0.24 0.18 1.53 0.03
 -------- 03:00 0.00 0.20 0.20 1.54 0.03
 26.01.13 04:00 0.00 0.28 0.15 1.49 0.02
 -------- 05:00 0.00 0.30 0.16 1.45 0.03
 -------- 06:00 0.00 0.34 0.12 1.46 0.02
 -------- 07:00 0.00 0.30 0.13 1.50 0.02
 -------- 08:00 0.00 0.26 0.18 1.54 0.04
 26.01.13 09:00 0.00 0.20 0.22 1.65 0.11
 -------- 10:00 0.00 0.18 0.22 1.56 0.07
 -------- 11:00 0.00 0.17 0.24 1.62 0.11
 -------- 12:00 0.00 0.23 0.19 1.57 0.07
