 Date Time SO2 OZ NO2 CHX NO
 13.01.13 12:00 0.00 0.14 0.16 1.54 0.06
 -------- 13:00 0.00 0.17 0.14 1.52 0.05
 -------- 14:00 0.00 0.15 0.17 1.51 0.09
 -------- 15:00 0.00 0.16 0.16 1.51 0.08
 -------- 16:00 0.00 0.16 0.19 1.52 0.08
 13.01.13 17:00 0.00 0.16 0.17 1.53 0.08
 -------- 18:00 0.00 0.15 0.17 1.53 0.09
 -------- 19:00 0.00 0.12 0.17 1.62 0.09
 -------- 20:00 0.00 0.18 0.15 1.55 0.06
 -------- 21:00 0.00 0.18 0.15 1.52 0.05
 13.01.13 22:00 0.00 0.20 0.16 1.53 0.06
 -------- 23:00 0.00 0.21 0.14 1.51 0.04
 -------- 00:00 0.00 0.21 0.13 1.48 0.04
 -------- 01:00 0.00 0.23 0.12 1.48 0.02
 -------- 02:00 0.00 0.24 0.09 1.45 0.02
 14.01.13 03:00 0.00 0.26 0.09 1.44 0.01
 -------- 04:00 0.00 0.26 0.10 1.43 0.02
 -------- 05:00 0.00 0.24 0.10 1.43 0.02
 -------- 06:00 0.00 0.22 0.12 1.44 0.03
 -------- 07:00 0.00 0.17 0.16 1.48 0.06
 14.01.13 08:00 0.00 0.11 0.22 1.54 0.12
 -------- 09:00 0.00 0.09 0.21 1.51 0.09
 -------- 10:00 0.00 0.15 0.19 1.48 0.07
 -------- 11:00 0.00 0.13 0.21 1.52 0.09
 -------- 12:00 0.00 0.13 0.21 1.52 0.09
 14.01.13 13:00 0.00 0.16 0.21 1.56 0.09
 -------- 14:00 0.00 0.20 0.22 1.51 0.08
 -------- 15:00 0.00 0.22 0.22 1.46 0.07
 -------- 16:00 0.00 0.17 0.24 1.52 0.11
 -------- 17:00 0.00 0.21 0.23 1.46 0.08
 14.01.13 18:00 0.00 0.26 0.20 1.42 0.06
 -------- 19:00 0.00 0.27 0.20 1.43 0.07
 -------- 20:00 0.00 0.28 0.20 1.41 0.07
 -------- 21:00 0.00 0.36 0.15 1.37 0.03
 -------- 22:00 0.00 0.35 0.16 1.39 0.03
 14.01.13 23:00 0.00 0.37 0.15 1.37 0.03
 -------- 00:00 0.00 0.37 0.15 1.37 0.03
 -------- 01:00 0.00 0.38 0.14 1.36 0.03
 -------- 02:00 0.00 0.39 0.13 1.35 0.02
 -------- 03:00 0.00 0.41 0.13 1.35 0.02
 15.01.13 04:00 0.00 0.40 0.13 1.36 0.01
 -------- 05:00 0.00 0.40 0.13 1.37 0.01
 -------- 06:00 0.00 0.39 0.15 1.36 0.03
 -------- 07:00 0.00 0.31 0.20 1.39 0.06
 -------- 08:00 0.00 0.25 0.23 1.44 0.08
 15.01.13 09:00 0.00 0.26 0.23 1.43 0.08
 -------- 10:00 0.00 0.26 0.21 1.41 0.06
 -------- 11:00 0.00 0.18 0.25 1.45 0.10
 -------- 12:00 0.00 0.21 0.23 1.43 0.08
