 Date Time SO2 OZ NO2 CHX NO
 16.09.12 12:00 0.00 0.12 0.10 1.53 0.11
 -------- 13:00 0.00 0.11 0.09 1.50 0.11
 -------- 14:00 0.00 0.10 0.08 1.48 0.13
 -------- 15:00 0.00 0.15 0.09 1.49 0.12
 -------- 16:00 0.00 0.20 0.09 1.47 0.11
 16.09.12 17:00 0.00 0.21 0.09 1.44 0.10
 -------- 18:00 0.01 0.18 0.11 1.49 0.12
 -------- 19:00 0.01 0.11 0.13 1.52 0.14
 -------- 20:00 0.01 0.11 0.12 1.50 0.14
 -------- 21:00 0.01 0.16 0.12 1.50 0.14
 16.09.12 22:00 0.01 0.11 0.13 1.51 0.14
 -------- 23:00 0.01 0.09 0.11 1.51 0.14
 -------- 00:00 0.00 0.08 0.09 1.52 0.13
 -------- 01:00 0.00 0.08 0.09 1.51 0.12
 -------- 02:00 0.00 0.13 0.07 1.47 0.10
 17.09.12 03:00 0.00 0.10 0.08 1.49 0.11
 -------- 04:00 0.00 0.10 0.07 1.48 0.10
 -------- 05:00 0.00 0.05 0.07 1.52 0.11
 -------- 06:00 0.01 0.04 0.07 1.57 0.14
 -------- 07:00 0.01 0.01 0.08 1.70 0.24
 17.09.12 08:00 0.01 0.01 0.11 1.82 0.34
 -------- 09:00 0.01 0.01 0.10 1.66 0.26
 -------- 10:00 0.01 0.04 0.11 1.60 0.21
 -------- 11:00 0.01 0.16 0.10 1.49 0.14
 -------- 12:00 0.01 0.23 0.10 1.48 0.13
 17.09.12 13:00 0.00 0.30 0.09 1.45 0.11
 -------- 14:00 0.01 0.28 0.12 1.49 0.08
 -------- 15:00 0.01 0.24 0.13 1.51 0.10
 -------- 16:00 0.01 0.22 0.13 1.48 0.11
 -------- 17:00 0.01 0.17 0.14 1.48 0.13
 17.09.12 18:00 0.01 0.20 0.14 1.48 0.12
 -------- 19:00 0.01 0.10 0.17 1.61 0.18
 -------- 20:00 0.01 0.03 0.19 1.94 0.30
 -------- 21:00 0.01 0.01 0.15 2.52 0.44
 -------- 22:00 0.01 0.01 0.12 2.56 0.43
 17.09.12 23:00 0.02 ---- 0.10 2.73 0.54
 -------- 00:00 0.01 ---- 0.07 1.84 0.34
 -------- 01:00 0.01 ---- 0.05 1.81 0.28
 -------- 02:00 0.01 ---- 0.05 2.35 0.32
 -------- 03:00 0.01 ---- 0.05 2.14 0.27
 18.09.12 04:00 0.01 ---- 0.04 1.72 0.19
 -------- 05:00 0.01 ---- 0.04 1.68 0.21
 -------- 06:00 0.01 0.01 0.06 1.72 0.22
 -------- 07:00 0.01 0.01 0.10 1.63 0.23
 -------- 08:00 0.01 0.03 0.11 1.63 0.20
 18.09.12 09:00 0.01 0.03 0.11 1.64 0.20
 -------- 10:00 0.01 0.05 0.10 1.54 0.16
 -------- 11:00 0.00 0.10 0.10 1.49 0.13
