 Date Time CO NO2 CHX NO PM10
 08.04.13 12:00 0.06 0.20 1.38 0.03 0.07
 -------- 13:00 0.07 0.18 1.40 0.02 0.07
 -------- 14:00 0.05 0.15 1.32 0.02 0.05
 -------- 15:00 0.05 0.12 1.36 0.01 0.04
 -------- 16:00 0.05 0.12 1.36 0.01 0.04
 08.04.13 17:00 0.06 0.14 1.36 0.01 0.05
 -------- 18:00 0.04 0.09 1.34 0.01 0.04
 -------- 19:00 0.04 0.07 1.11 0.00 0.05
 -------- 20:00 0.06 0.12 1.13 0.01 0.05
 -------- 21:00 0.06 0.19 1.36 0.01 0.07
 08.04.13 22:00 0.11 0.41 1.40 0.02 0.11
 -------- 23:00 0.19 0.54 1.50 0.12 0.17
 -------- 00:00 0.17 0.53 1.24 0.10 0.13
 -------- 01:00 0.17 0.54 1.53 0.14 0.12
 -------- 02:00 0.17 0.54 1.55 0.15 0.13
 09.04.13 03:00 0.14 0.53 1.54 0.12 0.11
 -------- 04:00 0.14 0.54 1.61 0.18 0.11
 -------- 05:00 0.21 0.56 1.90 0.42 0.16
 -------- 06:00 0.21 0.56 2.11 0.42 0.15
 -------- 07:00 0.21 0.53 2.19 0.37 0.14
 09.04.13 08:00 0.28 0.56 2.11 0.42 0.18
 -------- 09:00 0.18 0.54 1.73 0.16 0.14
 -------- 10:00 0.13 0.48 1.60 0.11 0.13
 -------- 11:00 0.11 0.49 1.61 0.09 0.14
 -------- 12:00 0.08 0.29 1.42 0.02 0.07
 09.04.13 13:00 0.11 0.49 1.36 0.06 0.13
 -------- 14:00 0.11 0.43 1.55 0.04 0.12
 -------- 15:00 0.08 0.36 1.39 0.04 0.09
 -------- 16:00 0.09 0.36 1.50 0.03 0.10
 -------- 17:00 0.09 0.38 1.50 0.03 0.11
 09.04.13 18:00 0.08 0.33 1.49 0.03 0.08
 -------- 19:00 0.05 0.22 1.40 0.01 0.06
 -------- 20:00 0.07 0.34 1.41 0.01 0.10
 -------- 21:00 0.12 0.51 1.53 0.03 0.11
 -------- 22:00 0.19 0.58 1.64 0.08 0.14
 09.04.13 23:00 0.18 0.59 1.75 0.11 0.14
 -------- 00:00 0.18 0.58 1.78 0.14 0.17
 -------- 01:00 0.21 0.57 1.87 0.22 0.17
 -------- 02:00 0.27 0.59 2.05 0.41 0.23
 -------- 03:00 0.26 0.58 2.15 0.42 0.22
 10.04.13 04:00 0.24 0.61 1.85 0.39 0.18
 -------- 05:00 0.18 0.55 1.95 0.27 0.16
 -------- 06:00 0.13 0.54 1.75 0.12 0.12
 -------- 07:00 0.18 0.56 2.02 0.25 0.16
 -------- 08:00 0.18 0.56 1.93 0.23 0.16
 10.04.13 09:00 0.13 0.45 1.77 0.10 0.16
 -------- 10:00 0.09 0.34 1.60 0.05 0.14
 -------- 11:00 0.06 0.28 1.49 0.03 0.11
 -------- 12:00 0.06 0.23 1.44 0.02 0.09
