 Date Time CO NO2 CHX NO PM10
 04.12.12 12:00 0.11 0.14 1.62 0.13 0.03
 -------- 13:00 0.15 0.16 1.67 0.20 0.04
 -------- 14:00 0.17 0.24 1.72 0.45 0.05
 -------- 15:00 0.15 0.18 1.64 0.24 0.05
 -------- 16:00 0.11 0.10 1.60 0.13 0.03
 04.12.12 17:00 0.09 0.16 1.63 0.19 0.03
 -------- 18:00 0.07 0.13 1.59 0.05 0.03
 -------- 19:00 0.03 0.10 1.58 0.01 0.02
 -------- 20:00 0.03 0.08 1.64 0.01 0.02
 -------- 21:00 0.02 0.07 1.59 0.01 0.02
 04.12.12 22:00 0.02 0.06 1.57 0.01 0.02
 -------- 23:00 0.02 0.06 1.49 0.02 0.02
 -------- 00:00 0.03 0.05 1.47 0.01 0.02
 -------- 01:00 0.02 0.04 1.46 0.01 0.02
 -------- 02:00 0.02 0.05 1.45 0.01 0.02
 05.12.12 03:00 0.03 0.05 1.45 0.01 0.02
 -------- 04:00 0.02 0.05 1.45 0.00 0.02
 -------- 05:00 0.02 0.05 1.44 0.01 0.02
 -------- 06:00 0.02 0.07 1.44 0.01 0.03
 -------- 07:00 0.02 0.08 1.44 0.01 0.02
 05.12.12 08:00 0.05 0.12 1.47 0.02 0.02
 -------- 09:00 0.09 0.18 1.58 0.02 0.03
 -------- 10:00 0.08 0.20 1.56 0.03 0.03
 -------- 11:00 0.04 0.16 1.50 0.03 0.02
 -------- 12:00 0.04 0.16 1.50 0.04 0.03
 05.12.12 13:00 0.07 0.16 1.47 0.03 0.03
 -------- 14:00 0.05 0.12 1.47 0.03 0.02
 -------- 15:00 0.07 0.13 1.48 0.02 0.02
 -------- 16:00 0.07 0.19 1.52 0.03 0.03
 -------- 17:00 0.11 0.25 1.54 0.04 0.03
 05.12.12 18:00 0.10 0.25 1.60 0.03 0.03
 -------- 19:00 0.15 0.29 1.65 0.44 0.04
 -------- 20:00 0.15 0.30 1.63 0.09 0.04
 -------- 21:00 0.14 0.27 1.57 0.05 0.04
 -------- 22:00 0.12 0.25 1.55 0.03 0.03
 05.12.12 23:00 0.09 0.24 1.55 0.03 0.03
 -------- 00:00 0.10 0.25 1.56 0.05 0.04
 -------- 01:00 0.12 0.30 1.76 0.17 0.07
 -------- 02:00 0.09 0.28 1.61 0.08 0.04
 -------- 03:00 0.09 0.27 1.59 0.10 0.04
 06.12.12 04:00 0.07 0.27 1.58 0.07 0.04
 -------- 05:00 0.06 0.24 1.63 0.06 0.05
 -------- 06:00 0.06 0.23 1.61 0.05 0.04
 -------- 07:00 0.09 0.24 1.61 0.08 0.04
 -------- 08:00 0.11 0.25 1.62 0.08 0.04
 06.12.12 09:00 0.12 0.23 1.60 0.07 0.05
 -------- 10:00 0.11 0.24 1.57 0.09 0.05
 -------- 11:00 0.10 0.24 1.56 0.08 0.05
