 Date Time CO NO2 CHX NO PM10
 22.03.13 00:00 0.06 ---- 1.33 ---- 0.03
 -------- 01:00 0.06 ---- 1.34 ---- 0.03
 -------- 02:00 0.05 ---- 1.36 ---- 0.03
 -------- 03:00 0.05 ---- 1.38 ---- 0.03
 -------- 04:00 0.04 ---- 1.38 ---- 0.03
 22.03.13 05:00 0.04 ---- 1.44 ---- 0.03
 -------- 06:00 0.04 ---- 1.46 ---- 0.03
 -------- 07:00 0.07 ---- 1.43 ---- 0.02
 -------- 08:00 0.07 ---- 1.47 ---- 0.03
 -------- 09:00 0.10 0.37 1.39 0.12 0.04
 22.03.13 10:00 0.15 0.42 1.60 0.19 0.06
 -------- 11:00 0.15 0.41 1.55 0.18 0.07
 -------- 12:00 0.11 0.30 1.50 0.09 0.05
 -------- 13:00 0.09 0.18 1.43 0.05 0.04
 -------- 14:00 0.08 0.16 1.46 0.05 0.04
 22.03.13 15:00 0.07 0.12 1.44 0.04 0.04
 -------- 16:00 0.06 0.11 1.35 0.03 0.03
 -------- 17:00 0.07 0.13 1.34 0.03 0.04
 -------- 18:00 0.07 0.18 1.36 0.03 0.03
 -------- 19:00 0.07 0.20 1.34 0.02 0.04
 22.03.13 20:00 0.07 0.17 1.12 0.01 0.04
 -------- 21:00 0.06 0.14 1.37 0.01 0.03
 -------- 22:00 0.05 0.13 1.32 0.01 0.03
 -------- 23:00 0.07 0.18 1.26 0.01 0.03
 -------- 00:00 0.05 0.18 1.31 0.02 0.03
 23.03.13 01:00 0.06 0.21 1.28 0.03 0.03
 -------- 02:00 0.06 0.17 1.34 0.01 0.04
 -------- 03:00 0.06 0.18 1.34 0.01 0.03
 -------- 04:00 0.06 0.11 1.34 0.01 0.03
 -------- 05:00 0.05 0.09 1.35 0.01 0.03
 23.03.13 06:00 0.05 0.10 1.35 0.01 0.03
 -------- 07:00 0.07 0.13 1.36 0.00 0.03
 -------- 08:00 0.06 0.17 1.38 0.01 0.04
 -------- 09:00 0.07 0.17 1.40 0.03 0.04
 -------- 10:00 0.09 0.23 1.41 0.06 0.05
 23.03.13 11:00 0.06 0.16 1.37 0.03 0.04
 -------- 12:00 0.06 0.13 1.33 0.03 0.03
 -------- 13:00 0.06 0.11 1.32 0.03 0.03
 -------- 14:00 0.06 0.10 1.10 0.03 0.03
 -------- 15:00 0.06 0.16 1.31 0.04 0.03
 23.03.13 16:00 0.07 0.17 1.32 0.04 0.03
 -------- 17:00 0.07 0.15 1.32 0.03 0.03
 -------- 18:00 0.06 0.16 1.31 0.04 0.04
 -------- 19:00 0.07 0.10 1.10 0.02 0.03
 -------- 20:00 0.06 0.12 1.31 0.03 0.03
 23.03.13 21:00 0.06 0.15 1.32 0.03 0.03
 -------- 22:00 0.06 0.31 1.33 0.12 0.03
 -------- 23:00 0.06 0.30 1.32 0.11 0.03
 -------- 00:00 0.06 0.19 1.32 0.05 0.03
