 Date Time CO NO2 CHX NO PM10
 27.12.12 12:00 0.11 0.23 1.52 0.07 0.03
 -------- 13:00 0.12 0.24 1.53 0.09 0.03
 -------- 14:00 0.13 0.25 1.56 0.13 0.04
 -------- 15:00 0.16 0.25 1.87 0.12 0.05
 -------- 16:00 0.17 0.25 1.74 0.14 0.03
 27.12.12 17:00 0.22 0.26 1.73 0.19 0.06
 -------- 18:00 0.23 0.27 1.75 0.23 0.05
 -------- 19:00 0.23 0.29 1.79 0.31 0.06
 -------- 20:00 0.17 0.28 1.74 0.31 0.05
 -------- 21:00 0.13 0.23 1.67 0.18 0.05
 27.12.12 22:00 0.05 0.19 1.61 0.08 0.04
 -------- 23:00 0.03 0.18 1.55 0.03 0.03
 -------- 00:00 0.03 0.20 1.53 0.04 0.04
 -------- 01:00 0.03 0.19 1.51 0.04 0.04
 -------- 02:00 0.02 0.11 1.45 0.01 0.03
 28.12.12 03:00 ---- 0.10 1.44 0.01 0.02
 -------- 04:00 0.05 0.06 1.43 0.00 0.02
 -------- 05:00 0.04 0.08 1.50 0.01 0.02
 -------- 06:00 0.04 0.11 1.49 0.01 0.02
 -------- 07:00 0.07 0.14 1.50 0.02 0.02
 28.12.12 08:00 0.09 0.18 1.52 0.03 0.02
 -------- 09:00 0.09 0.18 1.51 0.04 0.02
 -------- 10:00 0.11 0.23 1.54 0.07 0.04
 -------- 11:00 0.11 0.24 1.53 0.07 0.03
 -------- 12:00 0.07 0.18 1.56 0.05 0.03
 28.12.12 13:00 0.08 0.22 1.74 0.08 0.03
 -------- 14:00 0.12 0.22 1.77 0.08 0.03
 -------- 15:00 0.08 0.23 1.77 0.08 0.03
 -------- 16:00 0.07 0.19 1.61 0.04 0.03
 -------- 18:00 0.06 ---- ---- ---- ----
 28.12.12 19:00 0.05 0.19 ---- 0.03 ----
 -------- 20:00 0.05 0.25 ---- 0.07 ----
 -------- 21:00 0.04 0.19 ---- 0.03 ----
 -------- 22:00 0.02 0.09 ---- 0.01 ----
 -------- 23:00 ---- 0.06 ---- 0.01 ----
 29.12.12 00:00 0.02 0.07 ---- 0.01 ----
 -------- 01:00 0.02 0.07 ---- 0.00 ----
 -------- 02:00 ---- 0.04 ---- 0.01 ----
 -------- 03:00 ---- 0.04 ---- 0.01 ----
 -------- 04:00 0.02 0.03 ---- 0.01 ----
 29.12.12 05:00 0.03 0.03 ---- 0.00 ----
 -------- 06:00 0.02 0.04 ---- 0.01 ----
 -------- 07:00 0.03 0.05 ---- 0.01 ----
 -------- 08:00 0.04 0.07 ---- 0.01 ----
 -------- 09:00 0.04 0.10 ---- 0.02 ----
 29.12.12 10:00 0.04 0.09 ---- 0.01 ----
 -------- 11:00 0.04 0.10 ---- 0.01 ----
