 Date Time CO NO2 CHX NO PM10
 01.04.13 00:00 0.11 0.35 1.23 0.01 0.06
 -------- 01:00 0.12 0.43 1.61 0.05 0.06
 -------- 02:00 0.13 0.43 1.68 0.09 0.07
 -------- 03:00 0.13 0.40 1.79 0.04 0.06
 -------- 04:00 0.10 0.38 1.88 0.05 0.06
 01.04.13 05:00 0.09 0.36 1.87 0.07 0.06
 -------- 06:00 0.09 0.34 2.25 0.06 0.06
 -------- 07:00 0.11 0.33 1.83 0.10 0.06
 -------- 08:00 0.11 0.34 1.86 0.10 0.05
 -------- 09:00 0.11 0.32 1.56 0.08 0.05
 01.04.13 10:00 0.09 0.29 1.51 0.06 0.03
 -------- 11:00 0.07 0.24 1.45 0.05 0.03
 -------- 12:00 0.07 0.24 1.42 0.05 0.02
 -------- 13:00 0.07 0.26 1.51 0.07 0.03
 -------- 14:00 0.07 0.21 1.20 0.07 0.05
 01.04.13 15:00 0.06 0.18 1.43 0.02 0.04
 -------- 16:00 0.06 0.17 1.44 0.02 0.06
 -------- 17:00 0.08 0.21 1.45 0.02 0.08
 -------- 18:00 0.10 0.26 1.47 0.04 0.08
 -------- 19:00 0.14 0.32 1.58 0.08 0.09
 01.04.13 20:00 0.13 0.33 1.62 0.08 0.09
 -------- 21:00 0.13 0.33 1.61 0.07 0.09
 -------- 22:00 0.13 0.36 1.55 0.07 0.07
 -------- 23:00 0.15 0.38 1.60 0.09 0.07
 -------- 00:00 0.15 0.40 1.57 0.10 0.07
 02.04.13 01:00 0.15 0.39 1.60 0.11 0.07
 -------- 02:00 0.11 0.36 1.57 0.07 0.06
 -------- 03:00 0.06 0.20 1.45 0.01 0.05
 -------- 04:00 0.04 0.14 1.18 0.00 0.04
 -------- 05:00 0.03 0.14 1.45 0.01 0.04
 02.04.13 06:00 0.03 0.12 1.46 0.01 0.04
 -------- 07:00 0.07 0.16 1.47 0.01 0.04
 -------- 08:00 0.11 0.22 1.49 0.03 0.04
 -------- 09:00 0.12 0.20 1.43 0.06 0.03
 -------- 10:00 0.07 0.15 1.36 0.02 0.03
 02.04.13 11:00 0.06 0.12 1.41 0.01 0.04
 -------- 12:00 0.06 0.12 1.41 0.01 0.04
 -------- 13:00 0.06 0.09 1.38 0.01 0.04
 -------- 14:00 0.06 0.08 1.16 0.01 0.04
 -------- 15:00 0.07 0.08 1.40 0.01 0.03
 02.04.13 16:00 0.07 0.11 1.41 0.01 0.05
 -------- 17:00 0.13 0.12 1.43 0.01 0.04
 -------- 18:00 0.09 0.16 1.47 0.01 0.06
 -------- 19:00 0.09 0.15 1.41 0.01 0.06
 -------- 20:00 0.09 0.18 1.47 0.01 0.05
 02.04.13 21:00 0.06 0.16 1.41 0.01 0.05
 -------- 22:00 0.06 0.16 1.40 0.01 0.05
 -------- 23:00 0.06 0.16 1.36 0.01 0.04
 -------- 00:00 0.06 0.18 1.42 0.01 0.04
